latitude,longitude,number_x,tp_mm,month,dataValue,wellDepth,number_y,tmean_C
28.8,77.2,0,0.0,2023-07,-7.87,,0,28.936556
28.5,76.9,0,0.0,2023-07,-10.41,,0,29.36237
28.5,77.0,0,0.0,2023-07,-8.79,,0,29.170198
28.5,77.0,0,0.0,2023-07,-18.94,,0,29.170198
28.5,77.0,0,0.0,2023-07,-14.19,,0,29.170198
28.5,77.2,0,0.0,2023-07,-38.05,,0,29.002855
28.5,77.2,0,0.0,2023-07,-22.93,,0,29.002855
28.5,77.3,0,0.0,2023-07,-9.27,,0,28.975916
28.4,77.1,0,0.0,2023-07,-67.23,,0,28.95058
28.4,77.2,0,0.0,2023-07,-43.52,,0,29.004295
28.8,76.9,0,0.0,2023-08,-3.37,,0,30.09117
28.8,77.0,0,0.0,2023-08,-1.13,,0,29.958574
28.8,77.0,0,0.0,2023-08,-6.79,,0,29.958574
28.8,77.0,0,0.0,2023-08,-20.39,,0,29.958574
28.8,77.1,0,0.0,2023-08,-9.11,,0,29.798279
28.8,77.1,0,0.0,2023-08,-6.87,,0,29.798279
28.8,77.1,0,0.0,2023-08,26.06,35.0,0,29.798279
28.8,77.1,0,0.0,2023-08,-22.57,,0,29.798279
28.8,77.2,0,0.0,2023-08,-7.21,,0,29.626375
28.5,76.9,0,0.0,2023-08,-10.22,,0,30.181335
28.5,77.0,0,0.0,2023-08,-8.34,,0,29.93286
28.5,77.0,0,0.0,2023-08,-18.01,,0,29.93286
28.5,77.0,0,0.0,2023-08,-13.92,,0,29.93286
28.5,77.2,0,0.0,2023-08,-37.78,,0,29.65696
28.5,77.2,0,0.0,2023-08,-22.68,,0,29.65696
28.5,77.3,0,0.0,2023-08,-8.46,,0,29.59559
28.4,77.1,0,0.0,2023-08,-67.29,,0,29.594294
28.4,77.2,0,0.0,2023-08,-34.71,,0,29.619627
28.8,76.9,0,0.0,2023-09,-3.71,,0,29.011301
28.8,77.0,0,0.0,2023-09,-1.57,,0,28.930187
28.8,77.0,0,0.0,2023-09,9.76,85.0,0,28.930187
28.8,77.0,0,0.0,2023-09,-7.1,,0,28.930187
28.8,77.0,0,0.0,2023-09,-20.29,,0,28.930187
28.8,77.1,0,0.0,2023-09,-8.8,,0,28.800112
28.8,77.1,0,0.0,2023-09,-9.16,,0,28.800112
28.8,77.1,0,0.0,2023-09,13.51,40.0,0,28.800112
28.8,77.1,0,0.0,2023-09,18.28,15.55,0,28.800112
28.8,77.1,0,0.0,2023-09,-22.55,,0,28.800112
28.8,77.2,0,0.0,2023-09,9.35,178.0,0,28.637074
28.8,77.2,0,0.0,2023-09,9.29,38.0,0,28.637074
28.8,77.2,0,0.0,2023-09,10.29,64.0,0,28.637074
28.8,77.2,0,0.0,2023-09,-8.69,,0,28.637074
28.5,76.9,0,0.0,2023-09,9.49,50.0,0,29.139263
28.5,76.9,0,0.0,2023-09,6.75,40.0,0,29.139263
28.5,76.9,0,0.0,2023-09,1.19,38.0,0,29.139263
28.5,76.9,0,0.0,2023-09,-10.03,,0,29.139263
28.5,76.9,0,0.0,2023-09,11.84,58.0,0,29.139263
28.5,77.0,0,0.0,2023-09,-8.43,,0,28.908651
28.5,77.0,0,0.0,2023-09,-18.14,,0,28.908651
28.5,77.0,0,0.0,2023-09,-13.72,,0,28.908651
28.5,77.2,0,0.0,2023-09,-37.75,,0,28.61795
28.5,77.2,0,0.0,2023-09,-22.39,,0,28.61795
28.5,77.3,0,0.0,2023-09,-8.45,,0,28.541487
28.4,77.1,0,0.0,2023-09,-67.4,,0,28.590166
28.4,77.2,0,0.0,2023-09,-36.3,,0,28.580053
28.8,76.9,0,0.0,2023-10,-4.01,,0,25.611916
28.8,77.0,0,0.0,2023-10,-2.03,,0,25.613707
28.8,77.0,0,0.0,2023-10,9.99,85.0,0,25.613707
28.8,77.0,0,0.0,2023-10,-7.05,,0,25.613707
28.8,77.0,0,0.0,2023-10,0.0,45.0,0,25.613707
28.8,77.0,0,0.0,2023-10,-19.85,,0,25.613707
28.8,77.1,0,0.0,2023-10,-8.48,,0,25.514074
28.8,77.1,0,0.0,2023-10,-12.21,,0,25.514074
28.8,77.1,0,0.0,2023-10,10.42,40.0,0,25.514074
28.8,77.1,0,0.0,2023-10,18.2,15.55,0,25.514074
28.8,77.1,0,0.0,2023-10,0.0,45.0,0,25.514074
28.8,77.1,0,0.0,2023-10,-22.36,,0,25.514074
28.8,77.2,0,0.0,2023-10,5.63,178.0,0,25.334904
28.8,77.2,0,0.0,2023-10,5.56,38.0,0,25.334904
28.8,77.2,0,0.0,2023-10,9.23,64.0,0,25.334904
28.8,77.2,0,0.0,2023-10,-10.08,,0,25.334904
28.5,76.9,0,0.0,2023-10,6.85,50.0,0,25.855259
28.5,76.9,0,0.0,2023-10,6.68,40.0,0,25.855259
28.5,76.9,0,0.0,2023-10,1.44,38.0,0,25.855259
28.5,76.9,0,0.0,2023-10,-9.94,,0,25.855259
28.5,76.9,0,0.0,2023-10,9.27,58.0,0,25.855259
28.5,77.0,0,0.0,2023-10,-8.75,,0,25.711428
28.5,77.0,0,0.0,2023-10,-18.8,,0,25.711428
28.5,77.0,0,0.0,2023-10,-13.61,,0,25.711428
28.5,77.2,0,0.0,2023-10,-37.56,,0,25.396044
28.5,77.2,0,0.0,2023-10,-22.11,,0,25.396044
28.5,77.3,0,0.0,2023-10,-8.61,,0,25.271101
28.4,77.1,0,0.0,2023-10,-67.5,,0,25.474932
28.4,77.2,0,0.0,2023-10,-38.1,,0,25.402058
28.8,76.9,0,0.0,2023-11,-4.2,,0,20.924942
28.8,77.0,0,0.0,2023-11,-2.16,,0,20.942026
28.8,77.0,0,0.0,2023-11,10.01,85.0,0,20.942026
28.8,77.0,0,0.0,2023-11,-7.17,,0,20.942026
28.8,77.0,0,0.0,2023-11,0.0,45.0,0,20.942026
28.8,77.0,0,0.0,2023-11,-19.51,,0,20.942026
28.8,77.1,0,0.0,2023-11,-8.47,,0,20.888494
28.8,77.1,0,0.0,2023-11,-6.36,,0,20.888494
28.8,77.1,0,0.0,2023-11,10.13,40.0,0,20.888494
28.8,77.1,0,0.0,2023-11,17.67,15.55,0,20.888494
28.8,77.1,0,0.0,2023-11,0.0,45.0,0,20.888494
28.8,77.1,0,0.0,2023-11,-21.83,,0,20.888494
28.8,77.2,0,0.0,2023-11,5.76,178.0,0,20.783085
28.8,77.2,0,0.0,2023-11,5.55,38.0,0,20.783085
28.8,77.2,0,0.0,2023-11,9.28,64.0,0,20.783085
28.8,77.2,0,0.0,2023-11,-9.78,,0,20.783085
28.5,76.9,0,0.0,2023-11,6.79,50.0,0,21.125614
28.5,76.9,0,0.0,2023-11,6.6,40.0,0,21.125614
28.5,76.9,0,0.0,2023-11,1.74,38.0,0,21.125614
28.5,76.9,0,0.0,2023-11,-9.92,,0,21.125614
28.5,76.9,0,0.0,2023-11,9.49,58.0,0,21.125614
28.5,77.0,0,0.0,2023-11,-8.8,,0,21.047024
28.5,77.0,0,0.0,2023-11,-19.28,,0,21.047024
28.5,77.0,0,0.0,2023-11,-13.49,,0,21.047024
28.5,77.2,0,0.0,2023-11,-37.23,,0,20.904558
28.5,77.2,0,0.0,2023-11,-21.7,,0,20.904558
28.5,77.3,0,0.0,2023-11,-8.85,,0,20.840334
28.4,77.1,0,0.0,2023-11,-67.54,,0,20.906569
28.4,77.2,0,0.0,2023-11,-40.29,,0,20.923517
28.8,76.9,0,0.0,2023-12,-4.27,,0,15.494093
28.8,77.0,0,0.0,2023-12,-2.55,,0,15.511603
28.8,77.0,0,0.0,2023-12,10.39,85.0,0,15.511603
28.8,77.0,0,0.0,2023-12,-7.2,,0,15.511603
28.8,77.0,0,0.0,2023-12,0.0,45.0,0,15.511603
28.8,77.0,0,0.0,2023-12,-19.56,,0,15.511603
28.8,77.1,0,0.0,2023-12,-8.56,,0,15.491195
28.8,77.1,0,0.0,2023-12,-6.51,,0,15.491195
28.8,77.1,0,0.0,2023-12,9.95,40.0,0,15.491195
28.8,77.1,0,0.0,2023-12,0.0,45.0,0,15.491195
28.8,77.1,0,0.0,2023-12,-21.67,,0,15.491195
28.8,77.2,0,0.0,2023-12,5.93,178.0,0,15.476269
28.8,77.2,0,0.0,2023-12,5.69,38.0,0,15.476269
28.8,77.2,0,0.0,2023-12,-8.09,,0,15.476269
28.5,76.9,0,0.0,2023-12,6.9,50.0,0,15.815999
28.5,76.9,0,0.0,2023-12,6.7,40.0,0,15.815999
28.5,76.9,0,0.0,2023-12,2.16,38.0,0,15.815999
28.5,76.9,0,0.0,2023-12,-9.93,,0,15.815999
28.5,76.9,0,0.0,2023-12,9.56,58.0,0,15.815999
28.5,77.0,0,0.0,2023-12,-8.57,,0,15.766578
28.5,77.0,0,0.0,2023-12,-19.59,,0,15.766578
28.5,77.0,0,0.0,2023-12,-13.38,,0,15.766578
28.5,77.2,0,0.0,2023-12,-36.97,,0,15.740074
28.5,77.2,0,0.0,2023-12,-21.52,,0,15.740074
28.5,77.3,0,0.0,2023-12,-8.91,,0,15.698749
28.4,77.1,0,0.0,2023-12,-67.5,,0,15.788212
28.4,77.2,0,0.0,2023-12,-41.56,,0,15.82415
