latitude,longitude,number,tmean_C,month
28.8,77.4,0,28.841446,2023-07
28.8,77.5,0,28.769175,2023-07
28.7,76.7,0,29.483246,2023-07
28.7,76.8,0,29.422647,2023-07
28.7,76.9,0,29.378176,2023-07
28.7,77.0,0,29.306593,2023-07
28.7,77.1,0,29.170662,2023-07
28.7,77.2,0,29.02977,2023-07
28.7,77.3,0,28.993868,2023-07
28.7,77.4,0,28.911463,2023-07
28.7,77.5,0,28.84438,2023-07
28.6,76.7,0,29.522577,2023-07
28.6,76.8,0,29.496897,2023-07
28.6,76.9,0,29.47082,2023-07
28.6,77.0,0,29.36237,2023-07
28.6,77.1,0,29.170198,2023-07
28.6,77.2,0,29.028978,2023-07
28.6,77.3,0,29.002855,2023-07
28.6,77.4,0,28.975916,2023-07
28.6,77.5,0,28.903183,2023-07
28.5,76.7,0,29.583664,2023-07
28.5,76.8,0,29.556175,2023-07
28.5,76.9,0,29.516048,2023-07
28.5,77.0,0,29.334053,2023-07
28.5,77.1,0,29.099722,2023-07
28.5,77.2,0,28.95058,2023-07
28.5,77.3,0,29.004295,2023-07
28.5,77.4,0,29.043999,2023-07
28.5,77.5,0,28.964588,2023-07
28.4,76.7,0,29.539635,2023-07
28.4,76.8,0,29.473803,2023-07
28.4,76.9,0,29.378468,2023-07
28.4,77.0,0,29.21538,2023-07
28.4,77.1,0,29.078608,2023-07
28.4,77.2,0,29.033602,2023-07
28.4,77.3,0,29.077276,2023-07
28.4,77.4,0,29.102903,2023-07
28.4,77.5,0,29.04871,2023-07
28.3,76.7,0,29.494286,2023-07
28.3,76.8,0,29.380322,2023-07
28.3,76.9,0,29.236761,2023-07
28.3,77.0,0,29.182869,2023-07
28.3,77.1,0,29.200766,2023-07
28.3,77.2,0,29.192808,2023-07
28.3,77.3,0,29.166553,2023-07
28.3,77.4,0,29.14309,2023-07
28.3,77.5,0,29.096867,2023-07
29.0,76.7,0,30.162249,2023-08
29.0,76.8,0,30.05878,2023-08
29.0,76.9,0,29.974106,2023-08
29.0,77.0,0,29.861832,2023-08
29.0,77.1,0,29.781775,2023-08
29.0,77.2,0,29.585611,2023-08
29.0,77.3,0,29.40173,2023-08
29.0,77.4,0,29.265438,2023-08
29.0,77.5,0,29.156996,2023-08
28.9,76.7,0,30.334383,2023-08
28.9,76.8,0,30.215397,2023-08
28.9,76.9,0,30.098146,2023-08
28.9,77.0,0,29.97645,2023-08
28.9,77.1,0,29.873306,2023-08
28.9,77.2,0,29.71531,2023-08
28.9,77.3,0,29.540997,2023-08
28.9,77.4,0,29.390413,2023-08
28.9,77.5,0,29.265476,2023-08
28.8,76.7,0,30.50618,2023-08
28.8,76.8,0,30.335255,2023-08
28.8,76.9,0,30.21393,2023-08
28.8,77.0,0,30.09117,2023-08
28.8,77.1,0,29.958574,2023-08
28.8,77.2,0,29.798279,2023-08
28.8,77.3,0,29.626375,2023-08
28.8,77.4,0,29.47874,2023-08
28.8,77.5,0,29.352922,2023-08
28.7,76.7,0,30.427952,2023-08
28.7,76.8,0,30.32265,2023-08
28.7,76.9,0,30.250689,2023-08
28.7,77.0,0,30.138948,2023-08
28.7,77.1,0,29.989767,2023-08
28.7,77.2,0,29.811037,2023-08
28.7,77.3,0,29.675879,2023-08
28.7,77.4,0,29.536345,2023-08
28.7,77.5,0,29.423056,2023-08
28.6,76.7,0,30.398264,2023-08
28.6,76.8,0,30.36698,2023-08
28.6,76.9,0,30.320229,2023-08
28.6,77.0,0,30.181335,2023-08
28.6,77.1,0,29.93286,2023-08
28.6,77.2,0,29.748941,2023-08
28.6,77.3,0,29.65696,2023-08
28.6,77.4,0,29.59559,2023-08
28.6,77.5,0,29.47367,2023-08
28.5,76.7,0,30.445833,2023-08
28.5,76.8,0,30.401665,2023-08
28.5,76.9,0,30.344185,2023-08
28.5,77.0,0,30.111233,2023-08
28.5,77.1,0,29.78813,2023-08
28.5,77.2,0,29.594294,2023-08
28.5,77.3,0,29.619627,2023-08
28.5,77.4,0,29.640337,2023-08
28.5,77.5,0,29.519281,2023-08
28.4,76.7,0,30.361727,2023-08
28.4,76.8,0,30.26522,2023-08
28.4,76.9,0,30.136372,2023-08
28.4,77.0,0,29.914963,2023-08
28.4,77.1,0,29.726149,2023-08
28.4,77.2,0,29.627914,2023-08
28.4,77.3,0,29.63388,2023-08
28.4,77.4,0,29.62863,2023-08
28.4,77.5,0,29.531506,2023-08
28.3,76.7,0,30.277796,2023-08
28.3,76.8,0,30.126507,2023-08
28.3,76.9,0,29.934765,2023-08
28.3,77.0,0,29.831861,2023-08
28.3,77.1,0,29.811413,2023-08
28.3,77.2,0,29.763742,2023-08
28.3,77.3,0,29.68597,2023-08
28.3,77.4,0,29.605223,2023-08
28.3,77.5,0,29.501745,2023-08
29.0,76.7,0,28.926516,2023-09
29.0,76.8,0,28.866611,2023-09
29.0,76.9,0,28.831512,2023-09
29.0,77.0,0,28.75581,2023-09
29.0,77.1,0,28.714743,2023-09
29.0,77.2,0,28.599846,2023-09
29.0,77.3,0,28.434237,2023-09
29.0,77.4,0,28.321127,2023-09
29.0,77.5,0,28.2668,2023-09
28.9,76.7,0,29.111803,2023-09
28.9,76.8,0,29.02369,2023-09
28.9,76.9,0,28.967728,2023-09
28.9,77.0,0,28.89202,2023-09
28.9,77.1,0,28.825775,2023-09
28.9,77.2,0,28.698915,2023-09
28.9,77.3,0,28.558306,2023-09
28.9,77.4,0,28.434559,2023-09
28.9,77.5,0,28.34821,2023-09
28.8,76.7,0,29.31899,2023-09
28.8,76.8,0,29.174854,2023-09
28.8,76.9,0,29.087568,2023-09
28.8,77.0,0,29.011301,2023-09
28.8,77.1,0,28.930187,2023-09
28.8,77.2,0,28.800112,2023-09
28.8,77.3,0,28.637074,2023-09
28.8,77.4,0,28.486612,2023-09
28.8,77.5,0,28.40289,2023-09
28.7,76.7,0,29.325682,2023-09
28.7,76.8,0,29.236734,2023-09
28.7,76.9,0,29.163214,2023-09
28.7,77.0,0,29.05093,2023-09
28.7,77.1,0,28.992033,2023-09
28.7,77.2,0,28.881937,2023-09
28.7,77.3,0,28.651276,2023-09
28.7,77.4,0,28.511765,2023-09
28.7,77.5,0,28.406782,2023-09
28.6,76.7,0,29.370869,2023-09
28.6,76.8,0,29.347725,2023-09
28.6,76.9,0,29.315512,2023-09
28.6,77.0,0,29.139263,2023-09
28.6,77.1,0,28.908651,2023-09
28.6,77.2,0,28.76484,2023-09
28.6,77.3,0,28.61795,2023-09
28.6,77.4,0,28.541487,2023-09
28.6,77.5,0,28.430035,2023-09
28.5,76.7,0,29.442787,2023-09
28.5,76.8,0,29.438707,2023-09
28.5,76.9,0,29.389565,2023-09
28.5,77.0,0,29.124256,2023-09
28.5,77.1,0,28.776625,2023-09
28.5,77.2,0,28.590166,2023-09
28.5,77.3,0,28.580053,2023-09
28.5,77.4,0,28.569656,2023-09
28.5,77.5,0,28.464247,2023-09
28.4,76.7,0,29.396704,2023-09
28.4,76.8,0,29.315483,2023-09
28.4,76.9,0,29.191605,2023-09
28.4,77.0,0,28.94584,2023-09
28.4,77.1,0,28.735916,2023-09
28.4,77.2,0,28.621805,2023-09
28.4,77.3,0,28.609388,2023-09
28.4,77.4,0,28.582869,2023-09
28.4,77.5,0,28.485237,2023-09
28.3,76.7,0,29.351387,2023-09
28.3,76.8,0,29.194374,2023-09
28.3,76.9,0,29.01154,2023-09
28.3,77.0,0,28.889904,2023-09
28.3,77.1,0,28.831377,2023-09
28.3,77.2,0,28.76337,2023-09
28.3,77.3,0,28.675184,2023-09
28.3,77.4,0,28.59211,2023-09
28.3,77.5,0,28.497538,2023-09
29.0,76.7,0,25.12986,2023-10
29.0,76.8,0,25.153837,2023-10
29.0,76.9,0,25.195263,2023-10
29.0,77.0,0,25.126879,2023-10
29.0,77.1,0,25.107166,2023-10
29.0,77.2,0,25.113916,2023-10
29.0,77.3,0,24.922407,2023-10
29.0,77.4,0,24.783546,2023-10
29.0,77.5,0,24.72705,2023-10
28.9,76.7,0,25.406282,2023-10
28.9,76.8,0,25.389849,2023-10
28.9,76.9,0,25.399881,2023-10
28.9,77.0,0,25.355282,2023-10
28.9,77.1,0,25.373083,2023-10
28.9,77.2,0,25.280725,2023-10
28.9,77.3,0,25.165207,2023-10
28.9,77.4,0,25.02048,2023-10
28.9,77.5,0,24.907143,2023-10
28.8,76.7,0,25.68422,2023-10
28.8,76.8,0,25.616688,2023-10
28.8,76.9,0,25.606333,2023-10
28.8,77.0,0,25.611916,2023-10
28.8,77.1,0,25.613707,2023-10
28.8,77.2,0,25.514074,2023-10
28.8,77.3,0,25.334904,2023-10
28.8,77.4,0,25.125542,2023-10
28.8,77.5,0,25.037386,2023-10
28.7,76.7,0,25.72039,2023-10
28.7,76.8,0,25.73916,2023-10
28.7,76.9,0,25.752323,2023-10
28.7,77.0,0,25.70848,2023-10
28.7,77.1,0,25.744238,2023-10
28.7,77.2,0,25.682547,2023-10
28.7,77.3,0,25.394135,2023-10
28.7,77.4,0,25.19989,2023-10
28.7,77.5,0,25.040525,2023-10
28.6,76.7,0,25.849514,2023-10
28.6,76.8,0,25.899477,2023-10
28.6,76.9,0,25.968735,2023-10
28.6,77.0,0,25.855259,2023-10
28.6,77.1,0,25.711428,2023-10
28.6,77.2,0,25.628925,2023-10
28.6,77.3,0,25.396044,2023-10
28.6,77.4,0,25.271101,2023-10
28.6,77.5,0,25.117043,2023-10
28.5,76.7,0,26.031467,2023-10
28.5,76.8,0,26.094719,2023-10
28.5,76.9,0,26.125593,2023-10
28.5,77.0,0,25.923117,2023-10
28.5,77.1,0,25.652733,2023-10
28.5,77.2,0,25.474932,2023-10
28.5,77.3,0,25.402058,2023-10
28.5,77.4,0,25.33399,2023-10
28.5,77.5,0,25.192543,2023-10
28.4,76.7,0,26.07779,2023-10
28.4,76.8,0,26.069992,2023-10
28.4,76.9,0,26.02477,2023-10
28.4,77.0,0,25.840954,2023-10
28.4,77.1,0,25.640095,2023-10
28.4,77.2,0,25.505478,2023-10
28.4,77.3,0,25.43847,2023-10
28.4,77.4,0,25.34834,2023-10
28.4,77.5,0,25.207724,2023-10
28.3,76.7,0,26.117332,2023-10
28.3,76.8,0,26.041868,2023-10
28.3,76.9,0,25.934286,2023-10
28.3,77.0,0,25.838253,2023-10
28.3,77.1,0,25.771776,2023-10
28.3,77.2,0,25.675282,2023-10
28.3,77.3,0,25.523355,2023-10
28.3,77.4,0,25.357172,2023-10
28.3,77.5,0,25.195139,2023-10
29.0,76.7,0,20.686113,2023-11
29.0,76.8,0,20.706142,2023-11
29.0,76.9,0,20.720833,2023-11
29.0,77.0,0,20.67732,2023-11
29.0,77.1,0,20.67696,2023-11
29.0,77.2,0,20.656723,2023-11
29.0,77.3,0,20.521976,2023-11
29.0,77.4,0,20.445953,2023-11
29.0,77.5,0,20.407131,2023-11
28.9,76.7,0,20.811785,2023-11
28.9,76.8,0,20.81813,2023-11
28.9,76.9,0,20.812588,2023-11
28.9,77.0,0,20.792746,2023-11
28.9,77.1,0,20.813307,2023-11
28.9,77.2,0,20.761698,2023-11
28.9,77.3,0,20.678474,2023-11
28.9,77.4,0,20.579826,2023-11
28.9,77.5,0,20.521984,2023-11
28.8,76.7,0,20.926651,2023-11
28.8,76.8,0,20.906761,2023-11
28.8,76.9,0,20.905497,2023-11
28.8,77.0,0,20.924942,2023-11
28.8,77.1,0,20.942026,2023-11
28.8,77.2,0,20.888494,2023-11
28.8,77.3,0,20.783085,2023-11
28.8,77.4,0,20.664051,2023-11
28.8,77.5,0,20.62173,2023-11
28.7,76.7,0,20.954817,2023-11
28.7,76.8,0,20.98046,2023-11
28.7,76.9,0,21.008928,2023-11
28.7,77.0,0,21.005896,2023-11
28.7,77.1,0,21.051132,2023-11
28.7,77.2,0,21.029324,2023-11
28.7,77.3,0,20.86809,2023-11
28.7,77.4,0,20.761177,2023-11
28.7,77.5,0,20.679365,2023-11
28.6,76.7,0,21.059784,2023-11
28.6,76.8,0,21.112795,2023-11
28.6,76.9,0,21.185287,2023-11
28.6,77.0,0,21.125614,2023-11
28.6,77.1,0,21.047024,2023-11
28.6,77.2,0,21.007977,2023-11
28.6,77.3,0,20.904558,2023-11
28.6,77.4,0,20.840334,2023-11
28.6,77.5,0,20.760801,2023-11
28.5,76.7,0,21.183413,2023-11
28.5,76.8,0,21.26158,2023-11
28.5,76.9,0,21.305958,2023-11
28.5,77.0,0,21.177057,2023-11
28.5,77.1,0,20.99478,2023-11
28.5,77.2,0,20.906569,2023-11
28.5,77.3,0,20.923517,2023-11
28.5,77.4,0,20.940691,2023-11
28.5,77.5,0,20.859308,2023-11
28.4,76.7,0,21.212465,2023-11
28.4,76.8,0,21.245333,2023-11
28.4,76.9,0,21.230568,2023-11
28.4,77.0,0,21.12291,2023-11
28.4,77.1,0,21.00126,2023-11
28.4,77.2,0,20.956438,2023-11
28.4,77.3,0,20.985426,2023-11
28.4,77.4,0,20.990242,2023-11
28.4,77.5,0,20.920547,2023-11
28.3,76.7,0,21.199959,2023-11
28.3,76.8,0,21.210009,2023-11
28.3,76.9,0,21.154488,2023-11
28.3,77.0,0,21.130741,2023-11
28.3,77.1,0,21.150658,2023-11
28.3,77.2,0,21.142609,2023-11
28.3,77.3,0,21.104744,2023-11
28.3,77.4,0,21.049076,2023-11
28.3,77.5,0,20.97753,2023-11
29.0,76.7,0,15.231438,2023-12
29.0,76.8,0,15.213668,2023-12
29.0,76.9,0,15.218747,2023-12
29.0,77.0,0,15.227957,2023-12
29.0,77.1,0,15.27218,2023-12
29.0,77.2,0,15.363124,2023-12
29.0,77.3,0,15.332801,2023-12
29.0,77.4,0,15.318942,2023-12
29.0,77.5,0,15.3380165,2023-12
28.9,76.7,0,15.38668,2023-12
28.9,76.8,0,15.358987,2023-12
28.9,76.9,0,15.350733,2023-12
28.9,77.0,0,15.363274,2023-12
28.9,77.1,0,15.391644,2023-12
28.9,77.2,0,15.384986,2023-12
28.9,77.3,0,15.431124,2023-12
28.9,77.4,0,15.4239855,2023-12
28.9,77.5,0,15.42649,2023-12
28.8,76.7,0,15.5408945,2023-12
28.8,76.8,0,15.489468,2023-12
28.8,76.9,0,15.475969,2023-12
28.8,77.0,0,15.494093,2023-12
28.8,77.1,0,15.511603,2023-12
28.8,77.2,0,15.491195,2023-12
28.8,77.3,0,15.476269,2023-12
28.8,77.4,0,15.451608,2023-12
28.8,77.5,0,15.505639,2023-12
28.7,76.7,0,15.610063,2023-12
28.7,76.8,0,15.611226,2023-12
28.7,76.9,0,15.631261,2023-12
28.7,77.0,0,15.635233,2023-12
28.7,77.1,0,15.66778,2023-12
28.7,77.2,0,15.671679,2023-12
28.7,77.3,0,15.616503,2023-12
28.7,77.4,0,15.5884,2023-12
28.7,77.5,0,15.570354,2023-12
28.6,76.7,0,15.735296,2023-12
28.6,76.8,0,15.779111,2023-12
28.6,76.9,0,15.837239,2023-12
28.6,77.0,0,15.815999,2023-12
28.6,77.1,0,15.766578,2023-12
28.6,77.2,0,15.786988,2023-12
28.6,77.3,0,15.740074,2023-12
28.6,77.4,0,15.698749,2023-12
28.6,77.5,0,15.67596,2023-12
28.5,76.7,0,15.886698,2023-12
28.5,76.8,0,15.952571,2023-12
28.5,76.9,0,15.997999,2023-12
28.5,77.0,0,15.936019,2023-12
28.5,77.1,0,15.825429,2023-12
28.5,77.2,0,15.788212,2023-12
28.5,77.3,0,15.82415,2023-12
28.5,77.4,0,15.834522,2023-12
28.5,77.5,0,15.79435,2023-12
28.4,76.7,0,15.96832,2023-12
28.4,76.8,0,16.007208,2023-12
28.4,76.9,0,16.021406,2023-12
28.4,77.0,0,15.979529,2023-12
28.4,77.1,0,15.91595,2023-12
28.4,77.2,0,15.896595,2023-12
28.4,77.3,0,15.914149,2023-12
28.4,77.4,0,15.912807,2023-12
28.4,77.5,0,15.881455,2023-12
28.3,76.7,0,16.009878,2023-12
28.3,76.8,0,16.062086,2023-12
28.3,76.9,0,16.066414,2023-12
28.3,77.0,0,16.068897,2023-12
28.3,77.1,0,16.089405,2023-12
28.3,77.2,0,16.090937,2023-12
28.3,77.3,0,16.062582,2023-12
28.3,77.4,0,16.015633,2023-12
28.3,77.5,0,15.963933,2023-12
