latitude,longitude,number,tp_mm,month,dataValue,wellDepth
28.8,77.2,0,0.0,2023-05,-9.9,
28.7,77.0,0,0.0,2023-05,-5.21,
28.7,77.1,0,0.0,2023-05,-3.69,
28.7,77.1,0,0.0,2023-05,-13.63,
28.7,77.1,0,0.0,2023-05,-5.6,
28.7,77.1,0,0.0,2023-05,-5.92,
28.7,77.2,0,0.0,2023-05,-2.36,
28.7,77.2,0,0.0,2023-05,-5.31,
28.5,76.9,0,0.0,2023-05,-10.63,
28.5,77.0,0,0.0,2023-05,-9.36,
28.5,77.0,0,0.0,2023-05,-18.15,
28.5,77.0,0,0.0,2023-05,-14.53,
28.5,77.2,0,0.0,2023-05,-38.37,
28.5,77.2,0,0.0,2023-05,-23.29,
28.5,77.3,0,0.0,2023-05,-9.78,
28.4,77.1,0,0.0,2023-05,-67.09,
28.4,77.2,0,0.0,2023-05,-47.08,
28.8,76.9,0,0.0,2023-06,-4.6,
28.8,77.0,0,0.0,2023-06,-2.94,
28.8,77.0,0,0.0,2023-06,-7.58,
28.8,77.0,0,0.0,2023-06,-20.12,
28.8,77.1,0,0.0,2023-06,-9.04,
28.8,77.1,0,0.0,2023-06,-7.83,
28.8,77.1,0,0.0,2023-06,-21.65,
28.8,77.2,0,0.0,2023-06,-10.47,
28.7,77.0,0,0.0,2023-06,-5.34,
28.7,77.1,0,0.0,2023-06,-3.95,
28.7,77.1,0,0.0,2023-06,-13.49,
28.7,77.1,0,0.0,2023-06,-5.74,
28.7,77.1,0,0.0,2023-06,-5.97,
28.7,77.2,0,0.0,2023-06,39.8,44.0
28.7,77.2,0,0.0,2023-06,-7.51,
28.7,77.2,0,0.0,2023-06,-5.0,
28.5,76.9,0,0.0,2023-06,-10.61,
28.5,77.0,0,0.0,2023-06,-9.4,
28.5,77.0,0,0.0,2023-06,-19.04,
28.5,77.0,0,0.0,2023-06,-14.41,
28.5,77.2,0,0.0,2023-06,-38.16,
28.5,77.2,0,0.0,2023-06,-23.03,
28.5,77.3,0,0.0,2023-06,-9.85,
28.4,77.1,0,0.0,2023-06,-67.22,
28.4,77.2,0,0.0,2023-06,-47.61,
28.8,76.9,0,0.0,2023-07,-3.74,
28.8,77.0,0,0.0,2023-07,-1.45,
28.8,77.0,0,0.0,2023-07,-6.96,
28.8,77.0,0,0.0,2023-07,-20.44,
28.8,77.1,0,0.0,2023-07,-9.16,
28.8,77.1,0,0.0,2023-07,-17.96,
28.8,77.1,0,0.0,2023-07,-22.29,
28.8,77.2,0,0.0,2023-07,-7.87,
28.7,77.0,0,0.0,2023-07,-5.21,
28.7,77.1,0,0.0,2023-07,-3.04,
28.7,77.1,0,0.0,2023-07,-12.82,
28.7,77.1,0,0.0,2023-07,-5.29,
28.7,77.1,0,0.0,2023-07,-5.74,
28.7,77.2,0,0.0,2023-07,45.1,44.0
28.7,77.2,0,0.0,2023-07,-0.45,
28.7,77.2,0,0.0,2023-07,-5.12,
28.5,76.9,0,0.0,2023-07,-10.41,
28.5,77.0,0,0.0,2023-07,-8.79,
28.5,77.0,0,0.0,2023-07,-18.94,
28.5,77.0,0,0.0,2023-07,-14.19,
28.5,77.2,0,0.0,2023-07,-38.05,
28.5,77.2,0,0.0,2023-07,-22.93,
28.5,77.3,0,0.0,2023-07,-9.27,
28.4,77.1,0,0.0,2023-07,-67.23,
28.4,77.2,0,0.0,2023-07,-43.52,
28.8,76.9,0,0.0,2023-08,-3.37,
28.8,77.0,0,0.0,2023-08,-1.13,
28.8,77.0,0,0.0,2023-08,-6.79,
28.8,77.0,0,0.0,2023-08,-20.39,
28.8,77.1,0,0.0,2023-08,-9.11,
28.8,77.1,0,0.0,2023-08,-6.87,
28.8,77.1,0,0.0,2023-08,26.06,35.0
28.8,77.1,0,0.0,2023-08,-22.57,
28.8,77.2,0,0.0,2023-08,-7.21,
28.7,77.0,0,0.0,2023-08,-4.95,
28.7,77.1,0,0.0,2023-08,-3.34,
28.7,77.1,0,0.0,2023-08,25.41,56.0
28.7,77.1,0,0.0,2023-08,-12.7,
28.7,77.1,0,0.0,2023-08,-5.13,
28.7,77.1,0,0.0,2023-08,-5.48,
28.7,77.2,0,0.0,2023-08,51.35,44.0
28.7,77.2,0,0.0,2023-08,-0.61,
28.7,77.2,0,0.0,2023-08,-2.9,
28.5,76.9,0,0.0,2023-08,-10.22,
28.5,77.0,0,0.0,2023-08,-8.34,
28.5,77.0,0,0.0,2023-08,-18.01,
28.5,77.0,0,0.0,2023-08,-13.92,
28.5,77.2,0,0.0,2023-08,-37.78,
28.5,77.2,0,0.0,2023-08,-22.68,
28.5,77.3,0,0.0,2023-08,-8.46,
28.4,77.1,0,0.0,2023-08,-67.29,
28.4,77.2,0,0.0,2023-08,-34.71,
28.8,76.9,0,0.0,2023-09,-3.71,
28.8,77.0,0,0.0,2023-09,-1.57,
28.8,77.0,0,0.0,2023-09,9.76,85.0
28.8,77.0,0,0.0,2023-09,-7.1,
28.8,77.0,0,0.0,2023-09,-20.29,
28.8,77.1,0,0.0,2023-09,-8.8,
28.8,77.1,0,0.0,2023-09,-9.16,
28.8,77.1,0,0.0,2023-09,13.51,40.0
28.8,77.1,0,0.0,2023-09,18.28,15.55
28.8,77.1,0,0.0,2023-09,-22.55,
28.8,77.2,0,0.0,2023-09,9.35,178.0
28.8,77.2,0,0.0,2023-09,9.29,38.0
28.8,77.2,0,0.0,2023-09,10.29,64.0
28.8,77.2,0,0.0,2023-09,-8.69,
28.7,76.9,0,0.0,2023-09,4.39,32.0
28.7,77.0,0,0.0,2023-09,4.23,64.0
28.7,77.0,0,0.0,2023-09,6.47,35.0
28.7,77.0,0,0.0,2023-09,-4.97,
28.7,77.0,0,0.0,2023-09,4.1,83.0
28.7,77.0,0,0.0,2023-09,7.5,64.0
28.7,77.1,0,0.0,2023-09,7.7,42.0
28.7,77.1,0,0.0,2023-09,5.17,47.0
28.7,77.1,0,0.0,2023-09,-3.91,
28.7,77.1,0,0.0,2023-09,7.01,77.0
28.7,77.1,0,0.0,2023-09,10.6,56.0
28.7,77.1,0,0.0,2023-09,-13.02,
28.7,77.1,0,0.0,2023-09,-5.3,
28.7,77.1,0,0.0,2023-09,8.41,69.0
28.7,77.1,0,0.0,2023-09,-5.38,
28.7,77.1,0,0.0,2023-09,11.24,50.0
28.7,77.2,0,0.0,2023-09,7.61,44.0
28.7,77.2,0,0.0,2023-09,34.79,46.0
28.7,77.2,0,0.0,2023-09,-1.28,
28.7,77.2,0,0.0,2023-09,-3.73,
28.5,76.9,0,0.0,2023-09,9.49,50.0
28.5,76.9,0,0.0,2023-09,6.75,40.0
28.5,76.9,0,0.0,2023-09,1.19,38.0
28.5,76.9,0,0.0,2023-09,-10.03,
28.5,76.9,0,0.0,2023-09,11.84,58.0
28.5,77.0,0,0.0,2023-09,-8.43,
28.5,77.0,0,0.0,2023-09,-18.14,
28.5,77.0,0,0.0,2023-09,-13.72,
28.5,77.2,0,0.0,2023-09,-37.75,
28.5,77.2,0,0.0,2023-09,-22.39,
28.5,77.3,0,0.0,2023-09,-8.45,
28.4,77.1,0,0.0,2023-09,-67.4,
28.4,77.2,0,0.0,2023-09,-36.3,
28.8,76.9,0,0.0,2023-10,-4.01,
28.8,77.0,0,0.0,2023-10,-2.03,
28.8,77.0,0,0.0,2023-10,9.99,85.0
28.8,77.0,0,0.0,2023-10,-7.05,
28.8,77.0,0,0.0,2023-10,0.0,45.0
28.8,77.0,0,0.0,2023-10,-19.85,
28.8,77.1,0,0.0,2023-10,-8.48,
28.8,77.1,0,0.0,2023-10,-12.21,
28.8,77.1,0,0.0,2023-10,10.42,40.0
28.8,77.1,0,0.0,2023-10,18.2,15.55
28.8,77.1,0,0.0,2023-10,0.0,45.0
28.8,77.1,0,0.0,2023-10,-22.36,
28.8,77.2,0,0.0,2023-10,5.63,178.0
28.8,77.2,0,0.0,2023-10,5.56,38.0
28.8,77.2,0,0.0,2023-10,9.23,64.0
28.8,77.2,0,0.0,2023-10,-10.08,
28.7,76.9,0,0.0,2023-10,4.29,32.0
28.7,77.0,0,0.0,2023-10,1.1,64.0
28.7,77.0,0,0.0,2023-10,2.86,35.0
28.7,77.0,0,0.0,2023-10,-5.05,
28.7,77.0,0,0.0,2023-10,4.37,83.0
28.7,77.0,0,0.0,2023-10,7.57,64.0
28.7,77.1,0,0.0,2023-10,5.43,42.0
28.7,77.1,0,0.0,2023-10,2.34,47.0
28.7,77.1,0,0.0,2023-10,-4.47,
28.7,77.1,0,0.0,2023-10,3.2,77.0
28.7,77.1,0,0.0,2023-10,2.63,56.0
28.7,77.1,0,0.0,2023-10,-13.86,
28.7,77.1,0,0.0,2023-10,-5.52,
28.7,77.1,0,0.0,2023-10,8.26,69.0
28.7,77.1,0,0.0,2023-10,-5.38,
28.7,77.1,0,0.0,2023-10,11.49,50.0
28.7,77.2,0,0.0,2023-10,7.7,44.0
28.7,77.2,0,0.0,2023-10,3.49,46.0
28.7,77.2,0,0.0,2023-10,-1.65,
28.7,77.2,0,0.0,2023-10,-3.99,
28.5,76.9,0,0.0,2023-10,6.85,50.0
28.5,76.9,0,0.0,2023-10,6.68,40.0
28.5,76.9,0,0.0,2023-10,1.44,38.0
28.5,76.9,0,0.0,2023-10,-9.94,
28.5,76.9,0,0.0,2023-10,9.27,58.0
28.5,77.0,0,0.0,2023-10,-8.75,
28.5,77.0,0,0.0,2023-10,-18.8,
28.5,77.0,0,0.0,2023-10,-13.61,
28.5,77.2,0,0.0,2023-10,-37.56,
28.5,77.2,0,0.0,2023-10,-22.11,
28.5,77.3,0,0.0,2023-10,-8.61,
28.4,77.1,0,0.0,2023-10,-67.5,
28.4,77.2,0,0.0,2023-10,-38.1,
28.8,76.9,0,0.0,2023-11,-4.2,
28.8,77.0,0,0.0,2023-11,-2.16,
28.8,77.0,0,0.0,2023-11,10.01,85.0
28.8,77.0,0,0.0,2023-11,-7.17,
28.8,77.0,0,0.0,2023-11,0.0,45.0
28.8,77.0,0,0.0,2023-11,-19.51,
28.8,77.1,0,0.0,2023-11,-8.47,
28.8,77.1,0,0.0,2023-11,-6.36,
28.8,77.1,0,0.0,2023-11,10.13,40.0
28.8,77.1,0,0.0,2023-11,17.67,15.55
28.8,77.1,0,0.0,2023-11,0.0,45.0
28.8,77.1,0,0.0,2023-11,-21.83,
28.8,77.2,0,0.0,2023-11,5.76,178.0
28.8,77.2,0,0.0,2023-11,5.55,38.0
28.8,77.2,0,0.0,2023-11,9.28,64.0
28.8,77.2,0,0.0,2023-11,-9.78,
28.7,76.9,0,0.0,2023-11,4.47,32.0
28.7,77.0,0,0.0,2023-11,0.97,64.0
28.7,77.0,0,0.0,2023-11,3.33,35.0
28.7,77.0,0,0.0,2023-11,-5.21,
28.7,77.0,0,0.0,2023-11,4.66,83.0
28.7,77.0,0,0.0,2023-11,6.99,64.0
28.7,77.1,0,0.0,2023-11,5.47,42.0
28.7,77.1,0,0.0,2023-11,2.41,47.0
28.7,77.1,0,0.0,2023-11,-4.06,
28.7,77.1,0,0.0,2023-11,3.24,77.0
28.7,77.1,0,0.0,2023-11,2.61,56.0
28.7,77.1,0,0.0,2023-11,-14.45,
28.7,77.1,0,0.0,2023-11,-5.69,
28.7,77.1,0,0.0,2023-11,8.29,69.0
28.7,77.1,0,0.0,2023-11,-5.64,
28.7,77.1,0,0.0,2023-11,11.09,50.0
28.7,77.2,0,0.0,2023-11,8.05,44.0
28.7,77.2,0,0.0,2023-11,3.35,46.0
28.7,77.2,0,0.0,2023-11,-5.64,
28.7,77.2,0,0.0,2023-11,-3.81,
28.5,76.9,0,0.0,2023-11,6.79,50.0
28.5,76.9,0,0.0,2023-11,6.6,40.0
28.5,76.9,0,0.0,2023-11,1.74,38.0
28.5,76.9,0,0.0,2023-11,-9.92,
28.5,76.9,0,0.0,2023-11,9.49,58.0
28.5,77.0,0,0.0,2023-11,-8.8,
28.5,77.0,0,0.0,2023-11,-19.28,
28.5,77.0,0,0.0,2023-11,-13.49,
28.5,77.2,0,0.0,2023-11,-37.23,
28.5,77.2,0,0.0,2023-11,-21.7,
28.5,77.3,0,0.0,2023-11,-8.85,
28.4,77.1,0,0.0,2023-11,-67.54,
28.4,77.2,0,0.0,2023-11,-40.29,
28.8,76.9,0,0.0,2023-12,-4.27,
28.8,77.0,0,0.0,2023-12,-2.55,
28.8,77.0,0,0.0,2023-12,10.39,85.0
28.8,77.0,0,0.0,2023-12,-7.2,
28.8,77.0,0,0.0,2023-12,0.0,45.0
28.8,77.0,0,0.0,2023-12,-19.56,
28.8,77.1,0,0.0,2023-12,-8.56,
28.8,77.1,0,0.0,2023-12,-6.51,
28.8,77.1,0,0.0,2023-12,9.95,40.0
28.8,77.1,0,0.0,2023-12,0.0,45.0
28.8,77.1,0,0.0,2023-12,-21.67,
28.8,77.2,0,0.0,2023-12,5.93,178.0
28.8,77.2,0,0.0,2023-12,5.69,38.0
28.8,77.2,0,0.0,2023-12,-8.09,
28.7,76.9,0,0.0,2023-12,4.57,32.0
28.7,77.0,0,0.0,2023-12,0.76,64.0
28.7,77.0,0,0.0,2023-12,3.66,35.0
28.7,77.0,0,0.0,2023-12,-5.31,
28.7,77.0,0,0.0,2023-12,4.83,83.0
28.7,77.0,0,0.0,2023-12,7.21,64.0
28.7,77.1,0,0.0,2023-12,5.34,42.0
28.7,77.1,0,0.0,2023-12,2.28,47.0
28.7,77.1,0,0.0,2023-12,-3.6,
28.7,77.1,0,0.0,2023-12,2.74,56.0
28.7,77.1,0,0.0,2023-12,-14.81,
28.7,77.1,0,0.0,2023-12,-5.68,
28.7,77.1,0,0.0,2023-12,8.3,69.0
28.7,77.1,0,0.0,2023-12,-5.8,
28.7,77.1,0,0.0,2023-12,11.01,50.0
28.7,77.2,0,0.0,2023-12,8.35,44.0
28.7,77.2,0,0.0,2023-12,3.44,46.0
28.7,77.2,0,0.0,2023-12,-9.31,
28.7,77.2,0,0.0,2023-12,-3.81,
28.5,76.9,0,0.0,2023-12,6.9,50.0
28.5,76.9,0,0.0,2023-12,6.7,40.0
28.5,76.9,0,0.0,2023-12,2.16,38.0
28.5,76.9,0,0.0,2023-12,-9.93,
28.5,76.9,0,0.0,2023-12,9.56,58.0
28.5,77.0,0,0.0,2023-12,-8.57,
28.5,77.0,0,0.0,2023-12,-19.59,
28.5,77.0,0,0.0,2023-12,-13.38,
28.5,77.2,0,0.0,2023-12,-36.97,
28.5,77.2,0,0.0,2023-12,-21.52,
28.5,77.3,0,0.0,2023-12,-8.91,
28.4,77.1,0,0.0,2023-12,-67.5,
28.4,77.2,0,0.0,2023-12,-41.56,
