Unnamed: 0.1,Unnamed: 0_x,latitude,longitude,tp_mm,month,dataValue,tmean_C,d2m_C,evap_mm,pressure_hPa,Unnamed: 0_y,wellDepth
454,454,28.5,76.9,0.0,2023-09,6.75,29.139263,22.83,-2.3055246,980.54004,128,50.0
454,454,28.5,76.9,0.0,2023-09,6.75,29.139263,22.83,-2.3055246,980.54004,141,40.0
454,454,28.5,76.9,0.0,2023-09,6.75,29.139263,22.83,-2.3055246,980.54004,166,38.0
454,454,28.5,76.9,0.0,2023-09,6.75,29.139263,22.83,-2.3055246,980.54004,216,38.59
454,454,28.5,76.9,0.0,2023-09,6.75,29.139263,22.83,-2.3055246,980.54004,282,58.0
455,455,28.5,76.9,0.0,2023-09,1.19,29.139263,22.83,-2.3055246,980.54004,128,50.0
455,455,28.5,76.9,0.0,2023-09,1.19,29.139263,22.83,-2.3055246,980.54004,141,40.0
455,455,28.5,76.9,0.0,2023-09,1.19,29.139263,22.83,-2.3055246,980.54004,166,38.0
455,455,28.5,76.9,0.0,2023-09,1.19,29.139263,22.83,-2.3055246,980.54004,216,38.59
455,455,28.5,76.9,0.0,2023-09,1.19,29.139263,22.83,-2.3055246,980.54004,282,58.0
456,456,28.5,76.9,0.0,2023-09,-10.03,29.139263,22.83,-2.3055246,980.54004,128,50.0
456,456,28.5,76.9,0.0,2023-09,-10.03,29.139263,22.83,-2.3055246,980.54004,141,40.0
456,456,28.5,76.9,0.0,2023-09,-10.03,29.139263,22.83,-2.3055246,980.54004,166,38.0
456,456,28.5,76.9,0.0,2023-09,-10.03,29.139263,22.83,-2.3055246,980.54004,216,38.59
456,456,28.5,76.9,0.0,2023-09,-10.03,29.139263,22.83,-2.3055246,980.54004,282,58.0
457,457,28.5,76.9,0.0,2023-09,11.84,29.139263,22.83,-2.3055246,980.54004,128,50.0
457,457,28.5,76.9,0.0,2023-09,11.84,29.139263,22.83,-2.3055246,980.54004,141,40.0
457,457,28.5,76.9,0.0,2023-09,11.84,29.139263,22.83,-2.3055246,980.54004,166,38.0
457,457,28.5,76.9,0.0,2023-09,11.84,29.139263,22.83,-2.3055246,980.54004,216,38.59
457,457,28.5,76.9,0.0,2023-09,11.84,29.139263,22.83,-2.3055246,980.54004,282,58.0
458,458,28.5,77.0,0.0,2023-09,-8.43,28.908651,23.01,-2.3966773,979.3429,246,38.31
458,458,28.5,77.0,0.0,2023-09,-8.43,28.908651,23.01,-2.3966773,979.3429,269,39.46
458,458,28.5,77.0,0.0,2023-09,-8.43,28.908651,23.01,-2.3966773,979.3429,311,40.88
458,458,28.5,77.0,0.0,2023-09,-8.43,28.908651,23.01,-2.3966773,979.3429,371,41.54
459,459,28.5,77.0,0.0,2023-09,-18.14,28.908651,23.01,-2.3966773,979.3429,246,38.31
459,459,28.5,77.0,0.0,2023-09,-18.14,28.908651,23.01,-2.3966773,979.3429,269,39.46
459,459,28.5,77.0,0.0,2023-09,-18.14,28.908651,23.01,-2.3966773,979.3429,311,40.88
459,459,28.5,77.0,0.0,2023-09,-18.14,28.908651,23.01,-2.3966773,979.3429,371,41.54
460,460,28.5,77.0,0.0,2023-09,-13.72,28.908651,23.01,-2.3966773,979.3429,246,38.31
460,460,28.5,77.0,0.0,2023-09,-13.72,28.908651,23.01,-2.3966773,979.3429,269,39.46
460,460,28.5,77.0,0.0,2023-09,-13.72,28.908651,23.01,-2.3966773,979.3429,311,40.88
460,460,28.5,77.0,0.0,2023-09,-13.72,28.908651,23.01,-2.3966773,979.3429,371,41.54
461,461,28.5,77.2,0.0,2023-09,-37.75,28.61795,23.34,-2.7215915,979.3365,149,34.74
461,461,28.5,77.2,0.0,2023-09,-37.75,28.61795,23.34,-2.7215915,979.3365,255,36.61
462,462,28.5,77.2,0.0,2023-09,-22.39,28.61795,23.34,-2.7215915,979.3365,149,34.74
462,462,28.5,77.2,0.0,2023-09,-22.39,28.61795,23.34,-2.7215915,979.3365,255,36.61
463,463,28.5,77.3,0.0,2023-09,-8.45,28.541487,23.54,-2.6355734,980.6858,329,38.8
464,464,28.4,77.1,0.0,2023-09,-67.4,28.590166,22.97,-2.562945,976.2737,64,31.45
465,465,28.4,77.2,0.0,2023-09,-36.3,28.580053,23.24,-2.6575155,978.4526,32,27.53
466,466,28.8,76.9,0.0,2023-10,-4.01,25.611916,15.27,-1.3665059,986.6663,1107,58.97
466,466,28.8,76.9,0.0,2023-10,-4.01,25.611916,15.27,-1.3665059,986.6663,1164,59.67
467,467,28.8,77.0,0.0,2023-10,-2.03,25.613707,15.43,-1.3212881,986.98724,1180,85.0
467,467,28.8,77.0,0.0,2023-10,-2.03,25.613707,15.43,-1.3212881,986.98724,1206,60.45
467,467,28.8,77.0,0.0,2023-10,-2.03,25.613707,15.43,-1.3212881,986.98724,1212,45.0
467,467,28.8,77.0,0.0,2023-10,-2.03,25.613707,15.43,-1.3212881,986.98724,1241,61.18
468,468,28.8,77.0,0.0,2023-10,9.99,25.613707,15.43,-1.3212881,986.98724,1180,85.0
468,468,28.8,77.0,0.0,2023-10,9.99,25.613707,15.43,-1.3212881,986.98724,1206,60.45
468,468,28.8,77.0,0.0,2023-10,9.99,25.613707,15.43,-1.3212881,986.98724,1212,45.0
468,468,28.8,77.0,0.0,2023-10,9.99,25.613707,15.43,-1.3212881,986.98724,1241,61.18
469,469,28.8,77.0,0.0,2023-10,-7.05,25.613707,15.43,-1.3212881,986.98724,1180,85.0
469,469,28.8,77.0,0.0,2023-10,-7.05,25.613707,15.43,-1.3212881,986.98724,1206,60.45
469,469,28.8,77.0,0.0,2023-10,-7.05,25.613707,15.43,-1.3212881,986.98724,1212,45.0
469,469,28.8,77.0,0.0,2023-10,-7.05,25.613707,15.43,-1.3212881,986.98724,1241,61.18
470,470,28.8,77.0,0.0,2023-10,0.0,25.613707,15.43,-1.3212881,986.98724,1180,85.0
470,470,28.8,77.0,0.0,2023-10,0.0,25.613707,15.43,-1.3212881,986.98724,1206,60.45
470,470,28.8,77.0,0.0,2023-10,0.0,25.613707,15.43,-1.3212881,986.98724,1212,45.0
470,470,28.8,77.0,0.0,2023-10,0.0,25.613707,15.43,-1.3212881,986.98724,1241,61.18
471,471,28.8,77.0,0.0,2023-10,-19.85,25.613707,15.43,-1.3212881,986.98724,1180,85.0
471,471,28.8,77.0,0.0,2023-10,-19.85,25.613707,15.43,-1.3212881,986.98724,1206,60.45
471,471,28.8,77.0,0.0,2023-10,-19.85,25.613707,15.43,-1.3212881,986.98724,1212,45.0
471,471,28.8,77.0,0.0,2023-10,-19.85,25.613707,15.43,-1.3212881,986.98724,1241,61.18
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1099,56.5
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1119,178.0
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1132,38.0
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1146,37.6
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1210,15.55
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1222,45.0
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1251,60.78
472,472,28.8,77.1,0.0,2023-10,-8.48,25.514074,15.62,-1.4115373,986.8859,1270,60.71
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1099,56.5
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1119,178.0
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1132,38.0
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1146,37.6
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1210,15.55
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1222,45.0
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1251,60.78
473,473,28.8,77.1,0.0,2023-10,-12.21,25.514074,15.62,-1.4115373,986.8859,1270,60.71
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1099,56.5
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1119,178.0
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1132,38.0
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1146,37.6
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1210,15.55
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1222,45.0
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1251,60.78
474,474,28.8,77.1,0.0,2023-10,10.42,25.514074,15.62,-1.4115373,986.8859,1270,60.71
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1099,56.5
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1119,178.0
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1132,38.0
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1146,37.6
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1210,15.55
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1222,45.0
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1251,60.78
475,475,28.8,77.1,0.0,2023-10,18.2,25.514074,15.62,-1.4115373,986.8859,1270,60.71
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1099,56.5
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1119,178.0
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1132,38.0
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1146,37.6
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1210,15.55
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1222,45.0
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1251,60.78
476,476,28.8,77.1,0.0,2023-10,0.0,25.514074,15.62,-1.4115373,986.8859,1270,60.71
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1099,56.5
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1119,178.0
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1132,38.0
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1146,37.6
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1210,15.55
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1222,45.0
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1251,60.78
477,477,28.8,77.1,0.0,2023-10,-22.36,25.514074,15.62,-1.4115373,986.8859,1270,60.71
478,478,28.8,77.2,0.0,2023-10,5.63,25.334904,15.84,-1.5444628,986.6061,1177,64.0
479,479,28.8,77.2,0.0,2023-10,5.56,25.334904,15.84,-1.5444628,986.6061,1177,64.0
480,480,28.8,77.2,0.0,2023-10,9.23,25.334904,15.84,-1.5444628,986.6061,1177,64.0
481,481,28.8,77.2,0.0,2023-10,-10.08,25.334904,15.84,-1.5444628,986.6061,1177,64.0
482,482,28.5,76.9,0.0,2023-10,6.85,25.855259,15.02,-1.4531775,987.51825,129,50.0
482,482,28.5,76.9,0.0,2023-10,6.85,25.855259,15.02,-1.4531775,987.51825,142,40.0
482,482,28.5,76.9,0.0,2023-10,6.85,25.855259,15.02,-1.4531775,987.51825,167,38.0
482,482,28.5,76.9,0.0,2023-10,6.85,25.855259,15.02,-1.4531775,987.51825,217,39.37
482,482,28.5,76.9,0.0,2023-10,6.85,25.855259,15.02,-1.4531775,987.51825,283,58.0
483,483,28.5,76.9,0.0,2023-10,6.68,25.855259,15.02,-1.4531775,987.51825,129,50.0
483,483,28.5,76.9,0.0,2023-10,6.68,25.855259,15.02,-1.4531775,987.51825,142,40.0
483,483,28.5,76.9,0.0,2023-10,6.68,25.855259,15.02,-1.4531775,987.51825,167,38.0
483,483,28.5,76.9,0.0,2023-10,6.68,25.855259,15.02,-1.4531775,987.51825,217,39.37
483,483,28.5,76.9,0.0,2023-10,6.68,25.855259,15.02,-1.4531775,987.51825,283,58.0
484,484,28.5,76.9,0.0,2023-10,1.44,25.855259,15.02,-1.4531775,987.51825,129,50.0
484,484,28.5,76.9,0.0,2023-10,1.44,25.855259,15.02,-1.4531775,987.51825,142,40.0
484,484,28.5,76.9,0.0,2023-10,1.44,25.855259,15.02,-1.4531775,987.51825,167,38.0
484,484,28.5,76.9,0.0,2023-10,1.44,25.855259,15.02,-1.4531775,987.51825,217,39.37
484,484,28.5,76.9,0.0,2023-10,1.44,25.855259,15.02,-1.4531775,987.51825,283,58.0
485,485,28.5,76.9,0.0,2023-10,-9.94,25.855259,15.02,-1.4531775,987.51825,129,50.0
485,485,28.5,76.9,0.0,2023-10,-9.94,25.855259,15.02,-1.4531775,987.51825,142,40.0
485,485,28.5,76.9,0.0,2023-10,-9.94,25.855259,15.02,-1.4531775,987.51825,167,38.0
485,485,28.5,76.9,0.0,2023-10,-9.94,25.855259,15.02,-1.4531775,987.51825,217,39.37
485,485,28.5,76.9,0.0,2023-10,-9.94,25.855259,15.02,-1.4531775,987.51825,283,58.0
486,486,28.5,76.9,0.0,2023-10,9.27,25.855259,15.02,-1.4531775,987.51825,129,50.0
486,486,28.5,76.9,0.0,2023-10,9.27,25.855259,15.02,-1.4531775,987.51825,142,40.0
486,486,28.5,76.9,0.0,2023-10,9.27,25.855259,15.02,-1.4531775,987.51825,167,38.0
486,486,28.5,76.9,0.0,2023-10,9.27,25.855259,15.02,-1.4531775,987.51825,217,39.37
486,486,28.5,76.9,0.0,2023-10,9.27,25.855259,15.02,-1.4531775,987.51825,283,58.0
487,487,28.5,77.0,0.0,2023-10,-8.75,25.711428,15.2,-1.41874,986.2735,247,39.34
487,487,28.5,77.0,0.0,2023-10,-8.75,25.711428,15.2,-1.41874,986.2735,270,40.22
487,487,28.5,77.0,0.0,2023-10,-8.75,25.711428,15.2,-1.41874,986.2735,312,41.62
487,487,28.5,77.0,0.0,2023-10,-8.75,25.711428,15.2,-1.41874,986.2735,372,42.31
488,488,28.5,77.0,0.0,2023-10,-18.8,25.711428,15.2,-1.41874,986.2735,247,39.34
488,488,28.5,77.0,0.0,2023-10,-18.8,25.711428,15.2,-1.41874,986.2735,270,40.22
488,488,28.5,77.0,0.0,2023-10,-18.8,25.711428,15.2,-1.41874,986.2735,312,41.62
488,488,28.5,77.0,0.0,2023-10,-18.8,25.711428,15.2,-1.41874,986.2735,372,42.31
489,489,28.5,77.0,0.0,2023-10,-13.61,25.711428,15.2,-1.41874,986.2735,247,39.34
489,489,28.5,77.0,0.0,2023-10,-13.61,25.711428,15.2,-1.41874,986.2735,270,40.22
489,489,28.5,77.0,0.0,2023-10,-13.61,25.711428,15.2,-1.41874,986.2735,312,41.62
489,489,28.5,77.0,0.0,2023-10,-13.61,25.711428,15.2,-1.41874,986.2735,372,42.31
490,490,28.5,77.2,0.0,2023-10,-37.56,25.396044,15.68,-1.8843849,986.2301,150,35.71
490,490,28.5,77.2,0.0,2023-10,-37.56,25.396044,15.68,-1.8843849,986.2301,256,37.36
491,491,28.5,77.2,0.0,2023-10,-22.11,25.396044,15.68,-1.8843849,986.2301,150,35.71
491,491,28.5,77.2,0.0,2023-10,-22.11,25.396044,15.68,-1.8843849,986.2301,256,37.36
492,492,28.5,77.3,0.0,2023-10,-8.61,25.271101,16.04,-1.8063693,987.5926,330,39.53
493,493,28.4,77.1,0.0,2023-10,-67.5,25.474932,15.1,-1.5716861,983.1306,65,32.46
494,494,28.4,77.2,0.0,2023-10,-38.1,25.402058,15.57,-1.801461,985.3407,33,28.43
495,495,28.8,76.9,0.0,2023-11,-4.2,20.924942,13.63,-0.40725157,990.77155,1108,59.89
495,495,28.8,76.9,0.0,2023-11,-4.2,20.924942,13.63,-0.40725157,990.77155,1165,60.63
496,496,28.8,77.0,0.0,2023-11,-2.16,20.942026,13.71,-0.40307868,991.1034,1181,85.0
496,496,28.8,77.0,0.0,2023-11,-2.16,20.942026,13.71,-0.40307868,991.1034,1207,61.5
496,496,28.8,77.0,0.0,2023-11,-2.16,20.942026,13.71,-0.40307868,991.1034,1213,45.0
496,496,28.8,77.0,0.0,2023-11,-2.16,20.942026,13.71,-0.40307868,991.1034,1242,62.19
497,497,28.8,77.0,0.0,2023-11,10.01,20.942026,13.71,-0.40307868,991.1034,1181,85.0
497,497,28.8,77.0,0.0,2023-11,10.01,20.942026,13.71,-0.40307868,991.1034,1207,61.5
497,497,28.8,77.0,0.0,2023-11,10.01,20.942026,13.71,-0.40307868,991.1034,1213,45.0
497,497,28.8,77.0,0.0,2023-11,10.01,20.942026,13.71,-0.40307868,991.1034,1242,62.19
498,498,28.8,77.0,0.0,2023-11,-7.17,20.942026,13.71,-0.40307868,991.1034,1181,85.0
498,498,28.8,77.0,0.0,2023-11,-7.17,20.942026,13.71,-0.40307868,991.1034,1207,61.5
498,498,28.8,77.0,0.0,2023-11,-7.17,20.942026,13.71,-0.40307868,991.1034,1213,45.0
498,498,28.8,77.0,0.0,2023-11,-7.17,20.942026,13.71,-0.40307868,991.1034,1242,62.19
499,499,28.8,77.0,0.0,2023-11,0.0,20.942026,13.71,-0.40307868,991.1034,1181,85.0
499,499,28.8,77.0,0.0,2023-11,0.0,20.942026,13.71,-0.40307868,991.1034,1207,61.5
499,499,28.8,77.0,0.0,2023-11,0.0,20.942026,13.71,-0.40307868,991.1034,1213,45.0
499,499,28.8,77.0,0.0,2023-11,0.0,20.942026,13.71,-0.40307868,991.1034,1242,62.19
500,500,28.8,77.0,0.0,2023-11,-19.51,20.942026,13.71,-0.40307868,991.1034,1181,85.0
500,500,28.8,77.0,0.0,2023-11,-19.51,20.942026,13.71,-0.40307868,991.1034,1207,61.5
500,500,28.8,77.0,0.0,2023-11,-19.51,20.942026,13.71,-0.40307868,991.1034,1213,45.0
500,500,28.8,77.0,0.0,2023-11,-19.51,20.942026,13.71,-0.40307868,991.1034,1242,62.19
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1100,57.55
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1120,178.0
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1133,38.0
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1147,37.56
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1211,15.55
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1223,45.0
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1252,61.79
501,501,28.8,77.1,0.0,2023-11,-8.47,20.888494,13.79,-0.4739747,991.0047,1271,61.59
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1100,57.55
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1120,178.0
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1133,38.0
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1147,37.56
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1211,15.55
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1223,45.0
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1252,61.79
502,502,28.8,77.1,0.0,2023-11,-6.36,20.888494,13.79,-0.4739747,991.0047,1271,61.59
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1100,57.55
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1120,178.0
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1133,38.0
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1147,37.56
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1211,15.55
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1223,45.0
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1252,61.79
503,503,28.8,77.1,0.0,2023-11,10.13,20.888494,13.79,-0.4739747,991.0047,1271,61.59
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1100,57.55
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1120,178.0
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1133,38.0
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1147,37.56
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1211,15.55
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1223,45.0
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1252,61.79
504,504,28.8,77.1,0.0,2023-11,17.67,20.888494,13.79,-0.4739747,991.0047,1271,61.59
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1100,57.55
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1120,178.0
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1133,38.0
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1147,37.56
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1211,15.55
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1223,45.0
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1252,61.79
505,505,28.8,77.1,0.0,2023-11,0.0,20.888494,13.79,-0.4739747,991.0047,1271,61.59
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1100,57.55
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1120,178.0
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1133,38.0
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1147,37.56
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1211,15.55
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1223,45.0
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1252,61.79
506,506,28.8,77.1,0.0,2023-11,-21.83,20.888494,13.79,-0.4739747,991.0047,1271,61.59
507,507,28.8,77.2,0.0,2023-11,5.76,20.783085,13.87,-0.52634025,990.7206,1178,64.0
508,508,28.8,77.2,0.0,2023-11,5.55,20.783085,13.87,-0.52634025,990.7206,1178,64.0
509,509,28.8,77.2,0.0,2023-11,9.28,20.783085,13.87,-0.52634025,990.7206,1178,64.0
510,510,28.8,77.2,0.0,2023-11,-9.78,20.783085,13.87,-0.52634025,990.7206,1178,64.0
511,511,28.5,76.9,0.0,2023-11,6.79,21.125614,13.5,-0.4962359,991.6096,130,50.0
511,511,28.5,76.9,0.0,2023-11,6.79,21.125614,13.5,-0.4962359,991.6096,143,40.0
511,511,28.5,76.9,0.0,2023-11,6.79,21.125614,13.5,-0.4962359,991.6096,168,38.0
511,511,28.5,76.9,0.0,2023-11,6.79,21.125614,13.5,-0.4962359,991.6096,218,40.39
511,511,28.5,76.9,0.0,2023-11,6.79,21.125614,13.5,-0.4962359,991.6096,284,58.0
512,512,28.5,76.9,0.0,2023-11,6.6,21.125614,13.5,-0.4962359,991.6096,130,50.0
512,512,28.5,76.9,0.0,2023-11,6.6,21.125614,13.5,-0.4962359,991.6096,143,40.0
512,512,28.5,76.9,0.0,2023-11,6.6,21.125614,13.5,-0.4962359,991.6096,168,38.0
512,512,28.5,76.9,0.0,2023-11,6.6,21.125614,13.5,-0.4962359,991.6096,218,40.39
512,512,28.5,76.9,0.0,2023-11,6.6,21.125614,13.5,-0.4962359,991.6096,284,58.0
513,513,28.5,76.9,0.0,2023-11,1.74,21.125614,13.5,-0.4962359,991.6096,130,50.0
513,513,28.5,76.9,0.0,2023-11,1.74,21.125614,13.5,-0.4962359,991.6096,143,40.0
513,513,28.5,76.9,0.0,2023-11,1.74,21.125614,13.5,-0.4962359,991.6096,168,38.0
513,513,28.5,76.9,0.0,2023-11,1.74,21.125614,13.5,-0.4962359,991.6096,218,40.39
513,513,28.5,76.9,0.0,2023-11,1.74,21.125614,13.5,-0.4962359,991.6096,284,58.0
514,514,28.5,76.9,0.0,2023-11,-9.92,21.125614,13.5,-0.4962359,991.6096,130,50.0
514,514,28.5,76.9,0.0,2023-11,-9.92,21.125614,13.5,-0.4962359,991.6096,143,40.0
514,514,28.5,76.9,0.0,2023-11,-9.92,21.125614,13.5,-0.4962359,991.6096,168,38.0
514,514,28.5,76.9,0.0,2023-11,-9.92,21.125614,13.5,-0.4962359,991.6096,218,40.39
514,514,28.5,76.9,0.0,2023-11,-9.92,21.125614,13.5,-0.4962359,991.6096,284,58.0
515,515,28.5,76.9,0.0,2023-11,9.49,21.125614,13.5,-0.4962359,991.6096,130,50.0
515,515,28.5,76.9,0.0,2023-11,9.49,21.125614,13.5,-0.4962359,991.6096,143,40.0
515,515,28.5,76.9,0.0,2023-11,9.49,21.125614,13.5,-0.4962359,991.6096,168,38.0
515,515,28.5,76.9,0.0,2023-11,9.49,21.125614,13.5,-0.4962359,991.6096,218,40.39
515,515,28.5,76.9,0.0,2023-11,9.49,21.125614,13.5,-0.4962359,991.6096,284,58.0
516,516,28.5,77.0,0.0,2023-11,-8.8,21.047024,13.59,-0.48836666,990.3448,248,40.23
516,516,28.5,77.0,0.0,2023-11,-8.8,21.047024,13.59,-0.48836666,990.3448,271,41.26
516,516,28.5,77.0,0.0,2023-11,-8.8,21.047024,13.59,-0.48836666,990.3448,313,42.64
516,516,28.5,77.0,0.0,2023-11,-8.8,21.047024,13.59,-0.48836666,990.3448,373,43.36
517,517,28.5,77.0,0.0,2023-11,-19.28,21.047024,13.59,-0.48836666,990.3448,248,40.23
517,517,28.5,77.0,0.0,2023-11,-19.28,21.047024,13.59,-0.48836666,990.3448,271,41.26
