latitude,longitude,evap_mm,month
28.3,77.2,-2.6304822,2023-09
28.3,77.3,-2.6640038,2023-09
28.3,77.5,-2.6619647,2023-09
28.3,76.7,-1.9656477,2023-09
28.3,76.8,-2.091557,2023-09
28.3,76.8,-2.156476,2023-09
28.3,76.9,-2.2921338,2023-09
28.3,77.0,-2.4450681,2023-09
28.3,77.1,-2.5295453,2023-09
28.3,77.2,-2.6177578,2023-09
28.3,77.3,-2.678334,2023-09
28.3,77.5,-2.6947272,2023-09
29.0,76.7,-1.5753648,2023-10
29.0,76.8,-1.5008,2023-10
29.0,76.8,-1.3704569,2023-10
29.0,76.9,-1.4215049,2023-10
29.0,77.0,-1.4518381,2023-10
29.0,77.1,-1.4839839,2023-10
29.0,77.2,-1.5664887,2023-10
29.0,77.3,-1.701842,2023-10
29.0,77.5,-1.7403932,2023-10
28.9,76.7,-1.4430388,2023-10
28.9,76.8,-1.4811897,2023-10
28.9,76.8,-1.3970429,2023-10
28.9,76.9,-1.4149806,2023-10
28.9,77.0,-1.3645465,2023-10
28.9,77.1,-1.4989005,2023-10
28.9,77.2,-1.5409316,2023-10
28.9,77.3,-1.6533791,2023-10
28.9,77.5,-1.7471371,2023-10
28.8,76.7,-1.2760929,2023-10
28.8,76.8,-1.3881143,2023-10
28.8,76.8,-1.3932483,2023-10
28.8,76.9,-1.3665059,2023-10
28.8,77.0,-1.3212881,2023-10
28.8,77.1,-1.4115373,2023-10
28.8,77.2,-1.5444628,2023-10
28.8,77.3,-1.6801817,2023-10
28.8,77.5,-1.7685591,2023-10
28.6,76.7,-1.3252528,2023-10
28.6,76.8,-1.3660053,2023-10
28.6,76.8,-1.4018333,2023-10
28.6,76.9,-1.4591012,2023-10
28.6,77.0,-1.2321289,2023-10
28.6,77.1,-1.1596897,2023-10
28.6,77.2,-1.698014,2023-10
28.6,77.3,-1.7732275,2023-10
28.6,77.5,-1.8379045,2023-10
28.5,76.7,-1.3093045,2023-10
28.5,76.8,-1.3123364,2023-10
28.5,76.8,-1.3297654,2023-10
28.5,76.9,-1.4531775,2023-10
28.5,77.0,-1.41874,2023-10
28.5,77.1,-1.4608643,2023-10
28.5,77.2,-1.8843849,2023-10
28.5,77.3,-1.8063693,2023-10
28.5,77.5,-1.7965502,2023-10
28.4,76.7,-1.2139968,2023-10
28.4,76.8,-1.2363583,2023-10
28.4,76.8,-1.2520086,2023-10
28.4,76.9,-1.4081727,2023-10
28.4,77.0,-1.5151559,2023-10
28.4,77.1,-1.5716861,2023-10
28.4,77.2,-1.801461,2023-10
28.4,77.3,-1.8634784,2023-10
28.4,77.5,-1.7968141,2023-10
28.3,76.7,-1.2701344,2023-10
28.3,76.8,-1.3186793,2023-10
28.3,76.8,-1.3473696,2023-10
28.3,76.9,-1.4583955,2023-10
28.3,77.0,-1.5769596,2023-10
28.3,77.1,-1.6864189,2023-10
28.3,77.2,-1.7956277,2023-10
28.3,77.3,-1.8916193,2023-10
28.3,77.5,-1.9047412,2023-10
28.3,76.7,-1.1905446,2023-10
28.3,76.8,-1.323056,2023-10
28.3,76.8,-1.3960932,2023-10
28.3,76.9,-1.4881262,2023-10
28.3,77.0,-1.6053994,2023-10
28.3,77.1,-1.7023711,2023-10
28.3,77.2,-1.7933828,2023-10
28.3,77.3,-1.8887312,2023-10
28.3,77.5,-1.9624581,2023-10
29.0,76.7,-0.49845025,2023-11
29.0,76.8,-0.47899637,2023-11
29.0,76.8,-0.433534,2023-11
29.0,76.9,-0.47617167,2023-11
29.0,77.0,-0.5034816,2023-11
29.0,77.1,-0.53261274,2023-11
29.0,77.2,-0.5628176,2023-11
29.0,77.3,-0.59717315,2023-11
29.0,77.5,-0.61452365,2023-11
28.9,76.7,-0.42617768,2023-11
28.9,76.8,-0.44373143,2023-11
28.9,76.8,-0.41672292,2023-11
28.9,76.9,-0.43143716,2023-11
28.9,77.0,-0.4429535,2023-11
28.9,77.1,-0.52860725,2023-11
28.9,77.2,-0.54778427,2023-11
28.9,77.3,-0.5800054,2023-11
28.9,77.5,-0.6141614,2023-11
28.8,76.7,-0.3774118,2023-11
28.8,76.8,-0.41241404,2023-11
28.8,76.8,-0.4101969,2023-11
28.8,76.9,-0.40725157,2023-11
28.8,77.0,-0.40307868,2023-11
28.8,77.1,-0.4739747,2023-11
28.8,77.2,-0.52634025,2023-11
28.8,77.3,-0.5805449,2023-11
28.8,77.5,-0.62951165,2023-11
28.6,76.7,-0.42630386,2023-11
28.6,76.8,-0.42348993,2023-11
28.6,76.8,-0.43409118,2023-11
28.6,76.9,-0.45111677,2023-11
28.6,77.0,-0.45390242,2023-11
28.6,77.1,-0.48998162,2023-11
28.6,77.2,-0.5872875,2023-11
28.6,77.3,-0.61296374,2023-11
28.6,77.5,-0.65399647,2023-11
28.5,76.7,-0.4511048,2023-11
28.5,76.8,-0.45893547,2023-11
28.5,76.8,-0.45820233,2023-11
28.5,76.9,-0.4962359,2023-11
28.5,77.0,-0.48836666,2023-11
28.5,77.1,-0.5007064,2023-11
28.5,77.2,-0.6904052,2023-11
28.5,77.3,-0.6243415,2023-11
28.5,77.5,-0.608818,2023-11
28.4,76.7,-0.42691362,2023-11
28.4,76.8,-0.43937552,2023-11
28.4,76.8,-0.44121906,2023-11
28.4,76.9,-0.49021643,2023-11
28.4,77.0,-0.48196343,2023-11
28.4,77.1,-0.48749945,2023-11
28.4,77.2,-0.60810226,2023-11
28.4,77.3,-0.6522426,2023-11
28.4,77.5,-0.5834806,2023-11
28.3,76.7,-0.45625407,2023-11
28.3,76.8,-0.46857202,2023-11
28.3,76.8,-0.4731868,2023-11
28.3,76.9,-0.48971477,2023-11
28.3,77.0,-0.5136286,2023-11
28.3,77.1,-0.5566589,2023-11
28.3,77.2,-0.6051307,2023-11
28.3,77.3,-0.668396,2023-11
28.3,77.5,-0.6746692,2023-11
28.3,76.7,-0.43745142,2023-11
28.3,76.8,-0.46795285,2023-11
28.3,76.8,-0.48710883,2023-11
28.3,76.9,-0.50646436,2023-11
28.3,77.0,-0.5272383,2023-11
28.3,77.1,-0.56605774,2023-11
28.3,77.2,-0.60418135,2023-11
28.3,77.3,-0.6565064,2023-11
28.3,77.5,-0.71267766,2023-11
29.0,76.7,-0.39243042,2023-12
29.0,76.8,-0.38510182,2023-12
29.0,76.8,-0.3609974,2023-12
29.0,76.9,-0.35717174,2023-12
29.0,77.0,-0.3452394,2023-12
29.0,77.1,-0.38777742,2023-12
29.0,77.2,-0.35170734,2023-12
29.0,77.3,-0.34162822,2023-12
29.0,77.5,-0.3229986,2023-12
28.9,76.7,-0.32641047,2023-12
28.9,76.8,-0.3419904,2023-12
28.9,76.8,-0.3247241,2023-12
28.9,76.9,-0.3186175,2023-12
28.9,77.0,-0.327603,2023-12
28.9,77.1,-0.3917927,2023-12
28.9,77.2,-0.35952148,2023-12
28.9,77.3,-0.33370847,2023-12
28.9,77.5,-0.33155698,2023-12
28.8,76.7,-0.27988327,2023-12
28.8,76.8,-0.30857322,2023-12
28.8,76.8,-0.30554667,2023-12
28.8,76.9,-0.30737072,2023-12
28.8,77.0,-0.3140293,2023-12
28.8,77.1,-0.35793152,2023-12
28.8,77.2,-0.3594317,2023-12
28.8,77.3,-0.34806123,2023-12
28.8,77.5,-0.35246694,2023-12
28.6,76.7,-0.3004695,2023-12
28.6,76.8,-0.30470908,2023-12
28.6,76.8,-0.30319363,2023-12
28.6,76.9,-0.30626956,2023-12
28.6,77.0,-0.34245318,2023-12
28.6,77.1,-0.37588206,2023-12
28.6,77.2,-0.3562656,2023-12
28.6,77.3,-0.34427667,2023-12
28.6,77.5,-0.3682626,2023-12
28.5,76.7,-0.3147182,2023-12
28.5,76.8,-0.31649962,2023-12
28.5,76.8,-0.3161326,2023-12
28.5,76.9,-0.3214003,2023-12
28.5,77.0,-0.30748495,2023-12
28.5,77.1,-0.30813846,2023-12
28.5,77.2,-0.40797707,2023-12
28.5,77.3,-0.34756064,2023-12
28.5,77.5,-0.3646793,2023-12
28.4,76.7,-0.2946731,2023-12
28.4,76.8,-0.3032603,2023-12
28.4,76.8,-0.30815497,2023-12
28.4,76.9,-0.31337157,2023-12
28.4,77.0,-0.27517077,2023-12
28.4,77.1,-0.26859948,2023-12
28.4,77.2,-0.34431043,2023-12
28.4,77.3,-0.3817,2023-12
28.4,77.5,-0.36640355,2023-12
28.3,76.7,-0.33506435,2023-12
28.3,76.8,-0.34136486,2023-12
28.3,76.8,-0.34062687,2023-12
28.3,76.9,-0.3227154,2023-12
28.3,77.0,-0.32277614,2023-12
28.3,77.1,-0.33495134,2023-12
28.3,77.2,-0.36224467,2023-12
28.3,77.3,-0.40478548,2023-12
28.3,77.5,-0.41244912,2023-12
28.3,76.7,-0.33705723,2023-12
28.3,76.8,-0.35422406,2023-12
28.3,76.8,-0.3610276,2023-12
28.3,76.9,-0.35580269,2023-12
28.3,77.0,-0.35049874,2023-12
28.3,77.1,-0.36552092,2023-12
28.3,77.2,-0.37866986,2023-12
28.3,77.3,-0.4074294,2023-12
28.3,77.5,-0.4406531,2023-12
