latitude,longitude,evap_mm,month
29.0,77.1,-0.68701476,2022-12
29.0,77.2,-0.6525044,2022-12
29.0,77.3,-0.65241444,2022-12
29.0,77.5,-0.64346397,2022-12
28.9,76.7,-0.5550623,2022-12
28.9,76.8,-0.58030057,2022-12
28.9,76.8,-0.58529943,2022-12
28.9,76.9,-0.613644,2022-12
28.9,77.0,-0.6470797,2022-12
28.9,77.1,-0.7169037,2022-12
28.9,77.2,-0.67355,2022-12
28.9,77.3,-0.6421577,2022-12
28.9,77.5,-0.64904284,2022-12
28.8,76.7,-0.5258708,2022-12
28.8,76.8,-0.56804425,2022-12
28.8,76.8,-0.57775706,2022-12
28.8,76.9,-0.605317,2022-12
28.8,77.0,-0.62831676,2022-12
28.8,77.1,-0.6800547,2022-12
28.8,77.2,-0.6846817,2022-12
28.8,77.3,-0.66840047,2022-12
28.8,77.5,-0.6570022,2022-12
28.6,76.7,-0.5563569,2022-12
28.6,76.8,-0.5832919,2022-12
28.6,76.8,-0.5994374,2022-12
28.6,76.9,-0.61967766,2022-12
28.6,77.0,-0.5501978,2022-12
28.6,77.1,-0.52810705,2022-12
28.6,77.2,-0.6774408,2022-12
28.6,77.3,-0.6535234,2022-12
28.6,77.5,-0.6611488,2022-12
28.5,76.7,-0.6046301,2022-12
28.5,76.8,-0.6286974,2022-12
28.5,76.8,-0.6531174,2022-12
28.5,76.9,-0.64973414,2022-12
28.5,77.0,-0.58360255,2022-12
28.5,77.1,-0.6130847,2022-12
28.5,77.2,-0.7278325,2022-12
28.5,77.3,-0.64716136,2022-12
28.5,77.5,-0.66341174,2022-12
28.4,76.7,-0.6109389,2022-12
28.4,76.8,-0.64793164,2022-12
28.4,76.8,-0.6711457,2022-12
28.4,76.9,-0.6554085,2022-12
28.4,77.0,-0.6264576,2022-12
28.4,77.1,-0.6188449,2022-12
28.4,77.2,-0.6499406,2022-12
28.4,77.3,-0.68059134,2022-12
28.4,77.5,-0.6631122,2022-12
28.3,76.7,-0.6518135,2022-12
28.3,76.8,-0.6757658,2022-12
28.3,76.8,-0.6766347,2022-12
28.3,76.9,-0.6514602,2022-12
28.3,77.0,-0.64640117,2022-12
28.3,77.1,-0.6473124,2022-12
28.3,77.2,-0.6526383,2022-12
28.3,77.3,-0.6855073,2022-12
28.3,77.5,-0.67637783,2022-12
28.3,76.7,-0.65271646,2022-12
28.3,76.8,-0.66634715,2022-12
28.3,76.8,-0.66806513,2022-12
28.3,76.9,-0.6778247,2022-12
28.3,77.0,-0.6720997,2022-12
28.3,77.1,-0.66701466,2022-12
28.3,77.2,-0.66185755,2022-12
28.3,77.3,-0.6734041,2022-12
28.3,77.5,-0.6798687,2022-12
29.0,76.7,-0.6715797,2023-01
29.0,76.8,-0.7115461,2023-01
29.0,76.8,-0.7250199,2023-01
29.0,76.9,-0.75238806,2023-01
29.0,77.0,-0.7414922,2023-01
29.0,77.1,-0.76368403,2023-01
29.0,77.2,-0.7294224,2023-01
29.0,77.3,-0.70047295,2023-01
29.0,77.5,-0.6758681,2023-01
28.9,76.7,-0.62759334,2023-01
28.9,76.8,-0.6580696,2023-01
28.9,76.8,-0.67738795,2023-01
28.9,76.9,-0.7041815,2023-01
28.9,77.0,-0.7248574,2023-01
28.9,77.1,-0.76617545,2023-01
28.9,77.2,-0.72841096,2023-01
28.9,77.3,-0.68622416,2023-01
28.9,77.5,-0.6810418,2023-01
28.8,76.7,-0.5692661,2023-01
28.8,76.8,-0.5991001,2023-01
28.8,76.8,-0.62519693,2023-01
28.8,76.9,-0.6606765,2023-01
28.8,77.0,-0.685784,2023-01
28.8,77.1,-0.7200101,2023-01
28.8,77.2,-0.70985645,2023-01
28.8,77.3,-0.6894169,2023-01
28.8,77.5,-0.67447287,2023-01
28.6,76.7,-0.55401874,2023-01
28.6,76.8,-0.57554686,2023-01
28.6,76.8,-0.5975157,2023-01
28.6,76.9,-0.63862735,2023-01
28.6,77.0,-0.6303668,2023-01
28.6,77.1,-0.6378273,2023-01
28.6,77.2,-0.7023723,2023-01
28.6,77.3,-0.68825233,2023-01
28.6,77.5,-0.68823904,2023-01
28.5,76.7,-0.56405514,2023-01
28.5,76.8,-0.5697192,2023-01
28.5,76.8,-0.59464467,2023-01
28.5,76.9,-0.61189055,2023-01
28.5,77.0,-0.599088,2023-01
28.5,77.1,-0.6225622,2023-01
28.5,77.2,-0.7107599,2023-01
28.5,77.3,-0.6707625,2023-01
28.5,77.5,-0.6969916,2023-01
28.4,76.7,-0.53857017,2023-01
28.4,76.8,-0.5614787,2023-01
28.4,76.8,-0.58463997,2023-01
28.4,76.9,-0.59118944,2023-01
28.4,77.0,-0.5859403,2023-01
28.4,77.1,-0.5956545,2023-01
28.4,77.2,-0.63700557,2023-01
28.4,77.3,-0.67181474,2023-01
28.4,77.5,-0.6875015,2023-01
28.3,76.7,-0.54257196,2023-01
28.3,76.8,-0.57318366,2023-01
28.3,76.8,-0.5765414,2023-01
28.3,76.9,-0.56958276,2023-01
28.3,77.0,-0.59044445,2023-01
28.3,77.1,-0.6063855,2023-01
28.3,77.2,-0.6170647,2023-01
28.3,77.3,-0.66451037,2023-01
28.3,77.5,-0.67648315,2023-01
28.3,76.7,-0.53994626,2023-01
28.3,76.8,-0.5497117,2023-01
28.3,76.8,-0.5583657,2023-01
28.3,76.9,-0.57339406,2023-01
28.3,77.0,-0.5950309,2023-01
28.3,77.1,-0.6112564,2023-01
28.3,77.2,-0.6188299,2023-01
28.3,77.3,-0.6309041,2023-01
28.3,77.5,-0.6281709,2023-01
29.0,76.7,-1.1736737,2023-02
29.0,76.8,-1.220817,2023-02
29.0,76.8,-1.2220703,2023-02
29.0,76.9,-1.2438601,2023-02
29.0,77.0,-1.2267989,2023-02
29.0,77.1,-1.2554536,2023-02
29.0,77.2,-1.1921875,2023-02
29.0,77.3,-1.1558665,2023-02
29.0,77.5,-1.0864519,2023-02
28.9,76.7,-1.0962548,2023-02
28.9,76.8,-1.1303973,2023-02
28.9,76.8,-1.1312994,2023-02
28.9,76.9,-1.1409805,2023-02
28.9,77.0,-1.178351,2023-02
28.9,77.1,-1.242874,2023-02
28.9,77.2,-1.1863089,2023-02
28.9,77.3,-1.1306052,2023-02
28.9,77.5,-1.0902965,2023-02
28.8,76.7,-1.0235561,2023-02
28.8,76.8,-1.0486933,2023-02
28.8,76.8,-1.0564847,2023-02
28.8,76.9,-1.0923609,2023-02
28.8,77.0,-1.114887,2023-02
28.8,77.1,-1.1559502,2023-02
28.8,77.2,-1.1521195,2023-02
28.8,77.3,-1.1337961,2023-02
28.8,77.5,-1.1070509,2023-02
28.6,76.7,-0.99327433,2023-02
28.6,76.8,-1.0030664,2023-02
28.6,76.8,-1.0377524,2023-02
28.6,76.9,-1.0732962,2023-02
28.6,77.0,-0.89489484,2023-02
28.6,77.1,-0.8317651,2023-02
28.6,77.2,-1.1494298,2023-02
28.6,77.3,-1.1386074,2023-02
28.6,77.5,-1.1424539,2023-02
28.5,76.7,-0.99311256,2023-02
28.5,76.8,-1.0276492,2023-02
28.5,76.8,-1.0385232,2023-02
28.5,76.9,-1.0434434,2023-02
28.5,77.0,-0.9278826,2023-02
28.5,77.1,-0.95328057,2023-02
28.5,77.2,-1.1564071,2023-02
28.5,77.3,-1.118174,2023-02
28.5,77.5,-1.1342677,2023-02
28.4,76.7,-0.97141063,2023-02
28.4,76.8,-1.0138004,2023-02
28.4,76.8,-1.0248476,2023-02
28.4,76.9,-1.0215147,2023-02
28.4,77.0,-0.9635572,2023-02
28.4,77.1,-0.93238485,2023-02
28.4,77.2,-1.068349,2023-02
28.4,77.3,-1.1057713,2023-02
28.4,77.5,-1.1257623,2023-02
28.3,76.7,-0.9885882,2023-02
28.3,76.8,-1.0334173,2023-02
28.3,76.8,-1.035428,2023-02
28.3,76.9,-1.0116175,2023-02
28.3,77.0,-1.0077528,2023-02
28.3,77.1,-1.0171655,2023-02
28.3,77.2,-1.0424566,2023-02
28.3,77.3,-1.1093266,2023-02
28.3,77.5,-1.1204387,2023-02
28.3,76.7,-1.0044851,2023-02
28.3,76.8,-1.0318542,2023-02
28.3,76.8,-1.0411193,2023-02
28.3,76.9,-1.0392158,2023-02
28.3,77.0,-1.0445086,2023-02
28.3,77.1,-1.0584726,2023-02
28.3,77.2,-1.0609853,2023-02
28.3,77.3,-1.0708086,2023-02
28.3,77.5,-1.0749488,2023-02
29.0,76.7,-1.2521912,2023-03
29.0,76.8,-1.2823651,2023-03
29.0,76.8,-1.2837929,2023-03
29.0,76.9,-1.3168365,2023-03
29.0,77.0,-1.3475959,2023-03
29.0,77.1,-1.3735858,2023-03
29.0,77.2,-1.3685113,2023-03
29.0,77.3,-1.3803478,2023-03
29.0,77.5,-1.3603278,2023-03
28.9,76.7,-1.1978908,2023-03
28.9,76.8,-1.2140359,2023-03
28.9,76.8,-1.2208103,2023-03
28.9,76.9,-1.2577695,2023-03
28.9,77.0,-1.2978617,2023-03
28.9,77.1,-1.3675852,2023-03
28.9,77.2,-1.3570237,2023-03
28.9,77.3,-1.3627379,2023-03
28.9,77.5,-1.3713814,2023-03
28.8,76.7,-1.1228005,2023-03
28.8,76.8,-1.1382769,2023-03
28.8,76.8,-1.1590639,2023-03
28.8,76.9,-1.212729,2023-03
28.8,77.0,-1.2393578,2023-03
28.8,77.1,-1.2952362,2023-03
28.8,77.2,-1.3396292,2023-03
28.8,77.3,-1.3604261,2023-03
28.8,77.5,-1.360838,2023-03
28.6,76.7,-1.1287719,2023-03
28.6,76.8,-1.141771,2023-03
28.6,76.8,-1.170971,2023-03
28.6,76.9,-1.2171319,2023-03
28.6,77.0,-1.2164645,2023-03
28.6,77.1,-1.2590171,2023-03
28.6,77.2,-1.3610598,2023-03
28.6,77.3,-1.3745158,2023-03
28.6,77.5,-1.3799242,2023-03
28.5,76.7,-1.1512363,2023-03
28.5,76.8,-1.1796303,2023-03
28.5,76.8,-1.2145904,2023-03
28.5,76.9,-1.2270684,2023-03
28.5,77.0,-1.2508374,2023-03
28.5,77.1,-1.2712417,2023-03
28.5,77.2,-1.3954682,2023-03
28.5,77.3,-1.3449521,2023-03
28.5,77.5,-1.3597914,2023-03
28.4,76.7,-1.1540424,2023-03
28.4,76.8,-1.1921524,2023-03
28.4,76.8,-1.2275568,2023-03
28.4,76.9,-1.2376534,2023-03
28.4,77.0,-1.2705998,2023-03
28.4,77.1,-1.2782012,2023-03
28.4,77.2,-1.3246367,2023-03
28.4,77.3,-1.3367859,2023-03
28.4,77.5,-1.3197229,2023-03
28.3,76.7,-1.1263287,2023-03
28.3,76.8,-1.1789266,2023-03
28.3,76.8,-1.2117273,2023-03
28.3,76.9,-1.2376128,2023-03
28.3,77.0,-1.2538662,2023-03
28.3,77.1,-1.2540299,2023-03
28.3,77.2,-1.2737099,2023-03
28.3,77.3,-1.3113571,2023-03
28.3,77.5,-1.3105929,2023-03
28.3,76.7,-1.0982331,2023-03
28.3,76.8,-1.1474379,2023-03
28.3,76.8,-1.1760854,2023-03
28.3,76.9,-1.1980462,2023-03
28.3,77.0,-1.2165182,2023-03
28.3,77.1,-1.2258941,2023-03
28.3,77.2,-1.2393603,2023-03
28.3,77.3,-1.2646799,2023-03
28.3,77.5,-1.2738985,2023-03
29.0,76.7,-1.3738042,2023-04
29.0,76.8,-1.3901848,2023-04
29.0,76.8,-1.3844409,2023-04
29.0,76.9,-1.4033045,2023-04
29.0,77.0,-1.404942,2023-04
29.0,77.1,-1.4964305,2023-04
29.0,77.2,-1.5120012,2023-04
29.0,77.3,-1.5607457,2023-04
29.0,77.5,-1.5689048,2023-04
28.9,76.7,-1.2448254,2023-04
28.9,76.8,-1.2847439,2023-04
28.9,76.8,-1.2794207,2023-04
28.9,76.9,-1.3056756,2023-04
28.9,77.0,-1.3540994,2023-04
28.9,77.1,-1.5015033,2023-04
28.9,77.2,-1.5178039,2023-04
28.9,77.3,-1.5419412,2023-04
28.9,77.5,-1.5773203,2023-04
28.8,76.7,-1.1799756,2023-04
28.8,76.8,-1.210606,2023-04
28.8,76.8,-1.227876,2023-04
28.8,76.9,-1.287012,2023-04
28.8,77.0,-1.324561,2023-04
28.8,77.1,-1.4321072,2023-04
28.8,77.2,-1.4976544,2023-04
28.8,77.3,-1.5139464,2023-04
28.8,77.5,-1.5400867,2023-04
28.6,76.7,-1.1870673,2023-04
28.6,76.8,-1.2316896,2023-04
28.6,76.8,-1.2806717,2023-04
28.6,76.9,-1.3155843,2023-04
28.6,77.0,-1.2179807,2023-04
28.6,77.1,-1.2094588,2023-04
28.6,77.2,-1.5161906,2023-04
28.6,77.3,-1.4938791,2023-04
28.6,77.5,-1.4901809,2023-04
28.5,76.7,-1.2124515,2023-04
28.5,76.8,-1.329057,2023-04
28.5,76.8,-1.3791549,2023-04
28.5,76.9,-1.4012451,2023-04
28.5,77.0,-1.3152742,2023-04
28.5,77.1,-1.3243778,2023-04
28.5,77.2,-1.5800934,2023-04
28.5,77.3,-1.4319085,2023-04
28.5,77.5,-1.4028363,2023-04
28.4,76.7,-1.208577,2023-04
28.4,76.8,-1.338017,2023-04
28.4,76.8,-1.4181399,2023-04
28.4,76.9,-1.4270116,2023-04
28.4,77.0,-1.3698523,2023-04
28.4,77.1,-1.2674654,2023-04
28.4,77.2,-1.4047394,2023-04
28.4,77.3,-1.4215823,2023-04
28.4,77.5,-1.3396858,2023-04
28.3,76.7,-1.2152947,2023-04
28.3,76.8,-1.3222731,2023-04
28.3,76.8,-1.4165256,2023-04
28.3,76.9,-1.4243566,2023-04
28.3,77.0,-1.4150982,2023-04
28.3,77.1,-1.3687712,2023-04
28.3,77.2,-1.3369491,2023-04
28.3,77.3,-1.348137,2023-04
28.3,77.5,-1.2866411,2023-04
28.3,76.7,-1.2126014,2023-04
28.3,76.8,-1.3218453,2023-04
28.3,76.8,-1.3959452,2023-04
28.3,76.9,-1.3939193,2023-04
28.3,77.0,-1.3863207,2023-04
28.3,77.1,-1.3635921,2023-04
28.3,77.2,-1.2977725,2023-04
28.3,77.3,-1.2589107,2023-04
28.3,77.5,-1.2368232,2023-04
29.0,76.7,-1.5965288,2023-05
29.0,76.8,-1.5949316,2023-05
29.0,76.8,-1.6156073,2023-05
29.0,76.9,-1.6066881,2023-05
29.0,77.0,-1.5929971,2023-05
29.0,77.1,-1.690095,2023-05
29.0,77.2,-1.8069332,2023-05
29.0,77.3,-1.9236978,2023-05
29.0,77.5,-2.04653,2023-05
28.9,76.7,-1.4951503,2023-05
28.9,76.8,-1.459377,2023-05
28.9,76.8,-1.4696839,2023-05
28.9,76.9,-1.4843144,2023-05
28.9,77.0,-1.5541129,2023-05
28.9,77.1,-1.7187573,2023-05
28.9,77.2,-1.8143022,2023-05
28.9,77.3,-1.8883253,2023-05
28.9,77.5,-2.0111773,2023-05
28.8,76.7,-1.4078408,2023-05
28.8,76.8,-1.3934133,2023-05
28.8,76.8,-1.4114306,2023-05
28.8,76.9,-1.4759252,2023-05
28.8,77.0,-1.5346962,2023-05
28.8,77.1,-1.6785504,2023-05
28.8,77.2,-1.8125536,2023-05
28.8,77.3,-1.9077994,2023-05
28.8,77.5,-1.9566575,2023-05
28.6,76.7,-1.4374936,2023-05
28.6,76.8,-1.4652339,2023-05
28.6,76.8,-1.5118238,2023-05
28.6,76.9,-1.5629839,2023-05
28.6,77.0,-1.6470524,2023-05
28.6,77.1,-1.7773564,2023-05
28.6,77.2,-1.8950671,2023-05
28.6,77.3,-1.9345059,2023-05
28.6,77.5,-1.9332205,2023-05
28.5,76.7,-1.5299901,2023-05
28.5,76.8,-1.612592,2023-05
28.5,76.8,-1.6639901,2023-05
28.5,76.9,-1.7004622,2023-05
28.5,77.0,-1.7237837,2023-05
28.5,77.1,-1.7760978,2023-05
28.5,77.2,-1.9753687,2023-05
28.5,77.3,-1.8605847,2023-05
28.5,77.5,-1.8493326,2023-05
28.4,76.7,-1.5897048,2023-05
28.4,76.8,-1.6780233,2023-05
28.4,76.8,-1.738359,2023-05
28.4,76.9,-1.7935686,2023-05
28.4,77.0,-1.7863077,2023-05
28.4,77.1,-1.7622277,2023-05
28.4,77.2,-1.8141178,2023-05
28.4,77.3,-1.841652,2023-05
28.4,77.5,-1.7891421,2023-05
28.3,76.7,-1.5681244,2023-05
28.3,76.8,-1.6434286,2023-05
28.3,76.8,-1.7213707,2023-05
28.3,76.9,-1.7705303,2023-05
28.3,77.0,-1.7522298,2023-05
28.3,77.1,-1.6911995,2023-05
28.3,77.2,-1.688196,2023-05
28.3,77.3,-1.7406533,2023-05
28.3,77.5,-1.6966083,2023-05
28.3,76.7,-1.4981112,2023-05
28.3,76.8,-1.6094592,2023-05
28.3,76.8,-1.6835558,2023-05
28.3,76.9,-1.6946715,2023-05
28.3,77.0,-1.6563528,2023-05
28.3,77.1,-1.6110909,2023-05
28.3,77.2,-1.5844734,2023-05
28.3,77.3,-1.6081346,2023-05
28.3,77.5,-1.6101333,2023-05
29.0,76.7,-1.4320643,2023-06
29.0,76.8,-1.3824124,2023-06
29.0,76.8,-1.3245795,2023-06
29.0,76.9,-1.4038067,2023-06
29.0,77.0,-1.466132,2023-06
29.0,77.1,-1.5511334,2023-06
29.0,77.2,-1.5567775,2023-06
29.0,77.3,-1.5794566,2023-06
29.0,77.5,-1.5550883,2023-06
28.9,76.7,-1.2841442,2023-06
28.9,76.8,-1.2613962,2023-06
28.9,76.8,-1.2282594,2023-06
28.9,76.9,-1.2831404,2023-06
28.9,77.0,-1.3274695,2023-06
28.9,77.1,-1.451868,2023-06
28.9,77.2,-1.4628766,2023-06
28.9,77.3,-1.4664332,2023-06
28.9,77.5,-1.450288,2023-06
28.8,76.7,-1.1754962,2023-06
28.8,76.8,-1.1604772,2023-06
28.8,76.8,-1.1503062,2023-06
28.8,76.9,-1.1757472,2023-06
28.8,77.0,-1.1935056,2023-06
28.8,77.1,-1.2932259,2023-06
28.8,77.2,-1.3446519,2023-06
28.8,77.3,-1.3506418,2023-06
28.8,77.5,-1.3597448,2023-06
28.6,76.7,-1.2320393,2023-06
28.6,76.8,-1.2372733,2023-06
28.6,76.8,-1.2361484,2023-06
28.6,76.9,-1.208696,2023-06
28.6,77.0,-1.2186246,2023-06
28.6,77.1,-1.2889068,2023-06
28.6,77.2,-1.3564626,2023-06
28.6,77.3,-1.3452971,2023-06
28.6,77.5,-1.3700624,2023-06
28.5,76.7,-1.3395121,2023-06
28.5,76.8,-1.387999,2023-06
28.5,76.8,-1.3832694,2023-06
28.5,76.9,-1.3165786,2023-06
28.5,77.0,-1.2543004,2023-06
28.5,77.1,-1.2563801,2023-06
28.5,77.2,-1.4484727,2023-06
28.5,77.3,-1.3539237,2023-06
28.5,77.5,-1.3794231,2023-06
28.4,76.7,-1.4291658,2023-06
28.4,76.8,-1.46709,2023-06
28.4,76.8,-1.4733117,2023-06
28.4,76.9,-1.3961059,2023-06
28.4,77.0,-1.289522,2023-06
28.4,77.1,-1.2000365,2023-06
28.4,77.2,-1.3253666,2023-06
28.4,77.3,-1.3976998,2023-06
28.4,77.5,-1.3758571,2023-06
28.3,76.7,-1.4266412,2023-06
28.3,76.8,-1.4495331,2023-06
28.3,76.8,-1.4446964,2023-06
28.3,76.9,-1.3755432,2023-06
28.3,77.0,-1.3014189,2023-06
28.3,77.1,-1.2602297,2023-06
28.3,77.2,-1.2640485,2023-06
28.3,77.3,-1.3407923,2023-06
28.3,77.5,-1.3192718,2023-06
28.3,76.7,-1.4174113,2023-06
28.3,76.8,-1.4336909,2023-06
28.3,76.8,-1.4274024,2023-06
28.3,76.9,-1.366507,2023-06
28.3,77.0,-1.3099306,2023-06
28.3,77.1,-1.2830883,2023-06
28.3,77.2,-1.2570572,2023-06
28.3,77.3,-1.2716539,2023-06
28.3,77.5,-1.2772689,2023-06
29.0,76.7,-2.175451,2023-07
29.0,76.8,-2.1297894,2023-07
29.0,76.8,-2.129114,2023-07
29.0,76.9,-2.2177258,2023-07
29.0,77.0,-2.249278,2023-07
29.0,77.1,-2.3403149,2023-07
29.0,77.2,-2.3714375,2023-07
29.0,77.3,-2.3706498,2023-07
29.0,77.5,-2.3748178,2023-07
28.9,76.7,-2.165411,2023-07
28.9,76.8,-2.1518385,2023-07
28.9,76.8,-2.1390615,2023-07
28.9,76.9,-2.2155318,2023-07
28.9,77.0,-2.258019,2023-07
28.9,77.1,-2.294812,2023-07
28.9,77.2,-2.3453748,2023-07
28.9,77.3,-2.3986204,2023-07
28.9,77.5,-2.4206557,2023-07
28.8,76.7,-2.1054428,2023-07
28.8,76.8,-2.0955682,2023-07
28.8,76.8,-2.13394,2023-07
28.8,76.9,-2.1861901,2023-07
28.8,77.0,-2.22722,2023-07
28.8,77.1,-2.2629735,2023-07
28.8,77.2,-2.3084884,2023-07
28.8,77.3,-2.3362432,2023-07
28.8,77.5,-2.3669393,2023-07
28.6,76.7,-2.1256454,2023-07
28.6,76.8,-2.1373312,2023-07
28.6,76.8,-2.1357656,2023-07
28.6,76.9,-2.1646547,2023-07
28.6,77.0,-2.2582269,2023-07
28.6,77.1,-2.3360534,2023-07
28.6,77.2,-2.3220644,2023-07
28.6,77.3,-2.3211794,2023-07
28.6,77.5,-2.3151743,2023-07
28.5,76.7,-2.0881734,2023-07
28.5,76.8,-2.1044436,2023-07
28.5,76.8,-2.0713656,2023-07
28.5,76.9,-2.1307743,2023-07
28.5,77.0,-2.2281926,2023-07
28.5,77.1,-2.3309245,2023-07
28.5,77.2,-2.3339772,2023-07
28.5,77.3,-2.2758453,2023-07
28.5,77.5,-2.2747626,2023-07
28.4,76.7,-2.1947522,2023-07
28.4,76.8,-2.1314492,2023-07
28.4,76.8,-2.091222,2023-07
28.4,76.9,-2.148221,2023-07
28.4,77.0,-2.2704186,2023-07
28.4,77.1,-2.3994582,2023-07
28.4,77.2,-2.3064795,2023-07
28.4,77.3,-2.2693758,2023-07
28.4,77.5,-2.2796152,2023-07
28.3,76.7,-2.1742492,2023-07
28.3,76.8,-2.1090865,2023-07
28.3,76.8,-2.1080568,2023-07
28.3,76.9,-2.1903584,2023-07
28.3,77.0,-2.2363808,2023-07
28.3,77.1,-2.2987478,2023-07
28.3,77.2,-2.2908223,2023-07
28.3,77.3,-2.2918174,2023-07
28.3,77.5,-2.2556815,2023-07
28.3,76.7,-2.1301973,2023-07
28.3,76.8,-2.1115885,2023-07
28.3,76.8,-2.1254113,2023-07
28.3,76.9,-2.2085798,2023-07
28.3,77.0,-2.24704,2023-07
28.3,77.1,-2.2543206,2023-07
28.3,77.2,-2.2936032,2023-07
28.3,77.3,-2.317668,2023-07
28.3,77.5,-2.300088,2023-07
29.0,76.7,-2.8753276,2023-08
29.0,76.8,-2.8087292,2023-08
29.0,76.8,-2.7970076,2023-08
29.0,76.9,-2.896126,2023-08
29.0,77.0,-2.9487443,2023-08
29.0,77.1,-3.072074,2023-08
29.0,77.2,-3.0924778,2023-08
29.0,77.3,-3.0858984,2023-08
29.0,77.5,-3.1168647,2023-08
28.9,76.7,-2.7710433,2023-08
28.9,76.8,-2.7903645,2023-08
28.9,76.8,-2.792848,2023-08
28.9,76.9,-2.8647158,2023-08
28.9,77.0,-2.9162483,2023-08
28.9,77.1,-2.9913182,2023-08
28.9,77.2,-3.0584211,2023-08
28.9,77.3,-3.1301856,2023-08
28.9,77.5,-3.1465821,2023-08
28.8,76.7,-2.5134249,2023-08
28.8,76.8,-2.614768,2023-08
28.8,76.8,-2.7129066,2023-08
28.8,76.9,-2.7992063,2023-08
28.8,77.0,-2.8742778,2023-08
28.8,77.1,-2.949721,2023-08
28.8,77.2,-3.0028179,2023-08
28.8,77.3,-3.0235481,2023-08
28.8,77.5,-3.0950053,2023-08
28.6,76.7,-2.5240736,2023-08
28.6,76.8,-2.634258,2023-08
28.6,76.8,-2.6922078,2023-08
28.6,76.9,-2.7904356,2023-08
28.6,77.0,-2.7386274,2023-08
28.6,77.1,-2.7380662,2023-08
28.6,77.2,-3.0381293,2023-08
28.6,77.3,-3.028902,2023-08
28.6,77.5,-3.0141227,2023-08
28.5,76.7,-2.5224333,2023-08
28.5,76.8,-2.5661871,2023-08
28.5,76.8,-2.6001031,2023-08
28.5,76.9,-2.7043228,2023-08
28.5,77.0,-2.828992,2023-08
28.5,77.1,-2.9318888,2023-08
28.5,77.2,-3.0765355,2023-08
28.5,77.3,-2.988431,2023-08
28.5,77.5,-2.9772513,2023-08
28.4,76.7,-2.604735,2023-08
28.4,76.8,-2.6030645,2023-08
28.4,76.8,-2.598199,2023-08
28.4,76.9,-2.6957095,2023-08
28.4,77.0,-2.9449587,2023-08
28.4,77.1,-3.0613656,2023-08
28.4,77.2,-3.0365062,2023-08
28.4,77.3,-2.9890025,2023-08
28.4,77.5,-2.955203,2023-08
28.3,76.7,-2.5699797,2023-08
28.3,76.8,-2.571298,2023-08
28.3,76.8,-2.6133003,2023-08
28.3,76.9,-2.780472,2023-08
28.3,77.0,-2.8801403,2023-08
28.3,77.1,-2.9932227,2023-08
28.3,77.2,-3.0232224,2023-08
28.3,77.3,-3.015593,2023-08
28.3,77.5,-2.970996,2023-08
28.3,76.7,-2.49696,2023-08
28.3,76.8,-2.540225,2023-08
28.3,76.8,-2.5994735,2023-08
28.3,76.9,-2.7729623,2023-08
28.3,77.0,-2.892591,2023-08
28.3,77.1,-2.9395676,2023-08
28.3,77.2,-3.0119603,2023-08
28.3,77.3,-3.0542777,2023-08
28.3,77.5,-3.0317068,2023-08
29.0,76.7,-2.4400935,2023-09
29.0,76.8,-2.4098942,2023-09
29.0,76.8,-2.3879015,2023-09
29.0,76.9,-2.4614236,2023-09
29.0,77.0,-2.5131416,2023-09
29.0,77.1,-2.5949671,2023-09
29.0,77.2,-2.6592684,2023-09
29.0,77.3,-2.7286603,2023-09
29.0,77.5,-2.7496614,2023-09
28.9,76.7,-2.3336906,2023-09
28.9,76.8,-2.3815005,2023-09
28.9,76.8,-2.4007032,2023-09
28.9,76.9,-2.4485178,2023-09
28.9,77.0,-2.4668543,2023-09
28.9,77.1,-2.5618834,2023-09
28.9,77.2,-2.628808,2023-09
28.9,77.3,-2.7223456,2023-09
28.9,77.5,-2.772407,2023-09
28.8,76.7,-2.135047,2023-09
28.8,76.8,-2.2699172,2023-09
28.8,76.8,-2.345147,2023-09
28.8,76.9,-2.3763278,2023-09
28.8,77.0,-2.4164422,2023-09
28.8,77.1,-2.5078278,2023-09
28.8,77.2,-2.592941,2023-09
28.8,77.3,-2.6580234,2023-09
28.8,77.5,-2.7318494,2023-09
28.6,76.7,-2.145244,2023-09
28.6,76.8,-2.2432802,2023-09
28.6,76.8,-2.2856653,2023-09
28.6,76.9,-2.3845966,2023-09
28.6,77.0,-2.2737935,2023-09
28.6,77.1,-2.2567637,2023-09
28.6,77.2,-2.6608024,2023-09
28.6,77.3,-2.672074,2023-09
28.6,77.5,-2.6839817,2023-09
28.5,76.7,-2.1556315,2023-09
28.5,76.8,-2.124127,2023-09
28.5,76.8,-2.172171,2023-09
28.5,76.9,-2.3055246,2023-09
28.5,77.0,-2.3966773,2023-09
28.5,77.1,-2.4733946,2023-09
28.5,77.2,-2.7215915,2023-09
28.5,77.3,-2.6355734,2023-09
28.5,77.5,-2.632159,2023-09
28.4,76.7,-2.1108308,2023-09
28.4,76.8,-2.101282,2023-09
28.4,76.8,-2.1037097,2023-09
28.4,76.9,-2.2676382,2023-09
28.4,77.0,-2.4973087,2023-09
28.4,77.1,-2.562945,2023-09
28.4,77.2,-2.6575155,2023-09
28.4,77.3,-2.645415,2023-09
28.4,77.5,-2.6158767,2023-09
28.3,76.7,-2.0808983,2023-09
28.3,76.8,-2.1293662,2023-09
28.3,76.8,-2.1652496,2023-09
28.3,76.9,-2.322321,2023-09
28.3,77.0,-2.4324136,2023-09
28.3,77.1,-2.5525966,2023-09
