,latitude,longitude,d2m_C,month
2844,28.5,76.7,9.77,2023-04
2845,28.5,76.8,9.94,2023-04
2846,28.5,76.8,10.13,2023-04
2847,28.5,76.9,10.27,2023-04
2848,28.5,77.0,10.36,2023-04
2849,28.5,77.1,10.38,2023-04
2850,28.5,77.2,10.44,2023-04
2851,28.5,77.3,10.55,2023-04
2852,28.5,77.5,10.56,2023-04
2853,28.4,76.7,9.54,2023-04
2854,28.4,76.8,9.74,2023-04
2855,28.4,76.8,9.9,2023-04
2856,28.4,76.9,9.97,2023-04
2857,28.4,77.0,9.94,2023-04
2858,28.4,77.1,9.97,2023-04
2859,28.4,77.2,10.21,2023-04
2860,28.4,77.3,10.46,2023-04
2861,28.4,77.5,10.47,2023-04
2862,28.3,76.7,9.33,2023-04
2863,28.3,76.8,9.48,2023-04
2864,28.3,76.8,9.6,2023-04
2865,28.3,76.9,9.67,2023-04
2866,28.3,77.0,9.77,2023-04
2867,28.3,77.1,9.95,2023-04
2868,28.3,77.2,10.12,2023-04
2869,28.3,77.3,10.3,2023-04
2870,28.3,77.5,10.35,2023-04
2871,28.3,76.7,9.1,2023-04
2872,28.3,76.8,9.17,2023-04
2873,28.3,76.8,9.23,2023-04
2874,28.3,76.9,9.44,2023-04
2875,28.3,77.0,9.79,2023-04
2876,28.3,77.1,10.03,2023-04
2877,28.3,77.2,10.1,2023-04
2878,28.3,77.3,10.13,2023-04
2879,28.3,77.5,10.16,2023-04
2880,29.0,76.7,14.91,2023-05
2881,29.0,76.8,15.01,2023-05
2882,29.0,76.8,15.1,2023-05
2883,29.0,76.9,15.2,2023-05
2884,29.0,77.0,15.32,2023-05
2885,29.0,77.1,15.4,2023-05
2886,29.0,77.2,15.46,2023-05
2887,29.0,77.3,15.4,2023-05
2888,29.0,77.5,15.36,2023-05
2889,28.9,76.7,14.7,2023-05
2890,28.9,76.8,14.81,2023-05
2891,28.9,76.8,14.88,2023-05
2892,28.9,76.9,15.0,2023-05
2893,28.9,77.0,15.19,2023-05
2894,28.9,77.1,15.36,2023-05
2895,28.9,77.2,15.45,2023-05
2896,28.9,77.3,15.49,2023-05
2897,28.9,77.5,15.5,2023-05
2898,28.8,76.7,14.48,2023-05
2899,28.8,76.8,14.6,2023-05
2900,28.8,76.8,14.71,2023-05
2901,28.8,76.9,14.87,2023-05
2902,28.8,77.0,15.05,2023-05
2903,28.8,77.1,15.21,2023-05
2904,28.8,77.2,15.34,2023-05
2905,28.8,77.3,15.48,2023-05
2906,28.8,77.5,15.52,2023-05
2907,28.7,76.7,14.46,2023-05
2908,28.7,76.8,14.51,2023-05
2909,28.7,76.8,14.59,2023-05
2910,28.7,76.9,14.75,2023-05
2911,28.7,77.0,15.05,2023-05
2912,28.7,77.1,15.27,2023-05
2913,28.7,77.2,15.2,2023-05
2914,28.7,77.3,15.35,2023-05
2915,28.7,77.5,15.41,2023-05
2916,28.5,76.7,14.44,2023-05
2917,28.5,76.8,14.45,2023-05
2918,28.5,76.8,14.52,2023-05
2919,28.5,76.9,14.64,2023-05
2920,28.5,77.0,14.75,2023-05
2921,28.5,77.1,14.82,2023-05
2922,28.5,77.2,14.98,2023-05
2923,28.5,77.3,15.17,2023-05
2924,28.5,77.5,15.24,2023-05
2925,28.4,76.7,14.31,2023-05
2926,28.4,76.8,14.34,2023-05
2927,28.4,76.8,14.4,2023-05
2928,28.4,76.9,14.45,2023-05
2929,28.4,77.0,14.4,2023-05
2930,28.4,77.1,14.42,2023-05
2931,28.4,77.2,14.68,2023-05
2932,28.4,77.3,14.98,2023-05
2933,28.4,77.5,15.05,2023-05
2934,28.3,76.7,14.15,2023-05
2935,28.3,76.8,14.14,2023-05
2936,28.3,76.8,14.15,2023-05
2937,28.3,76.9,14.2,2023-05
2938,28.3,77.0,14.25,2023-05
2939,28.3,77.1,14.35,2023-05
2940,28.3,77.2,14.53,2023-05
2941,28.3,77.3,14.75,2023-05
2942,28.3,77.5,14.82,2023-05
2943,28.3,76.7,13.92,2023-05
2944,28.3,76.8,13.89,2023-05
2945,28.3,76.8,13.85,2023-05
2946,28.3,76.9,13.99,2023-05
2947,28.3,77.0,14.22,2023-05
2948,28.3,77.1,14.38,2023-05
2949,28.3,77.2,14.45,2023-05
2950,28.3,77.3,14.51,2023-05
2951,28.3,77.5,14.53,2023-05
2952,29.0,76.7,20.6,2023-06
2953,29.0,76.8,20.68,2023-06
2954,29.0,76.8,20.73,2023-06
2955,29.0,76.9,20.82,2023-06
2956,29.0,77.0,20.94,2023-06
2957,29.0,77.1,20.98,2023-06
2958,29.0,77.2,20.94,2023-06
2959,29.0,77.3,20.86,2023-06
2960,29.0,77.5,20.78,2023-06
2961,28.9,76.7,20.5,2023-06
2962,28.9,76.8,20.58,2023-06
2963,28.9,76.8,20.62,2023-06
2964,28.9,76.9,20.72,2023-06
2965,28.9,77.0,20.87,2023-06
2966,28.9,77.1,20.96,2023-06
2967,28.9,77.2,20.96,2023-06
2968,28.9,77.3,20.92,2023-06
2969,28.9,77.5,20.85,2023-06
2970,28.8,76.7,20.38,2023-06
2971,28.8,76.8,20.47,2023-06
2972,28.8,76.8,20.53,2023-06
2973,28.8,76.9,20.65,2023-06
2974,28.8,77.0,20.78,2023-06
2975,28.8,77.1,20.86,2023-06
2976,28.8,77.2,20.89,2023-06
2977,28.8,77.3,20.9,2023-06
2978,28.8,77.5,20.88,2023-06
2979,28.7,76.7,20.44,2023-06
2980,28.7,76.8,20.48,2023-06
2981,28.7,76.8,20.53,2023-06
2982,28.7,76.9,20.61,2023-06
2983,28.7,77.0,20.73,2023-06
2984,28.7,77.1,20.82,2023-06
2985,28.7,77.2,20.8,2023-06
2986,28.7,77.3,20.83,2023-06
2987,28.7,77.5,20.84,2023-06
2988,28.5,76.7,20.51,2023-06
2989,28.5,76.8,20.55,2023-06
2990,28.5,76.8,20.6,2023-06
2991,28.5,76.9,20.6,2023-06
2992,28.5,77.0,20.57,2023-06
2993,28.5,77.1,20.57,2023-06
2994,28.5,77.2,20.65,2023-06
2995,28.5,77.3,20.76,2023-06
2996,28.5,77.5,20.76,2023-06
2997,28.4,76.7,20.53,2023-06
2998,28.4,76.8,20.59,2023-06
2999,28.4,76.8,20.61,2023-06
3000,28.4,76.9,20.54,2023-06
3001,28.4,77.0,20.39,2023-06
3002,28.4,77.1,20.31,2023-06
3003,28.4,77.2,20.48,2023-06
3004,28.4,77.3,20.68,2023-06
3005,28.4,77.5,20.68,2023-06
3006,28.3,76.7,20.55,2023-06
3007,28.3,76.8,20.55,2023-06
3008,28.3,76.8,20.51,2023-06
3009,28.3,76.9,20.44,2023-06
3010,28.3,77.0,20.36,2023-06
3011,28.3,77.1,20.36,2023-06
3012,28.3,77.2,20.47,2023-06
3013,28.3,77.3,20.6,2023-06
3014,28.3,77.5,20.63,2023-06
3015,28.3,76.7,20.58,2023-06
3016,28.3,76.8,20.47,2023-06
3017,28.3,76.8,20.37,2023-06
3018,28.3,76.9,20.38,2023-06
3019,28.3,77.0,20.47,2023-06
3020,28.3,77.1,20.52,2023-06
3021,28.3,77.2,20.52,2023-06
3022,28.3,77.3,20.52,2023-06
3023,28.3,77.5,20.52,2023-06
3024,29.0,76.7,25.47,2023-07
3025,29.0,76.8,25.48,2023-07
3026,29.0,76.8,25.49,2023-07
3027,29.0,76.9,25.55,2023-07
3028,29.0,77.0,25.61,2023-07
3029,29.0,77.1,25.61,2023-07
3030,29.0,77.2,25.57,2023-07
3031,29.0,77.3,25.57,2023-07
3032,29.0,77.5,25.56,2023-07
3033,28.9,76.7,25.45,2023-07
3034,28.9,76.8,25.49,2023-07
3035,28.9,76.8,25.49,2023-07
3036,28.9,76.9,25.55,2023-07
3037,28.9,77.0,25.63,2023-07
3038,28.9,77.1,25.67,2023-07
3039,28.9,77.2,25.64,2023-07
3040,28.9,77.3,25.62,2023-07
3041,28.9,77.5,25.6,2023-07
3042,28.8,76.7,25.39,2023-07
3043,28.8,76.8,25.45,2023-07
3044,28.8,76.8,25.49,2023-07
3045,28.8,76.9,25.56,2023-07
3046,28.8,77.0,25.64,2023-07
3047,28.8,77.1,25.67,2023-07
3048,28.8,77.2,25.66,2023-07
3049,28.8,77.3,25.64,2023-07
3050,28.8,77.5,25.62,2023-07
3051,28.7,76.7,25.39,2023-07
3052,28.7,76.8,25.43,2023-07
3053,28.7,76.8,25.5,2023-07
3054,28.7,76.9,25.6,2023-07
3055,28.7,77.0,25.7,2023-07
3056,28.7,77.1,25.74,2023-07
3057,28.7,77.2,25.67,2023-07
3058,28.7,77.3,25.67,2023-07
3059,28.7,77.5,25.66,2023-07
3060,28.5,76.7,25.41,2023-07
3061,28.5,76.8,25.45,2023-07
3062,28.5,76.8,25.53,2023-07
3063,28.5,76.9,25.6,2023-07
3064,28.5,77.0,25.62,2023-07
3065,28.5,77.1,25.62,2023-07
3066,28.5,77.2,25.64,2023-07
3067,28.5,77.3,25.7,2023-07
3068,28.5,77.5,25.66,2023-07
3069,28.4,76.7,25.43,2023-07
3070,28.4,76.8,25.49,2023-07
3071,28.4,76.8,25.53,2023-07
3072,28.4,76.9,25.54,2023-07
3073,28.4,77.0,25.5,2023-07
3074,28.4,77.1,25.51,2023-07
3075,28.4,77.2,25.6,2023-07
3076,28.4,77.3,25.72,2023-07
3077,28.4,77.5,25.69,2023-07
3078,28.3,76.7,25.44,2023-07
3079,28.3,76.8,25.47,2023-07
3080,28.3,76.8,25.47,2023-07
3081,28.3,76.9,25.48,2023-07
3082,28.3,77.0,25.49,2023-07
3083,28.3,77.1,25.55,2023-07
3084,28.3,77.2,25.64,2023-07
3085,28.3,77.3,25.73,2023-07
3086,28.3,77.5,25.73,2023-07
3087,28.3,76.7,25.42,2023-07
3088,28.3,76.8,25.4,2023-07
3089,28.3,76.8,25.37,2023-07
3090,28.3,76.9,25.45,2023-07
3091,28.3,77.0,25.6,2023-07
3092,28.3,77.1,25.69,2023-07
3093,28.3,77.2,25.72,2023-07
3094,28.3,77.3,25.72,2023-07
3095,28.3,77.5,25.71,2023-07
3096,29.0,76.7,23.75,2023-08
3097,29.0,76.8,23.86,2023-08
3098,29.0,76.8,23.95,2023-08
3099,29.0,76.9,24.11,2023-08
3100,29.0,77.0,24.28,2023-08
3101,29.0,77.1,24.4,2023-08
3102,29.0,77.2,24.47,2023-08
3103,29.0,77.3,24.57,2023-08
3104,29.0,77.5,24.67,2023-08
3105,28.9,76.7,23.46,2023-08
3106,28.9,76.8,23.61,2023-08
3107,28.9,76.8,23.71,2023-08
3108,28.9,76.9,23.87,2023-08
3109,28.9,77.0,24.11,2023-08
3110,28.9,77.1,24.3,2023-08
3111,28.9,77.2,24.38,2023-08
3112,28.9,77.3,24.48,2023-08
3113,28.9,77.5,24.56,2023-08
3114,28.8,76.7,23.12,2023-08
3115,28.8,76.8,23.32,2023-08
3116,28.8,76.8,23.48,2023-08
3117,28.8,76.9,23.7,2023-08
3118,28.8,77.0,23.93,2023-08
3119,28.8,77.1,24.11,2023-08
3120,28.8,77.2,24.24,2023-08
3121,28.8,77.3,24.36,2023-08
3122,28.8,77.5,24.44,2023-08
3123,28.7,76.7,23.06,2023-08
3124,28.7,76.8,23.21,2023-08
3125,28.7,76.8,23.39,2023-08
3126,28.7,76.9,23.63,2023-08
3127,28.7,77.0,23.91,2023-08
3128,28.7,77.1,24.11,2023-08
3129,28.7,77.2,24.15,2023-08
3130,28.7,77.3,24.29,2023-08
3131,28.7,77.5,24.4,2023-08
3132,28.5,76.7,23.04,2023-08
3133,28.5,76.8,23.15,2023-08
3134,28.5,76.8,23.34,2023-08
3135,28.5,76.9,23.54,2023-08
3136,28.5,77.0,23.72,2023-08
3137,28.5,77.1,23.85,2023-08
3138,28.5,77.2,24.03,2023-08
3139,28.5,77.3,24.23,2023-08
3140,28.5,77.5,24.33,2023-08
3141,28.4,76.7,22.96,2023-08
3142,28.4,76.8,23.11,2023-08
3143,28.4,76.8,23.26,2023-08
3144,28.4,76.9,23.39,2023-08
3145,28.4,77.0,23.49,2023-08
3146,28.4,77.1,23.62,2023-08
3147,28.4,77.2,23.89,2023-08
3148,28.4,77.3,24.18,2023-08
3149,28.4,77.5,24.28,2023-08
3150,28.3,76.7,22.92,2023-08
3151,28.3,76.8,23.03,2023-08
3152,28.3,76.8,23.13,2023-08
3153,28.3,76.9,23.27,2023-08
3154,28.3,77.0,23.4,2023-08
3155,28.3,77.1,23.6,2023-08
3156,28.3,77.2,23.87,2023-08
3157,28.3,77.3,24.13,2023-08
3158,28.3,77.5,24.27,2023-08
3159,28.3,76.7,22.83,2023-08
3160,28.3,76.8,22.88,2023-08
3161,28.3,76.8,22.94,2023-08
3162,28.3,76.9,23.16,2023-08
3163,28.3,77.0,23.45,2023-08
3164,28.3,77.1,23.69,2023-08
3165,28.3,77.2,23.88,2023-08
3166,28.3,77.3,24.05,2023-08
3167,28.3,77.5,24.19,2023-08
3168,29.0,76.7,22.91,2023-09
3169,29.0,76.8,22.97,2023-09
3170,29.0,76.8,23.02,2023-09
3171,29.0,76.9,23.17,2023-09
3172,29.0,77.0,23.34,2023-09
3173,29.0,77.1,23.44,2023-09
3174,29.0,77.2,23.51,2023-09
3175,29.0,77.3,23.64,2023-09
3176,29.0,77.5,23.75,2023-09
3177,28.9,76.7,22.72,2023-09
3178,28.9,76.8,22.83,2023-09
3179,28.9,76.8,22.89,2023-09
3180,28.9,76.9,23.04,2023-09
3181,28.9,77.0,23.24,2023-09
3182,28.9,77.1,23.41,2023-09
3183,28.9,77.2,23.49,2023-09
3184,28.9,77.3,23.59,2023-09
3185,28.9,77.5,23.7,2023-09
3186,28.8,76.7,22.47,2023-09
3187,28.8,76.8,22.62,2023-09
3188,28.8,76.8,22.76,2023-09
3189,28.8,76.9,22.94,2023-09
3190,28.8,77.0,23.12,2023-09
3191,28.8,77.1,23.29,2023-09
3192,28.8,77.2,23.42,2023-09
3193,28.8,77.3,23.55,2023-09
3194,28.8,77.5,23.64,2023-09
3195,28.7,76.7,22.38,2023-09
3196,28.7,76.8,22.5,2023-09
3197,28.7,76.8,22.68,2023-09
3198,28.7,76.9,22.92,2023-09
3199,28.7,77.0,23.14,2023-09
3200,28.7,77.1,23.29,2023-09
3201,28.7,77.2,23.4,2023-09
3202,28.7,77.3,23.54,2023-09
3203,28.7,77.5,23.66,2023-09
3204,28.5,76.7,22.32,2023-09
3205,28.5,76.8,22.42,2023-09
3206,28.5,76.8,22.59,2023-09
3207,28.5,76.9,22.83,2023-09
3208,28.5,77.0,23.01,2023-09
3209,28.5,77.1,23.13,2023-09
3210,28.5,77.2,23.34,2023-09
3211,28.5,77.3,23.54,2023-09
3212,28.5,77.5,23.63,2023-09
3213,28.4,76.7,22.23,2023-09
3214,28.4,76.8,22.36,2023-09
3215,28.4,76.8,22.5,2023-09
3216,28.4,76.9,22.68,2023-09
3217,28.4,77.0,22.81,2023-09
3218,28.4,77.1,22.97,2023-09
3219,28.4,77.2,23.24,2023-09
3220,28.4,77.3,23.53,2023-09
3221,28.4,77.5,23.61,2023-09
3222,28.3,76.7,22.19,2023-09
3223,28.3,76.8,22.3,2023-09
3224,28.3,76.8,22.4,2023-09
3225,28.3,76.9,22.58,2023-09
3226,28.3,77.0,22.74,2023-09
3227,28.3,77.1,22.96,2023-09
3228,28.3,77.2,23.25,2023-09
3229,28.3,77.3,23.51,2023-09
3230,28.3,77.5,23.65,2023-09
3231,28.3,76.7,22.09,2023-09
3232,28.3,76.8,22.16,2023-09
3233,28.3,76.8,22.24,2023-09
3234,28.3,76.9,22.47,2023-09
3235,28.3,77.0,22.79,2023-09
3236,28.3,77.1,23.05,2023-09
3237,28.3,77.2,23.26,2023-09
3238,28.3,77.3,23.46,2023-09
3239,28.3,77.5,23.6,2023-09
3240,29.0,76.7,15.68,2023-10
3241,29.0,76.8,15.65,2023-10
3242,29.0,76.8,15.64,2023-10
3243,29.0,76.9,15.86,2023-10
3244,29.0,77.0,16.08,2023-10
3245,29.0,77.1,16.16,2023-10
3246,29.0,77.2,16.32,2023-10
3247,29.0,77.3,16.5,2023-10
3248,29.0,77.5,16.64,2023-10
3249,28.9,76.7,15.33,2023-10
3250,28.9,76.8,15.38,2023-10
3251,28.9,76.8,15.4,2023-10
3252,28.9,76.9,15.58,2023-10
3253,28.9,77.0,15.75,2023-10
3254,28.9,77.1,15.93,2023-10
3255,28.9,77.2,16.1,2023-10
3256,28.9,77.3,16.28,2023-10
3257,28.9,77.5,16.43,2023-10
3258,28.8,76.7,14.93,2023-10
3259,28.8,76.8,15.02,2023-10
3260,28.8,76.8,15.12,2023-10
3261,28.8,76.9,15.27,2023-10
3262,28.8,77.0,15.43,2023-10
3263,28.8,77.1,15.62,2023-10
3264,28.8,77.2,15.84,2023-10
3265,28.8,77.3,16.07,2023-10
3266,28.8,77.5,16.25,2023-10
3267,28.7,76.7,14.74,2023-10
3268,28.7,76.8,14.8,2023-10
3269,28.7,76.8,14.94,2023-10
3270,28.7,76.9,15.18,2023-10
3271,28.7,77.0,15.38,2023-10
3272,28.7,77.1,15.55,2023-10
3273,28.7,77.2,15.76,2023-10
3274,28.7,77.3,16.03,2023-10
3275,28.7,77.5,16.28,2023-10
3276,28.5,76.7,14.57,2023-10
3277,28.5,76.8,14.62,2023-10
3278,28.5,76.8,14.75,2023-10
3279,28.5,76.9,15.02,2023-10
3280,28.5,77.0,15.2,2023-10
3281,28.5,77.1,15.31,2023-10
3282,28.5,77.2,15.68,2023-10
3283,28.5,77.3,16.04,2023-10
3284,28.5,77.5,16.28,2023-10
3285,28.4,76.7,14.35,2023-10
3286,28.4,76.8,14.43,2023-10
3287,28.4,76.8,14.54,2023-10
3288,28.4,76.9,14.76,2023-10
3289,28.4,77.0,14.89,2023-10
3290,28.4,77.1,15.1,2023-10
3291,28.4,77.2,15.57,2023-10
3292,28.4,77.3,16.04,2023-10
3293,28.4,77.5,16.27,2023-10
3294,28.3,76.7,14.19,2023-10
3295,28.3,76.8,14.26,2023-10
3296,28.3,76.8,14.34,2023-10
3297,28.3,76.9,14.54,2023-10
3298,28.3,77.0,14.75,2023-10
3299,28.3,77.1,15.08,2023-10
3300,28.3,77.2,15.56,2023-10
3301,28.3,77.3,16.01,2023-10
3302,28.3,77.5,16.3,2023-10
3303,28.3,76.7,13.95,2023-10
3304,28.3,76.8,14.0,2023-10
3305,28.3,76.8,14.07,2023-10
3306,28.3,76.9,14.35,2023-10
3307,28.3,77.0,14.75,2023-10
3308,28.3,77.1,15.13,2023-10
3309,28.3,77.2,15.54,2023-10
3310,28.3,77.3,15.94,2023-10
3311,28.3,77.5,16.25,2023-10
3312,29.0,76.7,13.66,2023-11
3313,29.0,76.8,13.64,2023-11
3314,29.0,76.8,13.64,2023-11
3315,29.0,76.9,13.81,2023-11
3316,29.0,77.0,13.97,2023-11
3317,29.0,77.1,14.01,2023-11
3318,29.0,77.2,14.04,2023-11
3319,29.0,77.3,14.05,2023-11
3320,29.0,77.5,14.07,2023-11
3321,28.9,76.7,13.57,2023-11
3322,28.9,76.8,13.6,2023-11
3323,28.9,76.8,13.61,2023-11
3324,28.9,76.9,13.74,2023-11
3325,28.9,77.0,13.84,2023-11
3326,28.9,77.1,13.92,2023-11
3327,28.9,77.2,13.99,2023-11
3328,28.9,77.3,14.03,2023-11
3329,28.9,77.5,14.07,2023-11
3330,28.8,76.7,13.43,2023-11
3331,28.8,76.8,13.48,2023-11
3332,28.8,76.8,13.54,2023-11
3333,28.8,76.9,13.63,2023-11
3334,28.8,77.0,13.71,2023-11
3335,28.8,77.1,13.79,2023-11
3336,28.8,77.2,13.87,2023-11
3337,28.8,77.3,13.96,2023-11
3338,28.8,77.5,14.04,2023-11
3339,28.7,76.7,13.27,2023-11
3340,28.7,76.8,13.31,2023-11
3341,28.7,76.8,13.44,2023-11
3342,28.7,76.9,13.6,2023-11
3343,28.7,77.0,13.73,2023-11
3344,28.7,77.1,13.8,2023-11
3345,28.7,77.2,13.84,2023-11
3346,28.7,77.3,13.95,2023-11
3347,28.7,77.5,14.04,2023-11
3348,28.5,76.7,13.14,2023-11
3349,28.5,76.8,13.2,2023-11
3350,28.5,76.8,13.33,2023-11
3351,28.5,76.9,13.5,2023-11
3352,28.5,77.0,13.59,2023-11
3353,28.5,77.1,13.63,2023-11
3354,28.5,77.2,13.79,2023-11
3355,28.5,77.3,13.96,2023-11
3356,28.5,77.5,14.04,2023-11
3357,28.4,76.7,13.0,2023-11
3358,28.4,76.8,13.09,2023-11
3359,28.4,76.8,13.19,2023-11
3360,28.4,76.9,13.3,2023-11
3361,28.4,77.0,13.34,2023-11
3362,28.4,77.1,13.45,2023-11
3363,28.4,77.2,13.69,2023-11
3364,28.4,77.3,13.95,2023-11
3365,28.4,77.5,14.02,2023-11
3366,28.3,76.7,12.91,2023-11
3367,28.3,76.8,12.94,2023-11
3368,28.3,76.8,13.0,2023-11
3369,28.3,76.9,13.1,2023-11
3370,28.3,77.0,13.21,2023-11
3371,28.3,77.1,13.4,2023-11
3372,28.3,77.2,13.66,2023-11
3373,28.3,77.3,13.9,2023-11
3374,28.3,77.5,14.01,2023-11
3375,28.3,76.7,12.85,2023-11
3376,28.3,76.8,12.77,2023-11
3377,28.3,76.8,12.77,2023-11
3378,28.3,76.9,12.94,2023-11
3379,28.3,77.0,13.2,2023-11
3380,28.3,77.1,13.43,2023-11
3381,28.3,77.2,13.63,2023-11
3382,28.3,77.3,13.81,2023-11
3383,28.3,77.5,13.93,2023-11
3384,29.0,76.7,9.92,2023-12
3385,29.0,76.8,9.92,2023-12
3386,29.0,76.8,9.94,2023-12
3387,29.0,76.9,10.03,2023-12
3388,29.0,77.0,10.13,2023-12
3389,29.0,77.1,10.2,2023-12
3390,29.0,77.2,10.17,2023-12
3391,29.0,77.3,10.13,2023-12
3392,29.0,77.5,10.1,2023-12
3393,28.9,76.7,9.89,2023-12
3394,28.9,76.8,9.92,2023-12
3395,28.9,76.8,9.94,2023-12
3396,28.9,76.9,10.02,2023-12
3397,28.9,77.0,10.1,2023-12
3398,28.9,77.1,10.14,2023-12
3399,28.9,77.2,10.17,2023-12
3400,28.9,77.3,10.15,2023-12
3401,28.9,77.5,10.13,2023-12
3402,28.8,76.7,9.84,2023-12
3403,28.8,76.8,9.88,2023-12
3404,28.8,76.8,9.92,2023-12
3405,28.8,76.9,9.99,2023-12
3406,28.8,77.0,10.05,2023-12
3407,28.8,77.1,10.09,2023-12
3408,28.8,77.2,10.1,2023-12
3409,28.8,77.3,10.1,2023-12
3410,28.8,77.5,10.13,2023-12
3411,28.7,76.7,9.72,2023-12
3412,28.7,76.8,9.76,2023-12
3413,28.7,76.8,9.83,2023-12
3414,28.7,76.9,9.92,2023-12
3415,28.7,77.0,10.02,2023-12
3416,28.7,77.1,10.08,2023-12
3417,28.7,77.2,10.03,2023-12
3418,28.7,77.3,10.06,2023-12
3419,28.7,77.5,10.12,2023-12
3420,28.5,76.7,9.62,2023-12
3421,28.5,76.8,9.67,2023-12
3422,28.5,76.8,9.75,2023-12
3423,28.5,76.9,9.83,2023-12
3424,28.5,77.0,9.87,2023-12
3425,28.5,77.1,9.91,2023-12
3426,28.5,77.2,9.96,2023-12
3427,28.5,77.3,10.06,2023-12
3428,28.5,77.5,10.13,2023-12
3429,28.4,76.7,9.52,2023-12
3430,28.4,76.8,9.58,2023-12
3431,28.4,76.8,9.65,2023-12
3432,28.4,76.9,9.69,2023-12
3433,28.4,77.0,9.69,2023-12
3434,28.4,77.1,9.75,2023-12
3435,28.4,77.2,9.91,2023-12
3436,28.4,77.3,10.07,2023-12
3437,28.4,77.5,10.14,2023-12
3438,28.3,76.7,9.47,2023-12
3439,28.3,76.8,9.5,2023-12
3440,28.3,76.8,9.54,2023-12
3441,28.3,76.9,9.58,2023-12
3442,28.3,77.0,9.63,2023-12
3443,28.3,77.1,9.75,2023-12
3444,28.3,77.2,9.9,2023-12
3445,28.3,77.3,10.05,2023-12
3446,28.3,77.5,10.12,2023-12
3447,28.3,76.7,9.46,2023-12
3448,28.3,76.8,9.41,2023-12
3449,28.3,76.8,9.4,2023-12
3450,28.3,76.9,9.5,2023-12
3451,28.3,77.0,9.65,2023-12
3452,28.3,77.1,9.79,2023-12
3453,28.3,77.2,9.91,2023-12
3454,28.3,77.3,10.01,2023-12
3455,28.3,77.5,10.08,2023-12
