Unnamed: 0_x,latitude,longitude,tp_mm,month,dataValue,wellDepth,tmean_C,Unnamed: 0_y,d2m_C,evap_mm
314,28.8,77.2,0.0,2022-11,9.2,101.0,19.708948,2472,12.79,-1.3832995
315,28.5,76.9,0.0,2022-11,0.84,28.0,20.247078,2487,12.2,-1.2851639
316,28.5,76.9,0.0,2022-11,6.33,100.0,20.247078,2487,12.2,-1.2851639
317,28.5,76.9,0.0,2022-11,6.12,40.0,20.247078,2487,12.2,-1.2851639
318,28.5,76.9,0.0,2022-11,2.58,15.0,20.247078,2487,12.2,-1.2851639
319,28.5,76.9,0.0,2022-11,10.62,100.0,20.247078,2487,12.2,-1.2851639
320,28.5,77.0,0.0,2022-11,7.52,75.0,20.11696,2488,12.38,-1.2498784
321,28.5,77.0,0.0,2022-11,-13.89,,20.11696,2488,12.38,-1.2498784
322,28.5,77.0,0.0,2022-11,13.14,105.0,20.11696,2488,12.38,-1.2498784
323,28.5,77.0,0.0,2022-11,-15.56,,20.11696,2488,12.38,-1.2498784
324,28.5,77.0,0.0,2022-11,14.15,125.0,20.11696,2488,12.38,-1.2498784
325,28.5,77.1,0.0,2022-11,13.65,55.0,20.030918,2489,12.5,-1.311694
326,28.5,77.1,0.0,2022-11,13.08,100.0,20.030918,2489,12.5,-1.311694
327,28.5,77.1,0.0,2022-11,2.66,20.0,20.030918,2489,12.5,-1.311694
328,28.5,77.1,0.0,2022-11,43.04,65.0,20.030918,2489,12.5,-1.311694
329,28.5,77.1,0.0,2022-11,14.26,100.0,20.030918,2489,12.5,-1.311694
330,28.5,77.1,0.0,2022-11,31.68,43.0,20.030918,2489,12.5,-1.311694
331,28.5,77.2,0.0,2022-11,44.7,150.0,19.966936,2490,12.59,-1.4497555
332,28.5,77.2,0.0,2022-11,39.04,94.5,19.966936,2490,12.59,-1.4497555
333,28.5,77.2,0.0,2022-11,23.95,104.0,19.966936,2490,12.59,-1.4497555
334,28.5,77.3,0.0,2022-11,8.0,75.0,19.914347,2491,12.71,-1.3527994
335,28.5,77.3,0.0,2022-11,9.64,45.0,19.914347,2491,12.71,-1.3527994
336,28.4,77.1,0.0,2022-11,51.69,65.0,19.982546,2498,12.28,-1.3635303
337,28.4,77.1,0.0,2022-11,10.07,100.0,19.982546,2498,12.28,-1.3635303
338,28.4,77.1,0.0,2022-11,66.75,82.0,19.982546,2498,12.28,-1.3635303
339,28.4,77.1,0.0,2022-11,64.74,90.0,19.982546,2498,12.28,-1.3635303
340,28.4,77.2,0.0,2022-11,16.0,35.0,20.047207,2499,12.44,-1.3771396
341,28.4,77.2,0.0,2022-11,39.17,86.5,20.047207,2499,12.44,-1.3771396
342,28.5,76.9,0.0,2022-12,-10.74,,15.112218,2559,8.3,-0.64973414
343,28.5,77.0,0.0,2022-12,-8.03,,15.06915,2560,8.39,-0.58360255
344,28.5,77.0,0.0,2022-12,-14.28,,15.06915,2560,8.39,-0.58360255
345,28.5,77.0,0.0,2022-12,-15.37,,15.06915,2560,8.39,-0.58360255
346,28.4,77.1,0.0,2022-12,-66.86,,15.110593,2570,8.27,-0.6188449
347,28.5,76.9,0.0,2023-01,-10.72,,12.583719,2631,7.85,-0.61189055
348,28.5,77.0,0.0,2023-01,-8.3,,12.58034,2632,7.94,-0.599088
349,28.5,77.0,0.0,2023-01,-14.86,,12.58034,2632,7.94,-0.599088
350,28.5,77.0,0.0,2023-01,-15.14,,12.58034,2632,7.94,-0.599088
351,28.4,77.1,0.0,2023-01,-66.83,,12.616508,2642,7.82,-0.5956545
352,28.5,76.9,0.0,2023-02,-10.69,,18.8678,2703,9.56,-1.0434434
353,28.5,77.0,0.0,2023-02,-8.63,,18.78801,2704,9.65,-0.9278826
354,28.5,77.0,0.0,2023-02,-15.12,,18.78801,2704,9.65,-0.9278826
355,28.5,77.0,0.0,2023-02,-14.94,,18.78801,2704,9.65,-0.9278826
356,28.4,77.1,0.0,2023-02,-66.77,,18.838139,2714,9.36,-0.93238485
357,28.5,76.9,0.0,2023-03,-10.69,,22.40761,2775,13.63,-1.2270684
358,28.5,77.0,0.0,2023-03,-8.93,,22.276209,2776,13.66,-1.2508374
359,28.5,77.0,0.0,2023-03,-15.84,,22.276209,2776,13.66,-1.2508374
360,28.5,77.0,0.0,2023-03,-14.78,,22.276209,2776,13.66,-1.2508374
361,28.4,77.1,0.0,2023-03,-66.89,,22.272406,2786,13.28,-1.2782012
362,28.8,77.0,0.0,2023-04,-19.83,,26.465183,2830,10.82,-1.324561
363,28.8,77.2,0.0,2023-04,-9.77,,26.384958,2832,10.86,-1.4976544
364,28.5,76.9,0.0,2023-04,-10.64,,26.981106,2847,10.27,-1.4012451
365,28.5,77.0,0.0,2023-04,-9.11,,26.841461,2848,10.36,-1.3152742
366,28.5,77.0,0.0,2023-04,-17.26,,26.841461,2848,10.36,-1.3152742
367,28.5,77.0,0.0,2023-04,-14.64,,26.841461,2848,10.36,-1.3152742
368,28.5,77.2,0.0,2023-04,-23.33,,26.766642,2850,10.44,-1.5800934
369,28.4,77.1,0.0,2023-04,-66.94,,26.80434,2858,9.97,-1.2674654
370,28.8,76.9,0.0,2023-05,-4.61,,29.26264,2901,14.87,-1.4759252
371,28.8,77.0,0.0,2023-05,-3.15,,29.203028,2902,15.05,-1.5346962
372,28.8,77.0,0.0,2023-05,-7.52,,29.203028,2902,15.05,-1.5346962
373,28.8,77.0,0.0,2023-05,-19.72,,29.203028,2902,15.05,-1.5346962
374,28.8,77.1,0.0,2023-05,-9.13,,29.090124,2903,15.21,-1.6785504
375,28.8,77.1,0.0,2023-05,-7.75,,29.090124,2903,15.21,-1.6785504
376,28.8,77.1,0.0,2023-05,-21.15,,29.090124,2903,15.21,-1.6785504
377,28.8,77.2,0.0,2023-05,-9.9,,28.95148,2904,15.34,-1.8125536
378,28.5,76.9,0.0,2023-05,-10.63,,29.610682,2919,14.64,-1.7004622
379,28.5,77.0,0.0,2023-05,-9.36,,29.46404,2920,14.75,-1.7237837
380,28.5,77.0,0.0,2023-05,-18.15,,29.46404,2920,14.75,-1.7237837
381,28.5,77.0,0.0,2023-05,-14.53,,29.46404,2920,14.75,-1.7237837
382,28.5,77.2,0.0,2023-05,-38.37,,29.30108,2922,14.98,-1.9753687
383,28.5,77.2,0.0,2023-05,-23.29,,29.30108,2922,14.98,-1.9753687
384,28.5,77.3,0.0,2023-05,-9.78,,29.284945,2923,15.17,-1.8605847
385,28.4,77.1,0.0,2023-05,-67.09,,29.379246,2930,14.42,-1.7622277
386,28.4,77.2,0.0,2023-05,-47.08,,29.465958,2931,14.68,-1.8141178
387,28.8,76.9,0.0,2023-06,-4.6,,31.443874,2973,20.65,-1.1757472
388,28.8,77.0,0.0,2023-06,-2.94,,31.34639,2974,20.78,-1.1935056
389,28.8,77.0,0.0,2023-06,-7.58,,31.34639,2974,20.78,-1.1935056
390,28.8,77.0,0.0,2023-06,-20.12,,31.34639,2974,20.78,-1.1935056
391,28.8,77.1,0.0,2023-06,-9.04,,31.233334,2975,20.86,-1.2932259
392,28.8,77.1,0.0,2023-06,-7.83,,31.233334,2975,20.86,-1.2932259
393,28.8,77.1,0.0,2023-06,-21.65,,31.233334,2975,20.86,-1.2932259
394,28.8,77.2,0.0,2023-06,-10.47,,31.13751,2976,20.89,-1.3446519
395,28.5,76.9,0.0,2023-06,-10.61,,31.602312,2991,20.6,-1.3165786
396,28.5,77.0,0.0,2023-06,-9.4,,31.48476,2992,20.57,-1.2543004
397,28.5,77.0,0.0,2023-06,-19.04,,31.48476,2992,20.57,-1.2543004
398,28.5,77.0,0.0,2023-06,-14.41,,31.48476,2992,20.57,-1.2543004
399,28.5,77.2,0.0,2023-06,-38.16,,31.349892,2994,20.65,-1.4484727
400,28.5,77.2,0.0,2023-06,-23.03,,31.349892,2994,20.65,-1.4484727
401,28.5,77.3,0.0,2023-06,-9.85,,31.343763,2995,20.76,-1.3539237
402,28.4,77.1,0.0,2023-06,-67.22,,31.33092,3002,20.31,-1.2000365
403,28.4,77.2,0.0,2023-06,-47.61,,31.393452,3003,20.48,-1.3253666
404,28.8,76.9,0.0,2023-07,-3.74,,29.240505,3045,25.56,-2.1861901
405,28.8,77.0,0.0,2023-07,-1.45,,29.15176,3046,25.64,-2.22722
406,28.8,77.0,0.0,2023-07,-6.96,,29.15176,3046,25.64,-2.22722
407,28.8,77.0,0.0,2023-07,-20.44,,29.15176,3046,25.64,-2.22722
408,28.8,77.1,0.0,2023-07,-9.16,,29.047289,3047,25.67,-2.2629735
409,28.8,77.1,0.0,2023-07,-17.96,,29.047289,3047,25.67,-2.2629735
410,28.8,77.1,0.0,2023-07,-22.29,,29.047289,3047,25.67,-2.2629735
411,28.8,77.2,0.0,2023-07,-7.87,,28.936556,3048,25.66,-2.3084884
412,28.5,76.9,0.0,2023-07,-10.41,,29.36237,3063,25.6,-2.1307743
413,28.5,77.0,0.0,2023-07,-8.79,,29.170198,3064,25.62,-2.2281926
414,28.5,77.0,0.0,2023-07,-18.94,,29.170198,3064,25.62,-2.2281926
415,28.5,77.0,0.0,2023-07,-14.19,,29.170198,3064,25.62,-2.2281926
416,28.5,77.2,0.0,2023-07,-38.05,,29.002855,3066,25.64,-2.3339772
417,28.5,77.2,0.0,2023-07,-22.93,,29.002855,3066,25.64,-2.3339772
418,28.5,77.3,0.0,2023-07,-9.27,,28.975916,3067,25.7,-2.2758453
419,28.4,77.1,0.0,2023-07,-67.23,,28.95058,3074,25.51,-2.3994582
420,28.4,77.2,0.0,2023-07,-43.52,,29.004295,3075,25.6,-2.3064795
421,28.8,76.9,0.0,2023-08,-3.37,,30.09117,3117,23.7,-2.7992063
422,28.8,77.0,0.0,2023-08,-1.13,,29.958574,3118,23.93,-2.8742778
423,28.8,77.0,0.0,2023-08,-6.79,,29.958574,3118,23.93,-2.8742778
424,28.8,77.0,0.0,2023-08,-20.39,,29.958574,3118,23.93,-2.8742778
425,28.8,77.1,0.0,2023-08,-9.11,,29.798279,3119,24.11,-2.949721
426,28.8,77.1,0.0,2023-08,-6.87,,29.798279,3119,24.11,-2.949721
427,28.8,77.1,0.0,2023-08,26.06,35.0,29.798279,3119,24.11,-2.949721
428,28.8,77.1,0.0,2023-08,-22.57,,29.798279,3119,24.11,-2.949721
429,28.8,77.2,0.0,2023-08,-7.21,,29.626375,3120,24.24,-3.0028179
430,28.5,76.9,0.0,2023-08,-10.22,,30.181335,3135,23.54,-2.7043228
431,28.5,77.0,0.0,2023-08,-8.34,,29.93286,3136,23.72,-2.828992
432,28.5,77.0,0.0,2023-08,-18.01,,29.93286,3136,23.72,-2.828992
433,28.5,77.0,0.0,2023-08,-13.92,,29.93286,3136,23.72,-2.828992
434,28.5,77.2,0.0,2023-08,-37.78,,29.65696,3138,24.03,-3.0765355
435,28.5,77.2,0.0,2023-08,-22.68,,29.65696,3138,24.03,-3.0765355
436,28.5,77.3,0.0,2023-08,-8.46,,29.59559,3139,24.23,-2.988431
437,28.4,77.1,0.0,2023-08,-67.29,,29.594294,3146,23.62,-3.0613656
438,28.4,77.2,0.0,2023-08,-34.71,,29.619627,3147,23.89,-3.0365062
439,28.8,76.9,0.0,2023-09,-3.71,,29.011301,3189,22.94,-2.3763278
440,28.8,77.0,0.0,2023-09,-1.57,,28.930187,3190,23.12,-2.4164422
441,28.8,77.0,0.0,2023-09,9.76,85.0,28.930187,3190,23.12,-2.4164422
442,28.8,77.0,0.0,2023-09,-7.1,,28.930187,3190,23.12,-2.4164422
443,28.8,77.0,0.0,2023-09,-20.29,,28.930187,3190,23.12,-2.4164422
444,28.8,77.1,0.0,2023-09,-8.8,,28.800112,3191,23.29,-2.5078278
445,28.8,77.1,0.0,2023-09,-9.16,,28.800112,3191,23.29,-2.5078278
446,28.8,77.1,0.0,2023-09,13.51,40.0,28.800112,3191,23.29,-2.5078278
447,28.8,77.1,0.0,2023-09,18.28,15.55,28.800112,3191,23.29,-2.5078278
448,28.8,77.1,0.0,2023-09,-22.55,,28.800112,3191,23.29,-2.5078278
449,28.8,77.2,0.0,2023-09,9.35,178.0,28.637074,3192,23.42,-2.592941
450,28.8,77.2,0.0,2023-09,9.29,38.0,28.637074,3192,23.42,-2.592941
451,28.8,77.2,0.0,2023-09,10.29,64.0,28.637074,3192,23.42,-2.592941
452,28.8,77.2,0.0,2023-09,-8.69,,28.637074,3192,23.42,-2.592941
453,28.5,76.9,0.0,2023-09,9.49,50.0,29.139263,3207,22.83,-2.3055246
454,28.5,76.9,0.0,2023-09,6.75,40.0,29.139263,3207,22.83,-2.3055246
455,28.5,76.9,0.0,2023-09,1.19,38.0,29.139263,3207,22.83,-2.3055246
456,28.5,76.9,0.0,2023-09,-10.03,,29.139263,3207,22.83,-2.3055246
457,28.5,76.9,0.0,2023-09,11.84,58.0,29.139263,3207,22.83,-2.3055246
458,28.5,77.0,0.0,2023-09,-8.43,,28.908651,3208,23.01,-2.3966773
459,28.5,77.0,0.0,2023-09,-18.14,,28.908651,3208,23.01,-2.3966773
460,28.5,77.0,0.0,2023-09,-13.72,,28.908651,3208,23.01,-2.3966773
461,28.5,77.2,0.0,2023-09,-37.75,,28.61795,3210,23.34,-2.7215915
462,28.5,77.2,0.0,2023-09,-22.39,,28.61795,3210,23.34,-2.7215915
463,28.5,77.3,0.0,2023-09,-8.45,,28.541487,3211,23.54,-2.6355734
464,28.4,77.1,0.0,2023-09,-67.4,,28.590166,3218,22.97,-2.562945
465,28.4,77.2,0.0,2023-09,-36.3,,28.580053,3219,23.24,-2.6575155
466,28.8,76.9,0.0,2023-10,-4.01,,25.611916,3261,15.27,-1.3665059
467,28.8,77.0,0.0,2023-10,-2.03,,25.613707,3262,15.43,-1.3212881
468,28.8,77.0,0.0,2023-10,9.99,85.0,25.613707,3262,15.43,-1.3212881
469,28.8,77.0,0.0,2023-10,-7.05,,25.613707,3262,15.43,-1.3212881
470,28.8,77.0,0.0,2023-10,0.0,45.0,25.613707,3262,15.43,-1.3212881
471,28.8,77.0,0.0,2023-10,-19.85,,25.613707,3262,15.43,-1.3212881
472,28.8,77.1,0.0,2023-10,-8.48,,25.514074,3263,15.62,-1.4115373
473,28.8,77.1,0.0,2023-10,-12.21,,25.514074,3263,15.62,-1.4115373
474,28.8,77.1,0.0,2023-10,10.42,40.0,25.514074,3263,15.62,-1.4115373
475,28.8,77.1,0.0,2023-10,18.2,15.55,25.514074,3263,15.62,-1.4115373
476,28.8,77.1,0.0,2023-10,0.0,45.0,25.514074,3263,15.62,-1.4115373
477,28.8,77.1,0.0,2023-10,-22.36,,25.514074,3263,15.62,-1.4115373
478,28.8,77.2,0.0,2023-10,5.63,178.0,25.334904,3264,15.84,-1.5444628
479,28.8,77.2,0.0,2023-10,5.56,38.0,25.334904,3264,15.84,-1.5444628
480,28.8,77.2,0.0,2023-10,9.23,64.0,25.334904,3264,15.84,-1.5444628
481,28.8,77.2,0.0,2023-10,-10.08,,25.334904,3264,15.84,-1.5444628
482,28.5,76.9,0.0,2023-10,6.85,50.0,25.855259,3279,15.02,-1.4531775
483,28.5,76.9,0.0,2023-10,6.68,40.0,25.855259,3279,15.02,-1.4531775
484,28.5,76.9,0.0,2023-10,1.44,38.0,25.855259,3279,15.02,-1.4531775
485,28.5,76.9,0.0,2023-10,-9.94,,25.855259,3279,15.02,-1.4531775
486,28.5,76.9,0.0,2023-10,9.27,58.0,25.855259,3279,15.02,-1.4531775
487,28.5,77.0,0.0,2023-10,-8.75,,25.711428,3280,15.2,-1.41874
488,28.5,77.0,0.0,2023-10,-18.8,,25.711428,3280,15.2,-1.41874
489,28.5,77.0,0.0,2023-10,-13.61,,25.711428,3280,15.2,-1.41874
490,28.5,77.2,0.0,2023-10,-37.56,,25.396044,3282,15.68,-1.8843849
491,28.5,77.2,0.0,2023-10,-22.11,,25.396044,3282,15.68,-1.8843849
492,28.5,77.3,0.0,2023-10,-8.61,,25.271101,3283,16.04,-1.8063693
493,28.4,77.1,0.0,2023-10,-67.5,,25.474932,3290,15.1,-1.5716861
494,28.4,77.2,0.0,2023-10,-38.1,,25.402058,3291,15.57,-1.801461
495,28.8,76.9,0.0,2023-11,-4.2,,20.924942,3333,13.63,-0.40725157
496,28.8,77.0,0.0,2023-11,-2.16,,20.942026,3334,13.71,-0.40307868
497,28.8,77.0,0.0,2023-11,10.01,85.0,20.942026,3334,13.71,-0.40307868
498,28.8,77.0,0.0,2023-11,-7.17,,20.942026,3334,13.71,-0.40307868
499,28.8,77.0,0.0,2023-11,0.0,45.0,20.942026,3334,13.71,-0.40307868
500,28.8,77.0,0.0,2023-11,-19.51,,20.942026,3334,13.71,-0.40307868
501,28.8,77.1,0.0,2023-11,-8.47,,20.888494,3335,13.79,-0.4739747
502,28.8,77.1,0.0,2023-11,-6.36,,20.888494,3335,13.79,-0.4739747
503,28.8,77.1,0.0,2023-11,10.13,40.0,20.888494,3335,13.79,-0.4739747
504,28.8,77.1,0.0,2023-11,17.67,15.55,20.888494,3335,13.79,-0.4739747
505,28.8,77.1,0.0,2023-11,0.0,45.0,20.888494,3335,13.79,-0.4739747
506,28.8,77.1,0.0,2023-11,-21.83,,20.888494,3335,13.79,-0.4739747
507,28.8,77.2,0.0,2023-11,5.76,178.0,20.783085,3336,13.87,-0.52634025
508,28.8,77.2,0.0,2023-11,5.55,38.0,20.783085,3336,13.87,-0.52634025
509,28.8,77.2,0.0,2023-11,9.28,64.0,20.783085,3336,13.87,-0.52634025
510,28.8,77.2,0.0,2023-11,-9.78,,20.783085,3336,13.87,-0.52634025
511,28.5,76.9,0.0,2023-11,6.79,50.0,21.125614,3351,13.5,-0.4962359
512,28.5,76.9,0.0,2023-11,6.6,40.0,21.125614,3351,13.5,-0.4962359
513,28.5,76.9,0.0,2023-11,1.74,38.0,21.125614,3351,13.5,-0.4962359
514,28.5,76.9,0.0,2023-11,-9.92,,21.125614,3351,13.5,-0.4962359
515,28.5,76.9,0.0,2023-11,9.49,58.0,21.125614,3351,13.5,-0.4962359
516,28.5,77.0,0.0,2023-11,-8.8,,21.047024,3352,13.59,-0.48836666
517,28.5,77.0,0.0,2023-11,-19.28,,21.047024,3352,13.59,-0.48836666
518,28.5,77.0,0.0,2023-11,-13.49,,21.047024,3352,13.59,-0.48836666
519,28.5,77.2,0.0,2023-11,-37.23,,20.904558,3354,13.79,-0.6904052
520,28.5,77.2,0.0,2023-11,-21.7,,20.904558,3354,13.79,-0.6904052
521,28.5,77.3,0.0,2023-11,-8.85,,20.840334,3355,13.96,-0.6243415
522,28.4,77.1,0.0,2023-11,-67.54,,20.906569,3362,13.45,-0.48749945
523,28.4,77.2,0.0,2023-11,-40.29,,20.923517,3363,13.69,-0.60810226
524,28.8,76.9,0.0,2023-12,-4.27,,15.494093,3405,9.99,-0.30737072
525,28.8,77.0,0.0,2023-12,-2.55,,15.511603,3406,10.05,-0.3140293
526,28.8,77.0,0.0,2023-12,10.39,85.0,15.511603,3406,10.05,-0.3140293
527,28.8,77.0,0.0,2023-12,-7.2,,15.511603,3406,10.05,-0.3140293
528,28.8,77.0,0.0,2023-12,0.0,45.0,15.511603,3406,10.05,-0.3140293
529,28.8,77.0,0.0,2023-12,-19.56,,15.511603,3406,10.05,-0.3140293
530,28.8,77.1,0.0,2023-12,-8.56,,15.491195,3407,10.09,-0.35793152
531,28.8,77.1,0.0,2023-12,-6.51,,15.491195,3407,10.09,-0.35793152
532,28.8,77.1,0.0,2023-12,9.95,40.0,15.491195,3407,10.09,-0.35793152
533,28.8,77.1,0.0,2023-12,0.0,45.0,15.491195,3407,10.09,-0.35793152
534,28.8,77.1,0.0,2023-12,-21.67,,15.491195,3407,10.09,-0.35793152
535,28.8,77.2,0.0,2023-12,5.93,178.0,15.476269,3408,10.1,-0.3594317
536,28.8,77.2,0.0,2023-12,5.69,38.0,15.476269,3408,10.1,-0.3594317
537,28.8,77.2,0.0,2023-12,-8.09,,15.476269,3408,10.1,-0.3594317
538,28.5,76.9,0.0,2023-12,6.9,50.0,15.815999,3423,9.83,-0.3214003
539,28.5,76.9,0.0,2023-12,6.7,40.0,15.815999,3423,9.83,-0.3214003
540,28.5,76.9,0.0,2023-12,2.16,38.0,15.815999,3423,9.83,-0.3214003
541,28.5,76.9,0.0,2023-12,-9.93,,15.815999,3423,9.83,-0.3214003
542,28.5,76.9,0.0,2023-12,9.56,58.0,15.815999,3423,9.83,-0.3214003
543,28.5,77.0,0.0,2023-12,-8.57,,15.766578,3424,9.87,-0.30748495
544,28.5,77.0,0.0,2023-12,-19.59,,15.766578,3424,9.87,-0.30748495
545,28.5,77.0,0.0,2023-12,-13.38,,15.766578,3424,9.87,-0.30748495
546,28.5,77.2,0.0,2023-12,-36.97,,15.740074,3426,9.96,-0.40797707
547,28.5,77.2,0.0,2023-12,-21.52,,15.740074,3426,9.96,-0.40797707
548,28.5,77.3,0.0,2023-12,-8.91,,15.698749,3427,10.06,-0.34756064
549,28.4,77.1,0.0,2023-12,-67.5,,15.788212,3434,9.75,-0.26859948
550,28.4,77.2,0.0,2023-12,-41.56,,15.82415,3435,9.91,-0.34431043
