latitude,longitude,month,dataValue,wellDepth
28.6,77.1,2023-11,-13.91,46.63
28.6,77.1,2023-12,-13.66,47.62
28.6,77.0,2020-01,2.43,15.0
28.6,77.0,2020-08,0.92,15.0
28.6,77.0,2020-11,3.55,15.0
28.6,77.0,2021-01,3.32,15.0
28.6,77.0,2021-08,0.9,15.0
28.6,77.0,2021-11,0.71,15.0
28.6,77.0,2022-01,0.89,15.0
28.6,77.0,2022-05,2.57,15.0
28.6,77.0,2022-08,3.5,15.0
28.6,77.0,2022-11,3.43,15.0
28.6,77.0,2023-09,10.56,30.0
28.6,77.0,2023-10,10.59,30.0
28.6,77.0,2023-11,10.47,30.0
28.6,77.0,2023-12,9.95,30.0
28.6,77.0,2022-05,8.97,30.0
28.6,77.0,2022-08,8.68,30.0
28.6,77.0,2022-11,7.94,30.0
28.6,77.2,2020-01,7.56,25.0
28.6,77.2,2020-08,5.15,25.0
28.6,77.2,2021-01,5.69,25.0
28.6,77.2,2021-08,5.3,25.0
28.6,77.2,2021-11,5.77,25.0
28.6,77.2,2022-01,6.3,25.0
28.6,77.2,2022-05,6.48,25.0
28.6,77.2,2022-08,5.82,25.0
28.6,77.2,2022-11,5.72,25.0
28.6,77.3,2020-01,14.48,60.0
28.6,77.3,2020-08,13.81,60.0
28.6,77.3,2021-08,14.34,60.0
28.6,77.3,2021-11,12.9,60.0
28.6,77.3,2022-01,12.9,60.0
28.6,77.3,2022-05,14.55,60.0
28.6,77.3,2022-08,14.32,60.0
28.6,77.3,2022-11,13.97,60.0
28.6,77.2,2020-01,1.86,25.0
28.6,77.2,2020-05,2.4,25.0
28.6,77.2,2020-08,0.79,25.0
28.6,77.2,2020-11,2.89,25.0
28.6,77.2,2021-01,1.82,25.0
28.6,77.2,2021-05,1.87,25.0
28.6,77.2,2021-08,0.57,25.0
28.6,77.2,2021-11,1.29,25.0
28.6,77.2,2022-01,1.93,25.0
28.6,77.2,2022-05,2.26,25.0
28.6,77.2,2022-08,1.73,25.0
28.6,77.2,2022-11,1.95,25.0
28.6,77.3,2022-12,-26.76,59.8
28.6,77.3,2023-01,-26.36,36.99
28.6,77.3,2023-02,-26.39,37.8
28.6,77.3,2023-03,-26.62,38.91
28.6,77.3,2023-04,-26.74,39.83
28.6,77.3,2023-05,-27.13,40.84
28.6,77.3,2023-06,-27.84,41.74
28.6,77.3,2023-07,-28.3,42.75
28.6,77.3,2023-08,-28.36,43.72
28.6,77.3,2023-09,-28.33,44.64
28.6,77.3,2023-10,-21.48,50.33
28.6,77.3,2023-11,-14.99,55.29
28.6,77.3,2023-12,-13.57,56.23
28.6,77.2,2020-01,2.49,15.0
28.6,77.2,2020-08,1.19,15.0
28.6,77.2,2020-11,2.69,15.0
28.6,77.2,2021-01,4.21,15.0
28.6,77.2,2021-08,1.0,15.0
28.6,77.2,2021-11,2.6,15.0
28.6,77.2,2022-05,3.19,15.0
28.6,77.2,2022-08,2.23,15.0
28.6,77.2,2022-11,3.1,15.0
28.6,77.0,2020-01,8.45,25.0
28.6,77.0,2020-08,7.1,25.0
28.6,77.0,2020-11,8.95,25.0
28.6,77.0,2021-01,8.02,25.0
28.6,77.0,2021-08,6.99,25.0
28.6,77.0,2021-11,5.43,25.0
28.6,77.0,2022-01,5.22,25.0
28.6,77.0,2022-05,5.84,25.0
28.6,77.0,2022-08,5.81,25.0
28.6,77.0,2022-11,5.89,25.0
28.6,77.0,2020-01,6.12,100.0
28.6,77.0,2020-08,5.58,100.0
28.6,77.0,2020-11,6.39,100.0
28.6,77.0,2021-01,5.51,100.0
28.6,77.0,2021-08,3.77,100.0
28.6,77.0,2021-11,2.6,100.0
28.6,77.0,2022-01,2.76,100.0
28.6,77.0,2022-05,3.69,100.0
28.6,77.0,2022-08,3.24,100.0
28.6,77.0,2022-11,3.66,100.0
28.6,77.0,2022-12,-3.79,61.79
28.6,77.0,2023-01,-3.82,39.66
28.6,77.0,2023-02,-3.92,40.48
28.6,77.0,2023-03,-3.94,41.59
28.6,77.0,2023-04,-3.6,42.51
28.6,77.0,2023-05,-3.21,43.52
28.6,77.0,2023-06,-3.37,44.43
28.6,77.0,2023-07,-2.96,45.45
28.6,77.0,2023-08,-3.09,46.41
28.6,77.0,2023-09,-3.33,47.41
28.6,77.0,2023-10,-3.6,48.25
28.6,77.0,2023-11,-3.75,49.25
28.6,77.0,2023-12,-3.85,50.25
28.6,76.9,2020-01,2.82,10.0
28.6,76.9,2020-08,1.4,10.0
28.6,76.9,2020-11,2.38,10.0
28.6,76.9,2021-01,1.76,10.0
28.6,76.9,2021-08,0.66,10.0
28.6,76.9,2021-11,0.65,10.0
28.6,76.9,2022-01,0.6,10.0
28.6,76.9,2022-05,2.21,10.0
28.6,76.9,2022-08,1.74,10.0
28.6,76.9,2022-11,1.99,10.0
28.6,76.9,2023-09,9.32,60.0
28.6,76.9,2023-10,9.19,60.0
28.6,76.9,2023-11,9.17,60.0
28.6,76.9,2023-12,9.12,60.0
28.6,77.1,2020-01,9.06,101.0
28.6,77.1,2020-08,8.03,101.0
28.6,77.1,2020-11,8.37,101.0
28.6,77.1,2021-01,7.5,101.0
28.6,77.1,2021-08,3.74,101.0
28.6,77.1,2021-11,3.73,101.0
28.6,77.1,2023-05,-15.4,43.75
28.6,77.1,2023-06,-15.52,43.89
28.6,77.1,2023-07,-15.1,44.91
28.6,77.1,2023-08,-14.62,45.86
28.6,77.1,2023-09,-14.54,46.94
28.6,77.1,2023-10,-14.55,47.72
28.6,77.1,2023-11,-14.68,48.7
28.6,77.1,2023-12,-14.87,49.73
28.6,77.2,2020-01,2.65,50.0
28.6,77.2,2020-08,4.26,50.0
28.6,77.2,2020-11,5.4,50.0
28.6,77.2,2021-01,4.81,50.0
28.6,77.2,2021-08,4.91,50.0
28.6,77.2,2022-01,4.63,50.0
28.6,77.2,2022-05,5.3,50.0
28.6,77.2,2022-08,4.01,50.0
28.6,77.2,2022-11,1.69,50.0
28.6,77.2,2023-05,-3.99,43.38
28.6,77.2,2023-06,-4.31,43.52
28.6,77.2,2023-07,-1.48,44.25
28.6,77.2,2023-08,-0.19,45.53
28.6,77.2,2023-09,-0.47,46.43
28.6,77.2,2023-10,-2.11,47.46
28.6,77.2,2023-11,-9.02,48.31
28.6,77.2,2023-12,-2.25,49.36
28.6,77.0,2020-01,2.65,100.0
28.6,77.0,2020-08,1.1,100.0
28.6,77.0,2020-11,3.15,100.0
28.6,77.0,2021-01,2.18,100.0
28.6,77.0,2021-08,1.78,100.0
28.6,77.0,2021-11,2.02,100.0
28.6,77.0,2022-01,2.24,100.0
28.6,77.0,2022-05,3.88,100.0
28.6,77.0,2022-08,3.51,100.0
28.6,77.0,2022-11,3.38,100.0
28.6,77.0,2023-05,-2.36,45.35
28.6,77.0,2023-06,-2.61,45.48
28.6,77.0,2023-07,-1.87,46.5
28.6,77.0,2023-08,-2.2,47.46
28.6,77.0,2023-09,-2.82,48.48
28.6,77.0,2023-10,-3.03,49.31
28.6,77.0,2023-11,-2.68,50.3
28.6,77.0,2023-12,-2.26,51.32
28.6,77.1,2023-09,3.32,37.0
28.6,77.1,2023-10,3.35,37.0
28.6,77.1,2023-11,3.13,37.0
28.6,77.1,2023-12,3.08,37.0
28.6,77.1,2023-05,-2.48,44.99
28.6,77.1,2023-06,-2.41,45.15
28.6,77.1,2023-07,-1.53,46.17
28.6,77.1,2023-08,-1.52,47.14
28.6,77.1,2023-09,-1.96,48.18
28.6,77.1,2023-10,-2.38,48.94
28.6,77.1,2023-11,-2.52,49.97
28.6,77.1,2023-12,-2.44,50.99
28.6,77.1,2020-11,4.28,55.0
28.6,77.1,2021-01,3.21,55.0
28.6,77.1,2021-08,0.93,55.0
28.6,77.1,2022-05,3.14,55.0
28.6,77.1,2022-11,2.43,55.0
28.6,77.1,2023-09,7.7,42.0
28.6,77.1,2023-10,5.43,42.0
28.6,77.1,2023-11,5.47,42.0
28.6,77.1,2023-12,5.34,42.0
28.6,77.2,2020-01,7.04,25.0
28.6,77.2,2020-08,7.47,25.0
28.6,77.2,2020-11,10.58,25.0
28.6,77.2,2021-01,8.45,25.0
28.6,77.2,2021-08,8.07,25.0
28.6,77.2,2021-11,8.26,25.0
28.6,77.2,2022-01,7.79,25.0
28.6,77.2,2022-05,14.45,25.0
28.6,77.2,2022-11,7.57,25.0
28.7,77.0,2023-09,5.17,47.0
28.7,77.0,2023-10,2.34,47.0
28.7,77.0,2023-11,2.41,47.0
28.7,77.0,2023-12,2.28,47.0
28.7,77.2,2022-11,28.16,100.0
28.7,77.0,2020-01,0.8,10.0
28.7,77.0,2020-08,0.82,10.0
28.7,77.0,2020-11,2.11,10.0
28.7,77.0,2021-01,0.57,10.0
28.7,77.0,2021-08,0.52,10.0
28.7,77.0,2021-11,0.22,10.0
28.7,77.0,2022-05,1.25,10.0
28.7,77.0,2022-08,0.43,10.0
28.7,77.0,2022-11,0.62,10.0
28.7,77.2,2023-06,39.8,44.0
28.7,77.2,2023-07,45.1,44.0
28.7,77.2,2023-08,51.35,44.0
28.7,77.2,2023-09,7.61,44.0
28.7,77.2,2023-10,7.7,44.0
28.7,77.2,2023-11,8.05,44.0
28.7,77.2,2023-12,8.35,44.0
28.7,77.2,2022-01,9.35,70.0
28.7,77.2,2022-05,11.52,70.0
28.7,77.2,2022-08,12.87,70.0
28.7,77.2,2022-11,11.24,70.0
28.7,77.1,2023-05,-3.69,46.96
28.7,77.1,2023-06,-3.95,47.1
28.7,77.1,2023-07,-3.04,48.12
28.7,77.1,2023-08,-3.34,49.08
28.7,77.1,2023-09,-3.91,50.05
28.7,77.1,2023-10,-4.47,50.92
28.7,77.1,2023-11,-4.06,51.91
28.7,77.1,2023-12,-3.6,52.96
28.7,77.1,2023-09,7.01,77.0
28.7,77.1,2023-10,3.2,77.0
28.7,77.1,2023-11,3.24,77.0
28.7,76.9,2020-01,7.95,32.0
28.7,76.9,2020-08,6.59,32.0
28.7,76.9,2020-11,6.97,32.0
28.7,76.9,2021-01,6.89,32.0
28.7,76.9,2021-11,4.39,32.0
28.7,76.9,2022-01,4.7,32.0
28.7,76.9,2022-05,5.49,32.0
28.7,76.9,2022-08,5.1,32.0
28.7,76.9,2022-11,5.55,32.0
28.7,76.9,2023-09,4.39,32.0
28.7,76.9,2023-10,4.29,32.0
28.7,76.9,2023-11,4.47,32.0
28.7,76.9,2023-12,4.57,32.0
28.7,77.0,2023-09,4.23,64.0
28.7,77.0,2023-10,1.1,64.0
28.7,77.0,2023-11,0.97,64.0
28.7,77.0,2023-12,0.76,64.0
28.7,77.1,2023-08,25.41,56.0
28.7,77.1,2023-09,10.6,56.0
28.7,77.1,2023-10,2.63,56.0
28.7,77.1,2023-11,2.61,56.0
28.7,77.1,2023-12,2.74,56.0
28.7,77.0,2020-01,1.16,27.0
28.7,77.0,2020-08,1.07,27.0
28.7,77.0,2020-11,1.61,27.0
28.7,77.0,2021-01,1.07,27.0
28.7,77.0,2021-08,0.38,27.0
28.7,77.0,2021-11,0.63,27.0
28.7,77.0,2022-01,0.72,27.0
28.7,77.0,2022-05,1.46,27.0
28.7,77.0,2022-08,0.83,27.0
28.7,77.1,2020-01,12.7,100.0
28.7,77.1,2020-08,12.83,100.0
28.7,77.1,2020-11,13.58,100.0
28.7,77.1,2021-01,12.78,100.0
28.7,77.1,2021-08,12.9,100.0
28.7,77.1,2021-11,12.22,100.0
28.7,77.1,2022-01,11.92,100.0
28.7,77.1,2022-05,12.8,100.0
28.7,77.1,2022-08,22.56,100.0
28.7,77.1,2022-11,11.92,100.0
28.7,77.1,2023-05,-13.63,47.49
28.7,77.1,2023-06,-13.49,47.66
28.7,77.1,2023-07,-12.82,48.68
28.7,77.1,2023-08,-12.7,49.64
28.7,77.1,2023-09,-13.02,50.69
28.7,77.1,2023-10,-13.86,51.48
28.7,77.1,2023-11,-14.45,52.47
28.7,77.1,2023-12,-14.81,53.47
28.7,77.1,2020-01,5.91,80.0
28.7,77.1,2020-08,5.37,80.0
28.7,77.1,2020-11,6.19,80.0
28.7,77.1,2021-01,5.38,80.0
28.7,77.1,2021-08,4.3,80.0
28.7,77.1,2021-11,3.42,80.0
28.7,77.1,2022-01,4.06,80.0
28.7,77.1,2022-05,4.89,80.0
28.7,77.1,2022-08,4.72,80.0
28.7,77.1,2022-11,4.94,80.0
28.7,77.1,2023-05,-5.6,48.18
28.7,77.1,2023-06,-5.74,48.34
28.7,77.1,2023-07,-5.29,49.36
28.7,77.1,2023-08,-5.13,50.32
28.7,77.1,2023-09,-5.3,51.32
28.7,77.1,2023-10,-5.52,52.17
28.7,77.1,2023-11,-5.69,53.16
28.7,77.1,2023-12,-5.68,54.17
28.7,77.1,2023-09,34.79,46.0
28.7,77.1,2023-10,3.49,46.0
28.7,77.1,2023-11,3.35,46.0
28.7,77.1,2023-12,3.44,46.0
28.7,77.1,2020-01,2.33,100.0
28.7,77.1,2020-08,0.49,100.0
28.7,77.1,2020-11,2.95,100.0
28.7,77.1,2021-01,1.66,100.0
28.7,77.1,2021-11,0.9,100.0
28.7,77.1,2022-01,1.41,100.0
28.7,77.2,2023-05,-2.36,47.7
28.7,77.2,2023-06,-7.51,47.82
28.7,77.2,2023-07,-0.45,48.72
28.7,77.2,2023-08,-0.61,49.9
28.7,77.2,2023-09,-1.28,50.9
28.7,77.2,2023-10,-1.65,51.76
28.7,77.2,2023-11,-5.64,52.62
28.7,77.2,2023-12,-9.31,53.65
28.7,77.2,2020-01,1.38,50.0
28.7,77.2,2020-08,0.49,50.0
28.7,77.2,2020-11,3.06,50.0
28.7,77.2,2021-01,1.86,50.0
28.7,77.2,2021-08,0.31,50.0
28.7,77.2,2021-11,0.98,50.0
28.7,77.2,2022-01,1.35,50.0
28.7,77.2,2022-05,2.51,50.0
28.7,77.2,2022-08,1.39,50.0
28.7,77.2,2022-11,1.76,50.0
28.7,77.1,2023-09,8.41,69.0
28.7,77.1,2023-10,8.26,69.0
28.7,77.1,2023-11,8.29,69.0
28.7,77.1,2023-12,8.3,69.0
28.7,77.2,2020-01,1.72,100.0
28.7,76.9,2020-01,12.17,21.2
28.7,76.9,2020-08,12.27,21.2
28.7,76.9,2020-11,14.48,21.2
28.7,76.9,2021-01,11.98,21.2
28.7,76.9,2021-08,13.3,21.2
28.7,76.9,2021-11,12.1,21.2
28.7,76.9,2022-01,11.43,21.2
28.7,76.9,2022-05,11.66,21.2
28.7,76.9,2022-08,11.31,21.2
28.7,76.9,2022-11,11.07,21.2
28.7,77.0,2020-01,7.04,75.0
28.7,77.0,2020-08,6.59,75.0
28.7,77.0,2020-11,7.82,75.0
28.7,77.0,2021-01,6.96,75.0
28.7,77.0,2021-08,6.4,75.0
28.7,77.0,2021-11,4.52,75.0
28.7,77.0,2022-01,4.37,75.0
28.7,77.0,2022-05,4.88,75.0
28.7,77.0,2022-08,5.25,75.0
28.7,77.0,2022-11,4.76,75.0
28.7,77.0,2023-05,-5.92,49.81
28.7,77.0,2023-06,-5.97,49.95
28.7,77.0,2023-07,-5.74,50.97
28.7,77.0,2023-08,-5.48,51.93
28.7,77.0,2023-09,-5.38,52.98
28.7,77.0,2023-10,-5.38,53.75
28.7,77.0,2023-11,-5.64,54.77
28.7,77.0,2023-12,-5.8,55.78
28.7,77.0,2020-01,3.26,54.0
28.7,77.0,2020-08,1.73,54.0
28.7,77.0,2020-11,3.97,54.0
28.7,77.0,2021-01,2.99,54.0
28.7,77.0,2021-08,1.03,54.0
28.7,77.0,2021-11,0.93,54.0
28.7,77.0,2022-01,0.77,54.0
28.7,77.0,2022-05,2.26,54.0
28.7,77.0,2022-08,2.45,54.0
28.7,77.0,2022-11,2.61,54.0
28.7,77.0,2023-09,6.47,35.0
28.7,77.0,2023-10,2.86,35.0
28.7,77.0,2023-11,3.33,35.0
28.7,77.0,2023-12,3.66,35.0
28.7,77.0,2020-01,6.1,250.75
28.7,77.0,2020-08,6.0,250.75
28.7,77.0,2020-11,6.84,250.75
28.7,77.0,2021-01,6.47,250.75
28.7,77.0,2021-11,4.79,250.75
28.7,77.0,2022-01,4.62,250.75
28.7,77.0,2022-05,4.86,250.75
28.7,77.0,2022-08,4.94,250.75
28.7,77.0,2022-11,5.27,250.75
28.7,77.0,2023-05,-5.21,50.52
28.7,77.0,2023-06,-5.34,50.66
28.7,77.0,2023-07,-5.21,51.67
28.7,77.0,2023-08,-4.95,52.66
28.7,77.0,2023-09,-4.97,53.55
28.7,77.0,2023-10,-5.05,54.49
28.7,77.0,2023-11,-5.21,55.48
28.7,77.0,2023-12,-5.31,56.49
28.7,77.0,2021-08,6.26,25.0
28.7,77.2,2022-01,3.37,50.0
28.7,77.2,2022-05,3.35,50.0
28.7,77.2,2022-08,3.24,50.0
28.7,77.0,2023-09,4.1,83.0
28.7,77.0,2023-10,4.37,83.0
28.7,77.0,2023-11,4.66,83.0
28.7,77.0,2023-12,4.83,83.0
28.7,77.2,2020-01,4.56,45.0
28.7,77.2,2020-08,8.64,45.0
28.7,77.2,2020-11,9.86,45.0
28.7,77.2,2021-01,9.54,45.0
28.7,77.2,2021-08,7.82,45.0
28.7,77.2,2021-11,8.06,45.0
28.7,77.2,2022-01,7.46,45.0
28.7,77.2,2022-08,6.6,45.0
28.7,77.2,2022-11,4.62,45.0
28.7,77.1,2020-01,9.25,100.0
28.7,77.1,2022-05,11.67,100.0
28.7,77.1,2022-08,12.73,100.0
28.7,77.1,2022-11,11.11,100.0
28.7,77.1,2023-09,11.24,50.0
28.7,77.1,2023-10,11.49,50.0
28.7,77.1,2023-11,11.09,50.0
28.7,77.1,2023-12,11.01,50.0
28.7,77.2,2023-04,-5.87,50.39
28.7,77.2,2023-05,-5.31,50.14
28.7,77.2,2023-06,-5.0,51.05
28.7,77.2,2023-07,-5.12,52.08
28.7,77.2,2023-08,-2.9,53.05
28.7,77.2,2023-09,-3.73,53.95
28.7,77.2,2023-10,-3.99,54.92
28.7,77.2,2023-11,-3.81,55.88
28.7,77.2,2023-12,-3.81,56.91
28.7,77.0,2023-09,7.5,64.0
28.7,77.0,2023-10,7.57,64.0
28.7,77.0,2023-11,6.99,64.0
28.7,77.0,2023-12,7.21,64.0
28.7,77.0,2021-01,9.01,15.9
28.7,77.0,2021-11,6.09,15.9
28.7,77.0,2022-05,8.21,15.9
28.7,77.0,2022-08,9.08,15.9
28.7,77.1,2020-08,9.01,90.5
28.7,77.1,2023-05,-9.13,52.86
28.7,77.1,2023-06,-9.04,53.02
28.7,77.1,2023-07,-9.16,54.04
28.7,77.1,2023-08,-9.11,55.0
28.7,77.1,2023-09,-8.8,56.0
28.7,77.1,2023-10,-8.48,56.95
28.7,77.1,2023-11,-8.47,57.84
28.7,77.1,2023-12,-8.56,58.86
28.8,77.1,2020-05,8.69,87.32
28.8,77.1,2020-08,9.09,90.21
28.8,77.1,2023-05,-7.75,52.59
28.8,77.1,2023-06,-7.83,52.76
28.8,77.1,2023-07,-17.96,53.71
28.8,77.1,2023-08,-6.87,54.74
28.8,77.1,2023-09,-9.16,55.72
28.8,77.1,2023-10,-12.21,56.5
28.8,77.1,2023-11,-6.36,57.55
28.8,77.1,2023-12,-6.51,58.59
28.8,76.9,2023-05,-4.61,54.9
28.8,76.9,2023-06,-4.6,55.07
28.8,76.9,2023-07,-3.74,56.08
28.8,76.9,2023-08,-3.37,57.05
28.8,76.9,2023-09,-3.71,58.12
28.8,76.9,2023-10,-4.01,58.97
28.8,76.9,2023-11,-4.2,59.89
28.8,76.9,2023-12,-4.27,60.94
28.8,77.1,2020-01,9.54,200.0
28.8,77.1,2020-08,9.86,200.0
28.8,77.1,2020-11,10.28,200.0
28.8,77.1,2021-01,8.97,200.0
28.8,77.1,2022-01,7.89,200.0
28.8,77.1,2022-05,8.41,200.0
28.8,77.1,2022-08,9.05,200.0
28.8,77.1,2022-11,8.62,200.0
28.8,77.1,2023-09,9.35,178.0
28.8,77.1,2023-10,5.63,178.0
28.8,77.1,2023-11,5.76,178.0
28.8,77.1,2023-12,5.93,178.0
28.8,77.1,2020-01,7.94,65.0
28.8,77.1,2020-08,7.96,65.0
28.8,77.1,2020-11,8.97,65.0
28.8,77.1,2021-01,7.59,65.0
28.8,77.1,2021-08,7.58,65.0
28.8,77.1,2022-01,6.54,65.0
28.8,77.1,2022-05,7.05,65.0
28.8,77.1,2022-08,7.32,65.0
28.8,77.1,2022-11,6.47,65.0
28.8,77.1,2023-09,9.29,38.0
28.8,77.1,2023-10,5.56,38.0
28.8,77.1,2023-11,5.55,38.0
28.8,77.1,2023-12,5.69,38.0
28.8,77.1,2020-01,12.24,70.0
28.8,77.1,2020-08,13.02,70.0
28.8,77.1,2020-11,13.04,70.0
28.8,77.1,2021-01,11.42,80.0
28.8,77.1,2021-08,10.68,70.0
28.8,77.1,2021-11,8.3,70.0
28.8,77.1,2022-05,8.79,80.0
28.8,77.1,2022-08,9.75,70.0
28.8,77.1,2022-11,8.93,70.0
28.8,77.1,2023-08,26.06,35.0
28.8,77.1,2023-09,13.51,37.17
28.8,77.1,2023-10,10.42,37.6
28.8,77.1,2023-11,10.13,37.56
28.8,77.1,2023-12,9.95,37.51
28.8,76.9,2020-01,1.71,100.0
28.8,76.9,2020-08,0.66,100.0
28.8,76.9,2020-11,3.09,100.0
28.8,76.9,2021-01,1.96,100.0
28.8,76.9,2021-08,0.66,100.0
28.8,76.9,2021-11,0.94,100.0
28.8,76.9,2022-01,1.39,100.0
28.8,76.9,2022-05,2.3,100.0
28.8,76.9,2022-08,1.58,100.0
28.8,76.9,2022-11,1.69,100.0
28.8,76.9,2023-05,-3.15,55.66
28.8,76.9,2023-06,-2.94,55.8
28.8,76.9,2023-07,-1.45,56.82
28.8,76.9,2023-08,-1.13,57.77
28.8,76.9,2023-09,-1.57,58.81
28.8,76.9,2023-10,-2.03,59.67
28.8,76.9,2023-11,-2.16,60.63
28.8,76.9,2023-12,-2.55,61.64
28.8,77.2,2020-08,8.27,85.0
28.8,77.2,2020-11,9.76,85.0
28.8,77.2,2021-01,8.05,85.0
28.8,77.2,2021-08,7.72,85.0
28.8,77.2,2021-11,7.2,85.0
28.8,77.2,2022-01,7.98,85.0
28.8,77.2,2022-05,8.08,85.0
28.8,77.2,2022-08,8.18,85.0
28.8,77.2,2022-11,8.62,85.0
28.8,77.2,2023-09,10.29,64.0
28.8,77.2,2023-10,9.23,64.0
28.8,77.2,2023-11,9.28,64.0
28.8,77.0,2023-09,9.76,85.0
28.8,77.0,2023-10,9.99,85.0
28.8,77.0,2023-11,10.01,85.0
28.8,77.0,2023-12,10.39,85.0
28.8,77.0,2020-01,2.8,8.6
28.8,77.0,2020-08,3.35,8.6
28.8,77.0,2020-11,3.74,8.6
28.8,77.0,2021-08,1.78,8.6
28.8,77.0,2021-11,1.3,8.6
28.8,77.0,2022-01,2.03,8.6
28.8,77.0,2022-05,3.73,8.6
28.8,77.0,2022-08,2.57,8.6
28.8,77.0,2022-11,2.08,8.6
28.8,77.0,2020-01,2.36,50.0
28.8,77.0,2020-08,0.41,50.0
28.8,77.0,2021-01,1.92,50.0
28.8,77.0,2021-08,5.24,50.0
28.8,77.0,2021-11,2.13,50.0
28.8,77.0,2022-01,2.46,50.0
28.8,77.0,2022-05,3.89,50.0
28.8,77.0,2022-08,1.64,50.0
28.8,77.0,2022-11,2.62,50.0
28.8,77.0,2023-05,-7.52,56.51
28.8,77.0,2023-06,-7.58,56.68
28.8,77.0,2023-07,-6.96,57.69
28.8,77.0,2023-08,-6.79,58.66
28.8,77.0,2023-09,-7.1,59.73
28.8,77.0,2023-10,-7.05,60.45
28.8,77.0,2023-11,-7.17,61.5
28.8,77.0,2023-12,-7.2,62.52
28.8,77.1,2023-09,18.28,15.55
28.8,77.1,2023-10,18.2,15.55
28.8,77.1,2023-11,17.67,15.55
28.8,77.0,2023-10,0.0,45.0
28.8,77.0,2023-11,0.0,45.0
28.8,77.0,2023-12,0.0,45.0
28.8,77.1,2020-01,21.3,45.0
28.8,77.1,2020-08,21.57,45.0
28.8,77.1,2021-08,21.78,45.0
28.8,77.1,2022-01,18.29,45.0
28.8,77.1,2022-05,18.0,45.0
28.8,77.1,2022-08,19.07,45.0
28.8,77.1,2022-11,19.02,45.0
28.8,77.1,2023-10,0.0,45.0
28.8,77.1,2023-11,0.0,45.0
28.8,77.1,2023-12,0.0,45.0
28.8,77.0,2021-08,23.8,25.0
28.8,77.0,2020-01,23.65,47.0
28.8,77.0,2020-08,24.99,47.0
28.8,77.0,2020-11,25.11,47.0
28.8,77.0,2021-01,23.54,47.0
28.8,77.0,2021-11,19.78,47.0
28.8,77.0,2022-01,24.75,47.0
28.8,77.0,2022-05,18.55,47.0
28.8,77.0,2022-08,20.33,47.0
28.8,77.0,2022-11,19.84,47.0
28.8,77.0,2023-04,-19.83,56.76
28.8,77.0,2023-05,-19.72,56.46
28.8,77.0,2023-06,-20.12,57.38
28.8,77.0,2023-07,-20.44,58.38
28.8,77.0,2023-08,-20.39,59.34
28.8,77.0,2023-09,-20.29,60.42
28.8,77.0,2023-10,-19.85,61.18
28.8,77.0,2023-11,-19.51,62.19
28.8,77.0,2023-12,-19.56,63.2
28.8,77.1,2020-05,22.35,91.72
28.8,77.1,2020-08,22.71,94.62
28.8,77.1,2023-05,-21.15,56.84
28.8,77.1,2023-06,-21.65,56.98
28.8,77.1,2023-07,-22.29,57.98
28.8,77.1,2023-08,-22.57,58.95
28.8,77.1,2023-09,-22.55,59.99
28.8,77.1,2023-10,-22.36,60.78
28.8,77.1,2023-11,-21.83,61.79
28.8,77.1,2023-12,-21.67,62.82
28.8,77.1,2020-01,9.49,101.0
28.8,77.1,2020-08,11.7,101.0
28.8,77.1,2020-11,12.7,101.0
28.8,77.1,2021-01,11.52,101.0
28.8,77.1,2021-08,11.7,101.0
28.8,77.1,2021-11,9.8,101.0
28.8,77.1,2022-01,9.5,101.0
28.8,77.1,2022-05,9.75,101.0
28.8,77.1,2022-08,10.46,101.0
28.8,77.1,2022-11,9.2,101.0
28.8,77.1,2023-04,-9.77,56.19
28.8,77.1,2023-05,-9.9,55.89
28.8,77.1,2023-06,-10.47,56.8
28.8,77.1,2023-07,-7.87,57.66
28.8,77.1,2023-08,-7.21,59.24
28.8,77.1,2023-09,-8.69,59.83
28.8,77.1,2023-10,-10.08,60.71
28.8,77.1,2023-11,-9.78,61.59
28.8,77.1,2023-12,-8.09,62.65
