,latitude,longitude,tp_mm,month,dataValue,wellDepth,tmean_C
438,28.4,77.2,0.0,2023-08,-34.71,,29.619627
439,28.8,76.9,0.0,2023-09,-3.71,,29.011301
440,28.8,77.0,0.0,2023-09,-1.57,,28.930187
441,28.8,77.0,0.0,2023-09,9.76,85.0,28.930187
442,28.8,77.0,0.0,2023-09,-7.1,,28.930187
443,28.8,77.0,0.0,2023-09,-20.29,,28.930187
444,28.8,77.1,0.0,2023-09,-8.8,,28.800112
445,28.8,77.1,0.0,2023-09,-9.16,,28.800112
446,28.8,77.1,0.0,2023-09,13.51,40.0,28.800112
447,28.8,77.1,0.0,2023-09,18.28,15.55,28.800112
448,28.8,77.1,0.0,2023-09,-22.55,,28.800112
449,28.8,77.2,0.0,2023-09,9.35,178.0,28.637074
450,28.8,77.2,0.0,2023-09,9.29,38.0,28.637074
451,28.8,77.2,0.0,2023-09,10.29,64.0,28.637074
452,28.8,77.2,0.0,2023-09,-8.69,,28.637074
453,28.5,76.9,0.0,2023-09,9.49,50.0,29.139263
454,28.5,76.9,0.0,2023-09,6.75,40.0,29.139263
455,28.5,76.9,0.0,2023-09,1.19,38.0,29.139263
456,28.5,76.9,0.0,2023-09,-10.03,,29.139263
457,28.5,76.9,0.0,2023-09,11.84,58.0,29.139263
458,28.5,77.0,0.0,2023-09,-8.43,,28.908651
459,28.5,77.0,0.0,2023-09,-18.14,,28.908651
460,28.5,77.0,0.0,2023-09,-13.72,,28.908651
461,28.5,77.2,0.0,2023-09,-37.75,,28.61795
462,28.5,77.2,0.0,2023-09,-22.39,,28.61795
463,28.5,77.3,0.0,2023-09,-8.45,,28.541487
464,28.4,77.1,0.0,2023-09,-67.4,,28.590166
465,28.4,77.2,0.0,2023-09,-36.3,,28.580053
466,28.8,76.9,0.0,2023-10,-4.01,,25.611916
467,28.8,77.0,0.0,2023-10,-2.03,,25.613707
468,28.8,77.0,0.0,2023-10,9.99,85.0,25.613707
469,28.8,77.0,0.0,2023-10,-7.05,,25.613707
470,28.8,77.0,0.0,2023-10,0.0,45.0,25.613707
471,28.8,77.0,0.0,2023-10,-19.85,,25.613707
472,28.8,77.1,0.0,2023-10,-8.48,,25.514074
473,28.8,77.1,0.0,2023-10,-12.21,,25.514074
474,28.8,77.1,0.0,2023-10,10.42,40.0,25.514074
475,28.8,77.1,0.0,2023-10,18.2,15.55,25.514074
476,28.8,77.1,0.0,2023-10,0.0,45.0,25.514074
477,28.8,77.1,0.0,2023-10,-22.36,,25.514074
478,28.8,77.2,0.0,2023-10,5.63,178.0,25.334904
479,28.8,77.2,0.0,2023-10,5.56,38.0,25.334904
480,28.8,77.2,0.0,2023-10,9.23,64.0,25.334904
481,28.8,77.2,0.0,2023-10,-10.08,,25.334904
482,28.5,76.9,0.0,2023-10,6.85,50.0,25.855259
483,28.5,76.9,0.0,2023-10,6.68,40.0,25.855259
484,28.5,76.9,0.0,2023-10,1.44,38.0,25.855259
485,28.5,76.9,0.0,2023-10,-9.94,,25.855259
486,28.5,76.9,0.0,2023-10,9.27,58.0,25.855259
487,28.5,77.0,0.0,2023-10,-8.75,,25.711428
488,28.5,77.0,0.0,2023-10,-18.8,,25.711428
489,28.5,77.0,0.0,2023-10,-13.61,,25.711428
490,28.5,77.2,0.0,2023-10,-37.56,,25.396044
491,28.5,77.2,0.0,2023-10,-22.11,,25.396044
492,28.5,77.3,0.0,2023-10,-8.61,,25.271101
493,28.4,77.1,0.0,2023-10,-67.5,,25.474932
494,28.4,77.2,0.0,2023-10,-38.1,,25.402058
495,28.8,76.9,0.0,2023-11,-4.2,,20.924942
496,28.8,77.0,0.0,2023-11,-2.16,,20.942026
497,28.8,77.0,0.0,2023-11,10.01,85.0,20.942026
498,28.8,77.0,0.0,2023-11,-7.17,,20.942026
499,28.8,77.0,0.0,2023-11,0.0,45.0,20.942026
500,28.8,77.0,0.0,2023-11,-19.51,,20.942026
501,28.8,77.1,0.0,2023-11,-8.47,,20.888494
502,28.8,77.1,0.0,2023-11,-6.36,,20.888494
503,28.8,77.1,0.0,2023-11,10.13,40.0,20.888494
504,28.8,77.1,0.0,2023-11,17.67,15.55,20.888494
505,28.8,77.1,0.0,2023-11,0.0,45.0,20.888494
506,28.8,77.1,0.0,2023-11,-21.83,,20.888494
507,28.8,77.2,0.0,2023-11,5.76,178.0,20.783085
508,28.8,77.2,0.0,2023-11,5.55,38.0,20.783085
509,28.8,77.2,0.0,2023-11,9.28,64.0,20.783085
510,28.8,77.2,0.0,2023-11,-9.78,,20.783085
511,28.5,76.9,0.0,2023-11,6.79,50.0,21.125614
512,28.5,76.9,0.0,2023-11,6.6,40.0,21.125614
513,28.5,76.9,0.0,2023-11,1.74,38.0,21.125614
514,28.5,76.9,0.0,2023-11,-9.92,,21.125614
515,28.5,76.9,0.0,2023-11,9.49,58.0,21.125614
516,28.5,77.0,0.0,2023-11,-8.8,,21.047024
517,28.5,77.0,0.0,2023-11,-19.28,,21.047024
518,28.5,77.0,0.0,2023-11,-13.49,,21.047024
519,28.5,77.2,0.0,2023-11,-37.23,,20.904558
520,28.5,77.2,0.0,2023-11,-21.7,,20.904558
521,28.5,77.3,0.0,2023-11,-8.85,,20.840334
522,28.4,77.1,0.0,2023-11,-67.54,,20.906569
523,28.4,77.2,0.0,2023-11,-40.29,,20.923517
524,28.8,76.9,0.0,2023-12,-4.27,,15.494093
525,28.8,77.0,0.0,2023-12,-2.55,,15.511603
526,28.8,77.0,0.0,2023-12,10.39,85.0,15.511603
527,28.8,77.0,0.0,2023-12,-7.2,,15.511603
528,28.8,77.0,0.0,2023-12,0.0,45.0,15.511603
529,28.8,77.0,0.0,2023-12,-19.56,,15.511603
530,28.8,77.1,0.0,2023-12,-8.56,,15.491195
531,28.8,77.1,0.0,2023-12,-6.51,,15.491195
532,28.8,77.1,0.0,2023-12,9.95,40.0,15.491195
533,28.8,77.1,0.0,2023-12,0.0,45.0,15.491195
534,28.8,77.1,0.0,2023-12,-21.67,,15.491195
535,28.8,77.2,0.0,2023-12,5.93,178.0,15.476269
536,28.8,77.2,0.0,2023-12,5.69,38.0,15.476269
537,28.8,77.2,0.0,2023-12,-8.09,,15.476269
538,28.5,76.9,0.0,2023-12,6.9,50.0,15.815999
539,28.5,76.9,0.0,2023-12,6.7,40.0,15.815999
540,28.5,76.9,0.0,2023-12,2.16,38.0,15.815999
541,28.5,76.9,0.0,2023-12,-9.93,,15.815999
542,28.5,76.9,0.0,2023-12,9.56,58.0,15.815999
543,28.5,77.0,0.0,2023-12,-8.57,,15.766578
544,28.5,77.0,0.0,2023-12,-19.59,,15.766578
545,28.5,77.0,0.0,2023-12,-13.38,,15.766578
546,28.5,77.2,0.0,2023-12,-36.97,,15.740074
547,28.5,77.2,0.0,2023-12,-21.52,,15.740074
548,28.5,77.3,0.0,2023-12,-8.91,,15.698749
549,28.4,77.1,0.0,2023-12,-67.5,,15.788212
550,28.4,77.2,0.0,2023-12,-41.56,,15.82415
