latitude,longitude,pressure_hPa,month
28.5,77.5,985.0678,2021-10
28.4,76.7,983.7187,2021-10
28.4,76.8,984.8114,2021-10
28.4,76.8,985.44824,2021-10
28.4,76.9,984.3007,2021-10
28.4,77.0,981.8178,2021-10
28.4,77.1,981.0299,2021-10
28.4,77.2,983.36694,2021-10
28.4,77.3,985.7668,2021-10
28.4,77.5,985.5799,2021-10
28.3,76.7,983.3732,2021-10
28.3,76.8,983.7174,2021-10
28.3,76.8,983.2136,2021-10
28.3,76.9,982.17633,2021-10
28.3,77.0,981.41547,2021-10
28.3,77.1,981.97766,2021-10
28.3,77.2,984.0837,2021-10
28.3,77.3,986.15454,2021-10
28.3,77.5,986.41266,2021-10
28.3,76.7,982.8341,2021-10
28.3,76.8,981.7117,2021-10
28.3,76.8,980.352,2021-10
28.3,76.9,981.1586,2021-10
28.3,77.0,983.34033,2021-10
28.3,77.1,984.7734,2021-10
28.3,77.2,985.45447,2021-10
28.3,77.3,986.0158,2021-10
28.3,77.5,986.1206,2021-10
29.0,76.7,987.794,2021-11
29.0,76.8,988.04846,2021-11
29.0,76.8,988.0775,2021-11
29.0,76.9,988.67993,2021-11
29.0,77.0,989.53186,2021-11
29.0,77.1,988.6339,2021-11
29.0,77.2,987.5888,2021-11
29.0,77.3,987.7591,2021-11
29.0,77.5,987.95935,2021-11
28.9,76.7,988.27515,2021-11
28.9,76.8,988.577,2021-11
28.9,76.8,988.3886,2021-11
28.9,76.9,988.7866,2021-11
28.9,77.0,989.5007,2021-11
28.9,77.1,989.41547,2021-11
28.9,77.2,988.81866,2021-11
28.9,77.3,988.4911,2021-11
28.9,77.5,988.21375,2021-11
28.8,76.7,988.0855,2021-11
28.8,76.8,988.33765,2021-11
28.8,76.8,988.4615,2021-11
28.8,76.9,988.821,2021-11
28.8,77.0,989.2582,2021-11
28.8,77.1,989.1927,2021-11
28.8,77.2,988.8856,2021-11
28.8,77.3,988.6686,2021-11
28.8,77.5,988.49274,2021-11
28.6,76.7,987.67316,2021-11
28.6,76.8,987.7761,2021-11
28.6,76.8,988.6791,2021-11
28.6,76.9,989.5679,2021-11
28.6,77.0,989.5408,2021-11
28.6,77.1,989.0105,2021-11
28.6,77.2,989.0076,2021-11
28.6,77.3,989.2816,2021-11
28.6,77.5,989.20215,2021-11
28.5,76.7,987.8704,2021-11
28.5,76.8,988.50354,2021-11
28.5,76.8,989.7311,2021-11
28.5,76.9,989.8988,2021-11
28.5,77.0,988.4895,2021-11
28.5,77.1,987.38873,2021-11
28.5,77.2,988.4759,2021-11
28.5,77.3,989.8865,2021-11
28.5,77.5,989.4778,2021-11
28.4,76.7,988.0507,2021-11
28.4,76.8,989.1725,2021-11
28.4,76.8,989.8258,2021-11
28.4,76.9,988.6533,2021-11
28.4,77.0,986.1124,2021-11
28.4,77.1,985.3084,2021-11
28.4,77.2,987.7106,2021-11
28.4,77.3,990.17847,2021-11
28.4,77.5,989.99384,2021-11
28.3,76.7,987.6999,2021-11
28.3,76.8,988.0519,2021-11
28.3,76.8,987.5366,2021-11
28.3,76.9,986.4776,2021-11
28.3,77.0,985.70294,2021-11
28.3,77.1,986.28204,2021-11
28.3,77.2,988.4459,2021-11
28.3,77.3,990.5758,2021-11
28.3,77.5,990.8476,2021-11
28.3,76.7,987.1439,2021-11
28.3,76.8,985.9972,2021-11
28.3,76.8,984.60657,2021-11
28.3,76.9,985.4371,2021-11
28.3,77.0,987.6801,2021-11
28.3,77.1,989.1524,2021-11
28.3,77.2,989.85504,2021-11
28.3,77.3,990.4354,2021-11
28.3,77.5,990.54755,2021-11
29.0,76.7,991.9286,2021-12
29.0,76.8,992.17596,2021-12
29.0,76.8,992.1955,2021-12
29.0,76.9,992.80066,2021-12
29.0,77.0,993.66064,2021-12
29.0,77.1,992.72943,2021-12
29.0,77.2,991.6484,2021-12
29.0,77.3,991.8131,2021-12
29.0,77.5,992.006,2021-12
28.9,76.7,992.4195,2021-12
28.9,76.8,992.72095,2021-12
28.9,76.8,992.51697,2021-12
28.9,76.9,992.9118,2021-12
28.9,77.0,993.6275,2021-12
28.9,77.1,993.5281,2021-12
28.9,77.2,992.90405,2021-12
28.9,77.3,992.5571,2021-12
28.9,77.5,992.26294,2021-12
28.8,76.7,992.225,2021-12
28.8,76.8,992.4754,2021-12
28.8,76.8,992.5933,2021-12
28.8,76.9,992.9462,2021-12
28.8,77.0,993.3787,2021-12
28.8,77.1,993.2965,2021-12
28.8,77.2,992.9716,2021-12
28.8,77.3,992.73615,2021-12
28.8,77.5,992.5418,2021-12
28.6,76.7,991.8004,2021-12
28.6,76.8,991.8986,2021-12
28.6,76.8,992.8111,2021-12
28.6,76.9,993.70416,2021-12
28.6,77.0,993.66205,2021-12
28.6,77.1,993.10754,2021-12
28.6,77.2,993.09,2021-12
28.6,77.3,993.3571,2021-12
28.6,77.5,993.2607,2021-12
28.5,76.7,991.9989,2021-12
28.5,76.8,992.6369,2021-12
28.5,76.8,993.88086,2021-12
28.5,76.9,994.03735,2021-12
28.5,77.0,992.5809,2021-12
28.5,77.1,991.44446,2021-12
28.5,77.2,992.54,2021-12
28.5,77.3,993.9672,2021-12
28.5,77.5,993.5388,2021-12
28.4,76.7,992.17883,2021-12
28.4,76.8,993.31757,2021-12
28.4,76.8,993.9754,2021-12
28.4,76.9,992.76166,2021-12
28.4,77.0,990.1486,2021-12
28.4,77.1,989.31274,2021-12
28.4,77.2,991.7542,2021-12
28.4,77.3,994.261,2021-12
28.4,77.5,994.05963,2021-12
28.3,76.7,991.81726,2021-12
28.3,76.8,992.1695,2021-12
28.3,76.8,991.6308,2021-12
28.3,76.9,990.53284,2021-12
28.3,77.0,989.7255,2021-12
28.3,77.1,990.3049,2021-12
28.3,77.2,992.50134,2021-12
28.3,77.3,994.6633,2021-12
28.3,77.5,994.92633,2021-12
28.3,76.7,991.24756,2021-12
28.3,76.8,990.064,2021-12
28.3,76.8,988.6317,2021-12
28.3,76.9,989.4663,2021-12
28.3,77.0,991.74335,2021-12
28.3,77.1,993.23254,2021-12
28.3,77.2,993.9361,2021-12
28.3,77.3,994.5141,2021-12
28.3,77.5,994.6152,2021-12
29.0,76.7,989.7456,2022-01
29.0,76.8,990.00775,2022-01
29.0,76.8,990.0388,2022-01
29.0,76.9,990.658,2022-01
29.0,77.0,991.53186,2022-01
29.0,77.1,990.60565,2022-01
29.0,77.2,989.53455,2022-01
29.0,77.3,989.7122,2022-01
29.0,77.5,989.918,2022-01
28.9,76.7,990.24615,2022-01
28.9,76.8,990.5567,2022-01
28.9,76.8,990.3639,2022-01
28.9,76.9,990.77106,2022-01
28.9,77.0,991.4979,2022-01
28.9,77.1,991.40576,2022-01
28.9,77.2,990.79285,2022-01
28.9,77.3,990.45685,2022-01
28.9,77.5,990.17224,2022-01
28.8,76.7,990.0584,2022-01
28.8,76.8,990.3172,2022-01
28.8,76.8,990.44257,2022-01
28.8,76.9,990.8056,2022-01
28.8,77.0,991.2474,2022-01
28.8,77.1,991.1757,2022-01
28.8,77.2,990.8593,2022-01
28.8,77.3,990.6352,2022-01
28.8,77.5,990.4544,2022-01
28.6,76.7,989.64264,2022-01
28.6,76.8,989.7467,2022-01
28.6,76.8,990.671,2022-01
28.6,76.9,991.5764,2022-01
28.6,77.0,991.5426,2022-01
28.6,77.1,990.9951,2022-01
28.6,77.2,990.99,2022-01
28.6,77.3,991.2695,2022-01
28.6,77.5,991.187,2022-01
28.5,76.7,989.85004,2022-01
28.5,76.8,990.4996,2022-01
28.5,76.8,991.7574,2022-01
28.5,76.9,991.9218,2022-01
28.5,77.0,990.4699,2022-01
28.5,77.1,989.337,2022-01
28.5,77.2,990.4502,2022-01
28.5,77.3,991.89734,2022-01
28.5,77.5,991.47833,2022-01
28.4,76.7,990.0413,2022-01
28.4,76.8,991.1928,2022-01
28.4,76.8,991.86176,2022-01
28.4,76.9,990.6507,2022-01
28.4,77.0,988.03394,2022-01
28.4,77.1,987.2052,2022-01
28.4,77.2,989.67053,2022-01
28.4,77.3,992.20404,2022-01
28.4,77.5,992.01404,2022-01
28.3,76.7,989.68304,2022-01
28.3,76.8,990.0451,2022-01
28.3,76.8,989.51166,2022-01
28.3,76.9,988.4168,2022-01
28.3,77.0,987.6149,2022-01
28.3,77.1,988.2082,2022-01
28.3,77.2,990.4273,2022-01
28.3,77.3,992.61255,2022-01
28.3,77.5,992.89044,2022-01
28.3,76.7,989.11523,2022-01
28.3,76.8,987.93414,2022-01
28.3,76.8,986.50134,2022-01
28.3,76.9,987.3509,2022-01
28.3,77.0,989.6505,2022-01
28.3,77.1,991.1591,2022-01
28.3,77.2,991.8776,2022-01
28.3,77.3,992.4698,2022-01
28.3,77.5,992.5832,2022-01
29.0,76.7,987.1048,2022-02
29.0,76.8,987.3707,2022-02
29.0,76.8,987.4094,2022-02
29.0,76.9,988.0319,2022-02
29.0,77.0,988.9057,2022-02
29.0,77.1,988.0009,2022-02
29.0,77.2,986.9503,2022-02
29.0,77.3,987.13336,2022-02
29.0,77.5,987.3444,2022-02
28.9,76.7,987.58435,2022-02
28.9,76.8,987.9006,2022-02
28.9,76.8,987.718,2022-02
28.9,76.9,988.1325,2022-02
28.9,77.0,988.8589,2022-02
28.9,77.1,988.778,2022-02
28.9,77.2,988.18115,2022-02
28.9,77.3,987.8574,2022-02
28.9,77.5,987.584,2022-02
28.8,76.7,987.3825,2022-02
28.8,76.8,987.64935,2022-02
28.8,76.8,987.78516,2022-02
28.8,76.9,988.1541,2022-02
28.8,77.0,988.5991,2022-02
28.8,77.1,988.5371,2022-02
28.8,77.2,988.23505,2022-02
28.8,77.3,988.0231,2022-02
28.8,77.5,987.85205,2022-02
28.6,76.7,986.9561,2022-02
28.6,76.8,987.073,2022-02
28.6,76.8,987.99896,2022-02
28.6,76.9,988.90607,2022-02
28.6,77.0,988.8832,2022-02
28.6,77.1,988.3512,2022-02
28.6,77.2,988.355,2022-02
28.6,77.3,988.641,2022-02
28.6,77.5,988.5689,2022-02
28.5,76.7,987.1488,2022-02
28.5,76.8,987.8024,2022-02
28.5,76.8,989.0577,2022-02
28.5,76.9,989.2345,2022-02
28.5,77.0,987.8162,2022-02
28.5,77.1,986.7075,2022-02
28.5,77.2,987.8166,2022-02
28.5,77.3,989.2543,2022-02
28.5,77.5,988.8508,2022-02
28.4,76.7,987.32336,2022-02
28.4,76.8,988.4736,2022-02
28.4,76.8,989.14667,2022-02
28.4,76.9,987.96625,2022-02
28.4,77.0,985.40247,2022-02
28.4,77.1,984.59515,2022-02
28.4,77.2,987.03937,2022-02
28.4,77.3,989.54865,2022-02
28.4,77.5,989.37256,2022-02
28.3,76.7,986.95825,2022-02
28.3,76.8,987.3274,2022-02
28.3,76.8,986.8164,2022-02
28.3,76.9,985.75183,2022-02
28.3,77.0,984.9749,2022-02
28.3,77.1,985.571,2022-02
28.3,77.2,987.7725,2022-02
28.3,77.3,989.93976,2022-02
28.3,77.5,990.2237,2022-02
28.3,76.7,986.38794,2022-02
28.3,76.8,985.2363,2022-02
28.3,76.8,983.8374,2022-02
28.3,76.9,984.6877,2022-02
28.3,77.0,986.9673,2022-02
28.3,77.1,988.4661,2022-02
28.3,77.2,989.18787,2022-02
28.3,77.3,989.78406,2022-02
28.3,77.5,989.9057,2022-02
29.0,76.7,983.86334,2022-03
29.0,76.8,984.09735,2022-03
29.0,76.8,984.1125,2022-03
29.0,76.9,984.69336,2022-03
29.0,77.0,985.51624,2022-03
29.0,77.1,984.6219,2022-03
29.0,77.2,983.58435,2022-03
29.0,77.3,983.7366,2022-03
29.0,77.5,983.9176,2022-03
28.9,76.7,984.339,2022-03
28.9,76.8,984.6254,2022-03
28.9,76.8,984.42706,2022-03
28.9,76.9,984.8064,2022-03
28.9,77.0,985.4904,2022-03
28.9,77.1,985.3917,2022-03
28.9,77.2,984.79156,2022-03
28.9,77.3,984.4562,2022-03
28.9,77.5,984.1688,2022-03
28.8,76.7,984.157,2022-03
28.8,76.8,984.3969,2022-03
28.8,76.8,984.50775,2022-03
28.8,76.9,984.8449,2022-03
28.8,77.0,985.2572,2022-03
28.8,77.1,985.17694,2022-03
28.8,77.2,984.8621,2022-03
28.8,77.3,984.63324,2022-03
28.8,77.5,984.446,2022-03
28.6,76.7,983.75653,2022-03
28.6,76.8,983.84894,2022-03
28.6,76.8,984.7234,2022-03
28.6,76.9,985.5821,2022-03
28.6,77.0,985.5417,2022-03
28.6,77.1,985.00775,2022-03
28.6,77.2,984.98773,2022-03
28.6,77.3,985.24347,2022-03
28.6,77.5,985.1542,2022-03
28.5,76.7,983.9529,2022-03
28.5,76.8,984.5618,2022-03
28.5,76.8,985.75305,2022-03
28.5,76.9,985.9074,2022-03
28.5,77.0,984.5183,2022-03
28.5,77.1,983.42725,2022-03
28.5,77.2,984.47815,2022-03
28.5,77.3,985.8503,2022-03
28.5,77.5,985.4409,2022-03
28.4,76.7,984.1277,2022-03
28.4,76.8,985.2176,2022-03
28.4,76.8,985.8462,2022-03
28.4,76.9,984.6889,2022-03
28.4,77.0,982.19055,2022-03
28.4,77.1,981.39404,2022-03
28.4,77.2,983.73846,2022-03
28.4,77.3,986.1467,2022-03
28.4,77.5,985.9571,2022-03
28.3,76.7,983.77924,2022-03
28.3,76.8,984.11316,2022-03
28.3,76.8,983.5964,2022-03
28.3,76.9,982.55133,2022-03
28.3,77.0,981.7809,2022-03
28.3,77.1,982.33936,2022-03
28.3,77.2,984.4522,2022-03
28.3,77.3,986.53064,2022-03
28.3,77.5,986.78723,2022-03
28.3,76.7,983.2351,2022-03
28.3,76.8,982.0958,2022-03
28.3,76.8,980.72363,2022-03
28.3,76.9,981.5246,2022-03
28.3,77.0,983.7069,2022-03
28.3,77.1,985.13837,2022-03
28.3,77.2,985.8216,2022-03
28.3,77.3,986.38635,2022-03
28.3,77.5,986.4889,2022-03
29.0,76.7,979.559,2022-04
29.0,76.8,979.80286,2022-04
29.0,76.8,979.8347,2022-04
29.0,76.9,980.4224,2022-04
29.0,77.0,981.24713,2022-04
29.0,77.1,980.3875,2022-04
29.0,77.2,979.3865,2022-04
29.0,77.3,979.55054,2022-04
29.0,77.5,979.74097,2022-04
28.9,76.7,980.02454,2022-04
28.9,76.8,980.3151,2022-04
28.9,76.8,980.1376,2022-04
28.9,76.9,980.5277,2022-04
28.9,77.0,981.2087,2022-04
28.9,77.1,981.1258,2022-04
28.9,77.2,980.55554,2022-04
28.9,77.3,980.24164,2022-04
28.9,77.5,979.9751,2022-04
28.8,76.7,979.852,2022-04
28.8,76.8,980.0932,2022-04
28.8,76.8,980.2119,2022-04
28.8,76.9,980.5528,2022-04
28.8,77.0,980.9697,2022-04
28.8,77.1,980.90424,2022-04
28.8,77.2,980.6114,2022-04
28.8,77.3,980.404,2022-04
28.8,77.5,980.2349,2022-04
28.6,76.7,979.47284,2022-04
28.6,76.8,979.5684,2022-04
28.6,76.8,980.425,2022-04
28.6,76.9,981.269,2022-04
28.6,77.0,981.24054,2022-04
28.6,77.1,980.7321,2022-04
28.6,77.2,980.72845,2022-04
28.6,77.3,980.9911,2022-04
28.6,77.5,980.91486,2022-04
28.5,76.7,979.6733,2022-04
28.5,76.8,980.26953,2022-04
28.5,76.8,981.4359,2022-04
28.5,76.9,981.58966,2022-04
28.5,77.0,980.2389,2022-04
28.5,77.1,979.1842,2022-04
28.5,77.2,980.22406,2022-04
28.5,77.3,981.5738,2022-04
28.5,77.5,981.1852,2022-04
28.4,76.7,979.85114,2022-04
28.4,76.8,980.9151,2022-04
28.4,76.8,981.53204,2022-04
28.4,76.9,980.40466,2022-04
28.4,77.0,977.972,2022-04
28.4,77.1,977.19696,2022-04
28.4,77.2,979.4945,2022-04
28.4,77.3,981.8551,2022-04
28.4,77.5,981.68024,2022-04
28.3,76.7,979.5157,2022-04
28.3,76.8,979.84314,2022-04
28.3,76.8,979.34296,2022-04
28.3,76.9,978.32526,2022-04
28.3,77.0,977.5751,2022-04
28.3,77.1,978.1225,2022-04
28.3,77.2,980.19244,2022-04
28.3,77.3,982.23114,2022-04
28.3,77.5,982.4932,2022-04
28.3,76.7,978.993,2022-04
28.3,76.8,977.88116,2022-04
28.3,76.8,976.5409,2022-04
28.3,76.9,977.3256,2022-04
28.3,77.0,979.4577,2022-04
28.3,77.1,980.8581,2022-04
28.3,77.2,981.53143,2022-04
28.3,77.3,982.0911,2022-04
28.3,77.5,982.20123,2022-04
29.0,76.7,975.0014,2022-05
29.0,76.8,975.3053,2022-05
29.0,76.8,975.3981,2022-05
29.0,76.9,976.03766,2022-05
29.0,77.0,976.91113,2022-05
29.0,77.1,976.1174,2022-05
29.0,77.2,975.1842,2022-05
29.0,77.3,975.4008,2022-05
29.0,77.5,975.6447,2022-05
28.9,76.7,975.4311,2022-05
28.9,76.8,975.7717,2022-05
28.9,76.8,975.65625,2022-05
28.9,76.9,976.1005,2022-05
28.9,77.0,976.82983,2022-05
28.9,77.1,976.80536,2022-05
28.9,77.2,976.2967,2022-05
28.9,77.3,976.04346,2022-05
28.9,77.5,975.8339,2022-05
28.8,76.7,975.23444,2022-05
28.8,76.8,975.52234,2022-05
28.8,76.8,975.69293,2022-05
28.8,76.9,976.0846,2022-05
28.8,77.0,976.55225,2022-05
28.8,77.1,976.54614,2022-05
28.8,77.2,976.3116,2022-05
28.8,77.3,976.16254,2022-05
28.8,77.5,976.05194,2022-05
28.6,76.7,974.8271,2022-05
28.6,76.8,974.96924,2022-05
28.6,76.8,975.8679,2022-05
28.6,76.9,976.76166,2022-05
28.6,77.0,976.79175,2022-05
28.6,77.1,976.3466,2022-05
28.6,77.2,976.39954,2022-05
28.6,77.3,976.7169,2022-05
28.6,77.5,976.70026,2022-05
28.5,76.7,974.99115,2022-05
28.5,76.8,975.6271,2022-05
28.5,76.8,976.8283,2022-05
28.5,76.9,977.0453,2022-05
28.5,77.0,975.77325,2022-05
28.5,77.1,974.78973,2022-05
28.5,77.2,975.8735,2022-05
28.5,77.3,977.267,2022-05
28.5,77.5,976.9433,2022-05
28.4,76.7,975.13324,2022-05
28.4,76.8,976.23065,2022-05
28.4,76.8,976.89044,2022-05
28.4,76.9,975.8438,2022-05
28.4,77.0,973.5024,2022-05
28.4,77.1,972.8007,2022-05
28.4,77.2,975.1293,2022-05
28.4,77.3,977.5215,2022-05
28.4,77.5,977.40784,2022-05
28.3,76.7,974.7808,2022-05
28.3,76.8,975.14996,2022-05
28.3,76.8,974.7099,2022-05
28.3,76.9,973.7668,2022-05
28.3,77.0,973.09045,2022-05
28.3,77.1,973.6919,2022-05
28.3,77.2,975.79553,2022-05
28.3,77.3,977.8685,2022-05
28.3,77.5,978.1857,2022-05
28.3,76.7,974.2417,2022-05
28.3,76.8,973.1915,2022-05
28.3,76.8,971.92346,2022-05
28.3,76.9,972.7584,2022-05
28.3,77.0,974.92816,2022-05
28.3,77.1,976.37396,2022-05
28.3,77.2,977.09753,2022-05
28.3,77.3,977.70624,2022-05
28.3,77.5,977.87225,2022-05
29.0,76.7,973.7948,2022-06
29.0,76.8,974.05206,2022-06
29.0,76.8,974.0993,2022-06
29.0,76.9,974.69495,2022-06
29.0,77.0,975.5232,2022-06
29.0,77.1,974.68933,2022-06
29.0,77.2,973.7218,2022-06
29.0,77.3,973.8987,2022-06
29.0,77.5,974.1034,2022-06
28.9,76.7,974.2597,2022-06
28.9,76.8,974.55286,2022-06
28.9,76.8,974.3958,2022-06
28.9,76.9,974.7936,2022-06
28.9,77.0,975.47455,2022-06
28.9,77.1,975.40686,2022-06
28.9,77.2,974.8606,2022-06
28.9,77.3,974.56824,2022-06
28.9,77.5,974.3219,2022-06
28.8,76.7,974.1007,2022-06
28.8,76.8,974.34064,2022-06
28.8,76.8,974.46594,2022-06
28.8,76.9,974.8115,2022-06
28.8,77.0,975.23175,2022-06
28.8,77.1,975.18176,2022-06
28.8,77.2,974.9087,2022-06
28.8,77.3,974.71875,2022-06
28.8,77.5,974.5692,2022-06
28.6,76.7,973.73267,2022-06
28.6,76.8,973.8323,2022-06
28.6,76.8,974.6821,2022-06
28.6,76.9,975.5211,2022-06
28.6,77.0,975.5047,2022-06
28.6,77.1,975.01794,2022-06
28.6,77.2,975.0294,2022-06
28.6,77.3,975.304,2022-06
28.6,77.5,975.2421,2022-06
28.5,76.7,973.9386,2022-06
28.5,76.8,974.5317,2022-06
28.5,76.8,975.68585,2022-06
28.5,76.9,975.84656,2022-06
28.5,77.0,974.53015,2022-06
28.5,77.1,973.5039,2022-06
28.5,77.2,974.5388,2022-06
28.5,77.3,975.8783,2022-06
28.5,77.5,975.5099,2022-06
28.4,76.7,974.1191,2022-06
28.4,76.8,975.1741,2022-06
28.4,76.8,975.7881,2022-06
28.4,76.9,974.6898,2022-06
28.4,77.0,972.30634,2022-06
28.4,77.1,971.5561,2022-06
28.4,77.2,973.8273,2022-06
28.4,77.3,976.1596,2022-06
28.4,77.5,976.00055,2022-06
28.3,76.7,973.79315,2022-06
28.3,76.8,974.1233,2022-06
28.3,76.8,973.6384,2022-06
28.3,76.9,972.64703,2022-06
28.3,77.0,971.92065,2022-06
28.3,77.1,972.4706,2022-06
28.3,77.2,974.51465,2022-06
28.3,77.3,976.52966,2022-06
28.3,77.5,976.7992,2022-06
28.3,76.7,973.279,2022-06
28.3,76.8,972.1943,2022-06
28.3,76.8,970.8868,2022-06
28.3,76.9,971.6684,2022-06
28.3,77.0,973.77545,2022-06
28.3,77.1,975.1635,2022-06
28.3,77.2,975.8342,2022-06
28.3,77.3,976.3941,2022-06
28.3,77.5,976.51483,2022-06
29.0,76.7,975.2862,2022-07
29.0,76.8,975.5703,2022-07
29.0,76.8,975.6424,2022-07
29.0,76.9,976.26355,2022-07
29.0,77.0,977.1174,2022-07
29.0,77.1,976.2915,2022-07
29.0,77.2,975.3364,2022-07
29.0,77.3,975.53564,2022-07
29.0,77.5,975.76227,2022-07
28.9,76.7,975.72766,2022-07
28.9,76.8,976.0408,2022-07
28.9,76.8,975.9038,2022-07
28.9,76.9,976.32526,2022-07
28.9,77.0,977.0274,2022-07
28.9,77.1,976.9726,2022-07
28.9,77.2,976.44147,2022-07
28.9,77.3,976.1659,2022-07
28.9,77.5,975.9399,2022-07
28.8,76.7,975.53906,2022-07
28.8,76.8,975.796,2022-07
28.8,76.8,975.9396,2022-07
28.8,76.9,976.3045,2022-07
28.8,77.0,976.7426,2022-07
28.8,77.1,976.70715,2022-07
28.8,77.2,976.4505,2022-07
28.8,77.3,976.2797,2022-07
28.8,77.5,976.1469,2022-07
28.6,76.7,975.121,2022-07
28.6,76.8,975.2416,2022-07
28.6,76.8,976.12476,2022-07
28.6,76.9,976.9946,2022-07
28.6,77.0,976.99457,2022-07
28.6,77.1,976.51984,2022-07
28.6,77.2,976.5499,2022-07
28.6,77.3,976.8426,2022-07
28.6,77.5,976.79486,2022-07
28.5,76.7,975.2859,2022-07
28.5,76.8,975.9141,2022-07
28.5,76.8,977.1076,2022-07
28.5,76.9,977.2936,2022-07
28.5,77.0,975.9857,2022-07
28.5,77.1,974.96814,2022-07
28.5,77.2,976.0312,2022-07
28.5,77.3,977.39606,2022-07
28.5,77.5,977.03723,2022-07
28.4,76.7,975.4357,2022-07
28.4,76.8,976.52795,2022-07
28.4,76.8,977.1757,2022-07
28.4,76.9,976.0913,2022-07
28.4,77.0,973.70825,2022-07
28.4,77.1,972.97235,2022-07
28.4,77.2,975.27997,2022-07
28.4,77.3,977.64716,2022-07
28.4,77.5,977.4989,2022-07
28.3,76.7,975.0674,2022-07
28.3,76.8,975.42786,2022-07
28.3,76.8,974.96564,2022-07
28.3,76.9,973.98816,2022-07
28.3,77.0,973.2781,2022-07
28.3,77.1,973.856,2022-07
28.3,77.2,975.9348,2022-07
28.3,77.3,977.9808,2022-07
28.3,77.5,978.2652,2022-07
28.3,76.7,974.51166,2022-07
28.3,76.8,973.43945,2022-07
28.3,76.8,972.14215,2022-07
28.3,76.9,972.9596,2022-07
28.3,77.0,975.1152,2022-07
28.3,77.1,976.5389,2022-07
28.3,77.2,977.2296,2022-07
28.3,77.3,977.80365,2022-07
28.3,77.5,977.9366,2022-07
29.0,76.7,976.04913,2022-08
29.0,76.8,976.31744,2022-08
29.0,76.8,976.3721,2022-08
29.0,76.9,976.9742,2022-08
29.0,77.0,977.8129,2022-08
29.0,77.1,976.96924,2022-08
29.0,77.2,975.99445,2022-08
29.0,77.3,976.17896,2022-08
29.0,77.5,976.3884,2022-08
28.9,76.7,976.50226,2022-08
28.9,76.8,976.8042,2022-08
28.9,76.8,976.6487,2022-08
28.9,76.9,977.0527,2022-08
28.9,77.0,977.7418,2022-08
28.9,77.1,977.673,2022-08
28.9,77.2,977.12384,2022-08
28.9,77.3,976.83264,2022-08
28.9,77.5,976.58777,2022-08
28.8,76.7,976.32214,2022-08
28.8,76.8,976.5679,2022-08
28.8,76.8,976.69885,2022-08
28.8,76.9,977.0509,2022-08
28.8,77.0,977.47614,2022-08
28.8,77.1,977.4264,2022-08
28.8,77.2,977.1522,2022-08
28.8,77.3,976.9649,2022-08
28.8,77.5,976.8166,2022-08
28.6,76.7,975.917,2022-08
28.6,76.8,976.02637,2022-08
28.6,76.8,976.8987,2022-08
28.6,76.9,977.7573,2022-08
28.6,77.0,977.74335,2022-08
28.6,77.1,977.25104,2022-08
28.6,77.2,977.26544,2022-08
28.6,77.3,977.5444,2022-08
28.6,77.5,977.4832,2022-08
28.5,76.7,976.09686,2022-08
28.5,76.8,976.7121,2022-08
28.5,76.8,977.8965,2022-08
28.5,76.9,978.0708,2022-08
28.5,77.0,976.74133,2022-08
28.5,77.1,975.706,2022-08
28.5,77.2,976.7579,2022-08
28.5,77.3,978.11536,2022-08
28.5,77.5,977.7424,2022-08
28.4,76.7,976.25916,2022-08
28.4,76.8,977.34247,2022-08
28.4,76.8,977.9797,2022-08
28.4,76.9,976.8756,2022-08
28.4,77.0,974.4683,2022-08
28.4,77.1,973.71674,2022-08
28.4,77.2,976.02026,2022-08
28.4,77.3,978.3855,2022-08
28.4,77.5,978.22296,2022-08
28.3,76.7,975.9012,2022-08
28.3,76.8,976.25073,2022-08
28.3,76.8,975.77185,2022-08
28.3,76.9,974.7762,2022-08
28.3,77.0,974.0516,2022-08
28.3,77.1,974.6196,2022-08
28.3,77.2,976.6949,2022-08
28.3,77.3,978.7378,2022-08
28.3,77.5,979.0107,2022-08
28.3,76.7,975.3531,2022-08
28.3,76.8,974.26605,2022-08
28.3,76.8,972.9506,2022-08
28.3,76.9,973.7574,2022-08
28.3,77.0,975.91205,2022-08
28.3,77.1,977.3297,2022-08
28.3,77.2,978.0118,2022-08
28.3,77.3,978.5766,2022-08
28.3,77.5,978.6987,2022-08
29.0,76.7,978.9861,2022-09
29.0,76.8,979.1927,2022-09
29.0,76.8,979.27466,2022-09
29.0,76.9,979.74915,2022-09
29.0,77.0,980.59705,2022-09
29.0,77.1,979.81995,2022-09
29.0,77.2,979.0052,2022-09
29.0,77.3,979.0569,2022-09
29.0,77.5,979.2483,2022-09
28.9,76.7,979.47284,2022-09
28.9,76.8,979.69965,2022-09
28.9,76.8,979.56976,2022-09
28.9,76.9,979.9073,2022-09
28.9,77.0,980.5687,2022-09
28.9,77.1,980.5251,2022-09
28.9,77.2,980.01074,2022-09
28.9,77.3,979.6854,2022-09
28.9,77.5,979.4696,2022-09
28.8,76.7,979.3586,2022-09
28.8,76.8,979.5615,2022-09
28.8,76.8,979.6777,2022-09
28.8,76.9,980.0179,2022-09
28.8,77.0,980.352,2022-09
28.8,77.1,980.2702,2022-09
28.8,77.2,980.0107,2022-09
28.8,77.3,979.8104,2022-09
28.8,77.5,979.67535,2022-09
28.6,76.7,978.92914,2022-09
28.6,76.8,979.0833,2022-09
28.6,76.8,979.8986,2022-09
28.6,76.9,980.66736,2022-09
