Unnamed: 0_x,latitude,longitude,tp_mm,month,dataValue,wellDepth,tmean_C,Unnamed: 0_y,d2m_C
360,28.5,77.0,0.0,2023-03,-14.78,,22.276209,2776,13.66
361,28.4,77.1,0.0,2023-03,-66.89,,22.272406,2786,13.28
362,28.8,77.0,0.0,2023-04,-19.83,,26.465183,2830,10.82
363,28.8,77.2,0.0,2023-04,-9.77,,26.384958,2832,10.86
364,28.5,76.9,0.0,2023-04,-10.64,,26.981106,2847,10.27
365,28.5,77.0,0.0,2023-04,-9.11,,26.841461,2848,10.36
366,28.5,77.0,0.0,2023-04,-17.26,,26.841461,2848,10.36
367,28.5,77.0,0.0,2023-04,-14.64,,26.841461,2848,10.36
368,28.5,77.2,0.0,2023-04,-23.33,,26.766642,2850,10.44
369,28.4,77.1,0.0,2023-04,-66.94,,26.80434,2858,9.97
370,28.8,76.9,0.0,2023-05,-4.61,,29.26264,2901,14.87
371,28.8,77.0,0.0,2023-05,-3.15,,29.203028,2902,15.05
372,28.8,77.0,0.0,2023-05,-7.52,,29.203028,2902,15.05
373,28.8,77.0,0.0,2023-05,-19.72,,29.203028,2902,15.05
374,28.8,77.1,0.0,2023-05,-9.13,,29.090124,2903,15.21
375,28.8,77.1,0.0,2023-05,-7.75,,29.090124,2903,15.21
376,28.8,77.1,0.0,2023-05,-21.15,,29.090124,2903,15.21
377,28.8,77.2,0.0,2023-05,-9.9,,28.95148,2904,15.34
378,28.5,76.9,0.0,2023-05,-10.63,,29.610682,2919,14.64
379,28.5,77.0,0.0,2023-05,-9.36,,29.46404,2920,14.75
380,28.5,77.0,0.0,2023-05,-18.15,,29.46404,2920,14.75
381,28.5,77.0,0.0,2023-05,-14.53,,29.46404,2920,14.75
382,28.5,77.2,0.0,2023-05,-38.37,,29.30108,2922,14.98
383,28.5,77.2,0.0,2023-05,-23.29,,29.30108,2922,14.98
384,28.5,77.3,0.0,2023-05,-9.78,,29.284945,2923,15.17
385,28.4,77.1,0.0,2023-05,-67.09,,29.379246,2930,14.42
386,28.4,77.2,0.0,2023-05,-47.08,,29.465958,2931,14.68
387,28.8,76.9,0.0,2023-06,-4.6,,31.443874,2973,20.65
388,28.8,77.0,0.0,2023-06,-2.94,,31.34639,2974,20.78
389,28.8,77.0,0.0,2023-06,-7.58,,31.34639,2974,20.78
390,28.8,77.0,0.0,2023-06,-20.12,,31.34639,2974,20.78
391,28.8,77.1,0.0,2023-06,-9.04,,31.233334,2975,20.86
392,28.8,77.1,0.0,2023-06,-7.83,,31.233334,2975,20.86
393,28.8,77.1,0.0,2023-06,-21.65,,31.233334,2975,20.86
394,28.8,77.2,0.0,2023-06,-10.47,,31.13751,2976,20.89
395,28.5,76.9,0.0,2023-06,-10.61,,31.602312,2991,20.6
396,28.5,77.0,0.0,2023-06,-9.4,,31.48476,2992,20.57
397,28.5,77.0,0.0,2023-06,-19.04,,31.48476,2992,20.57
398,28.5,77.0,0.0,2023-06,-14.41,,31.48476,2992,20.57
399,28.5,77.2,0.0,2023-06,-38.16,,31.349892,2994,20.65
400,28.5,77.2,0.0,2023-06,-23.03,,31.349892,2994,20.65
401,28.5,77.3,0.0,2023-06,-9.85,,31.343763,2995,20.76
402,28.4,77.1,0.0,2023-06,-67.22,,31.33092,3002,20.31
403,28.4,77.2,0.0,2023-06,-47.61,,31.393452,3003,20.48
404,28.8,76.9,0.0,2023-07,-3.74,,29.240505,3045,25.56
405,28.8,77.0,0.0,2023-07,-1.45,,29.15176,3046,25.64
406,28.8,77.0,0.0,2023-07,-6.96,,29.15176,3046,25.64
407,28.8,77.0,0.0,2023-07,-20.44,,29.15176,3046,25.64
408,28.8,77.1,0.0,2023-07,-9.16,,29.047289,3047,25.67
409,28.8,77.1,0.0,2023-07,-17.96,,29.047289,3047,25.67
410,28.8,77.1,0.0,2023-07,-22.29,,29.047289,3047,25.67
411,28.8,77.2,0.0,2023-07,-7.87,,28.936556,3048,25.66
412,28.5,76.9,0.0,2023-07,-10.41,,29.36237,3063,25.6
413,28.5,77.0,0.0,2023-07,-8.79,,29.170198,3064,25.62
414,28.5,77.0,0.0,2023-07,-18.94,,29.170198,3064,25.62
415,28.5,77.0,0.0,2023-07,-14.19,,29.170198,3064,25.62
416,28.5,77.2,0.0,2023-07,-38.05,,29.002855,3066,25.64
417,28.5,77.2,0.0,2023-07,-22.93,,29.002855,3066,25.64
418,28.5,77.3,0.0,2023-07,-9.27,,28.975916,3067,25.7
419,28.4,77.1,0.0,2023-07,-67.23,,28.95058,3074,25.51
420,28.4,77.2,0.0,2023-07,-43.52,,29.004295,3075,25.6
421,28.8,76.9,0.0,2023-08,-3.37,,30.09117,3117,23.7
422,28.8,77.0,0.0,2023-08,-1.13,,29.958574,3118,23.93
423,28.8,77.0,0.0,2023-08,-6.79,,29.958574,3118,23.93
424,28.8,77.0,0.0,2023-08,-20.39,,29.958574,3118,23.93
425,28.8,77.1,0.0,2023-08,-9.11,,29.798279,3119,24.11
426,28.8,77.1,0.0,2023-08,-6.87,,29.798279,3119,24.11
427,28.8,77.1,0.0,2023-08,26.06,35.0,29.798279,3119,24.11
428,28.8,77.1,0.0,2023-08,-22.57,,29.798279,3119,24.11
429,28.8,77.2,0.0,2023-08,-7.21,,29.626375,3120,24.24
430,28.5,76.9,0.0,2023-08,-10.22,,30.181335,3135,23.54
431,28.5,77.0,0.0,2023-08,-8.34,,29.93286,3136,23.72
432,28.5,77.0,0.0,2023-08,-18.01,,29.93286,3136,23.72
433,28.5,77.0,0.0,2023-08,-13.92,,29.93286,3136,23.72
434,28.5,77.2,0.0,2023-08,-37.78,,29.65696,3138,24.03
435,28.5,77.2,0.0,2023-08,-22.68,,29.65696,3138,24.03
436,28.5,77.3,0.0,2023-08,-8.46,,29.59559,3139,24.23
437,28.4,77.1,0.0,2023-08,-67.29,,29.594294,3146,23.62
438,28.4,77.2,0.0,2023-08,-34.71,,29.619627,3147,23.89
439,28.8,76.9,0.0,2023-09,-3.71,,29.011301,3189,22.94
440,28.8,77.0,0.0,2023-09,-1.57,,28.930187,3190,23.12
441,28.8,77.0,0.0,2023-09,9.76,85.0,28.930187,3190,23.12
442,28.8,77.0,0.0,2023-09,-7.1,,28.930187,3190,23.12
443,28.8,77.0,0.0,2023-09,-20.29,,28.930187,3190,23.12
444,28.8,77.1,0.0,2023-09,-8.8,,28.800112,3191,23.29
445,28.8,77.1,0.0,2023-09,-9.16,,28.800112,3191,23.29
446,28.8,77.1,0.0,2023-09,13.51,40.0,28.800112,3191,23.29
447,28.8,77.1,0.0,2023-09,18.28,15.55,28.800112,3191,23.29
448,28.8,77.1,0.0,2023-09,-22.55,,28.800112,3191,23.29
449,28.8,77.2,0.0,2023-09,9.35,178.0,28.637074,3192,23.42
450,28.8,77.2,0.0,2023-09,9.29,38.0,28.637074,3192,23.42
451,28.8,77.2,0.0,2023-09,10.29,64.0,28.637074,3192,23.42
452,28.8,77.2,0.0,2023-09,-8.69,,28.637074,3192,23.42
453,28.5,76.9,0.0,2023-09,9.49,50.0,29.139263,3207,22.83
454,28.5,76.9,0.0,2023-09,6.75,40.0,29.139263,3207,22.83
455,28.5,76.9,0.0,2023-09,1.19,38.0,29.139263,3207,22.83
456,28.5,76.9,0.0,2023-09,-10.03,,29.139263,3207,22.83
457,28.5,76.9,0.0,2023-09,11.84,58.0,29.139263,3207,22.83
458,28.5,77.0,0.0,2023-09,-8.43,,28.908651,3208,23.01
459,28.5,77.0,0.0,2023-09,-18.14,,28.908651,3208,23.01
460,28.5,77.0,0.0,2023-09,-13.72,,28.908651,3208,23.01
461,28.5,77.2,0.0,2023-09,-37.75,,28.61795,3210,23.34
462,28.5,77.2,0.0,2023-09,-22.39,,28.61795,3210,23.34
463,28.5,77.3,0.0,2023-09,-8.45,,28.541487,3211,23.54
464,28.4,77.1,0.0,2023-09,-67.4,,28.590166,3218,22.97
465,28.4,77.2,0.0,2023-09,-36.3,,28.580053,3219,23.24
466,28.8,76.9,0.0,2023-10,-4.01,,25.611916,3261,15.27
467,28.8,77.0,0.0,2023-10,-2.03,,25.613707,3262,15.43
468,28.8,77.0,0.0,2023-10,9.99,85.0,25.613707,3262,15.43
469,28.8,77.0,0.0,2023-10,-7.05,,25.613707,3262,15.43
470,28.8,77.0,0.0,2023-10,0.0,45.0,25.613707,3262,15.43
471,28.8,77.0,0.0,2023-10,-19.85,,25.613707,3262,15.43
472,28.8,77.1,0.0,2023-10,-8.48,,25.514074,3263,15.62
473,28.8,77.1,0.0,2023-10,-12.21,,25.514074,3263,15.62
474,28.8,77.1,0.0,2023-10,10.42,40.0,25.514074,3263,15.62
475,28.8,77.1,0.0,2023-10,18.2,15.55,25.514074,3263,15.62
476,28.8,77.1,0.0,2023-10,0.0,45.0,25.514074,3263,15.62
477,28.8,77.1,0.0,2023-10,-22.36,,25.514074,3263,15.62
478,28.8,77.2,0.0,2023-10,5.63,178.0,25.334904,3264,15.84
479,28.8,77.2,0.0,2023-10,5.56,38.0,25.334904,3264,15.84
480,28.8,77.2,0.0,2023-10,9.23,64.0,25.334904,3264,15.84
481,28.8,77.2,0.0,2023-10,-10.08,,25.334904,3264,15.84
482,28.5,76.9,0.0,2023-10,6.85,50.0,25.855259,3279,15.02
483,28.5,76.9,0.0,2023-10,6.68,40.0,25.855259,3279,15.02
484,28.5,76.9,0.0,2023-10,1.44,38.0,25.855259,3279,15.02
485,28.5,76.9,0.0,2023-10,-9.94,,25.855259,3279,15.02
486,28.5,76.9,0.0,2023-10,9.27,58.0,25.855259,3279,15.02
487,28.5,77.0,0.0,2023-10,-8.75,,25.711428,3280,15.2
488,28.5,77.0,0.0,2023-10,-18.8,,25.711428,3280,15.2
489,28.5,77.0,0.0,2023-10,-13.61,,25.711428,3280,15.2
490,28.5,77.2,0.0,2023-10,-37.56,,25.396044,3282,15.68
491,28.5,77.2,0.0,2023-10,-22.11,,25.396044,3282,15.68
492,28.5,77.3,0.0,2023-10,-8.61,,25.271101,3283,16.04
493,28.4,77.1,0.0,2023-10,-67.5,,25.474932,3290,15.1
494,28.4,77.2,0.0,2023-10,-38.1,,25.402058,3291,15.57
495,28.8,76.9,0.0,2023-11,-4.2,,20.924942,3333,13.63
496,28.8,77.0,0.0,2023-11,-2.16,,20.942026,3334,13.71
497,28.8,77.0,0.0,2023-11,10.01,85.0,20.942026,3334,13.71
498,28.8,77.0,0.0,2023-11,-7.17,,20.942026,3334,13.71
499,28.8,77.0,0.0,2023-11,0.0,45.0,20.942026,3334,13.71
500,28.8,77.0,0.0,2023-11,-19.51,,20.942026,3334,13.71
501,28.8,77.1,0.0,2023-11,-8.47,,20.888494,3335,13.79
502,28.8,77.1,0.0,2023-11,-6.36,,20.888494,3335,13.79
503,28.8,77.1,0.0,2023-11,10.13,40.0,20.888494,3335,13.79
504,28.8,77.1,0.0,2023-11,17.67,15.55,20.888494,3335,13.79
505,28.8,77.1,0.0,2023-11,0.0,45.0,20.888494,3335,13.79
506,28.8,77.1,0.0,2023-11,-21.83,,20.888494,3335,13.79
507,28.8,77.2,0.0,2023-11,5.76,178.0,20.783085,3336,13.87
508,28.8,77.2,0.0,2023-11,5.55,38.0,20.783085,3336,13.87
509,28.8,77.2,0.0,2023-11,9.28,64.0,20.783085,3336,13.87
510,28.8,77.2,0.0,2023-11,-9.78,,20.783085,3336,13.87
511,28.5,76.9,0.0,2023-11,6.79,50.0,21.125614,3351,13.5
512,28.5,76.9,0.0,2023-11,6.6,40.0,21.125614,3351,13.5
513,28.5,76.9,0.0,2023-11,1.74,38.0,21.125614,3351,13.5
514,28.5,76.9,0.0,2023-11,-9.92,,21.125614,3351,13.5
515,28.5,76.9,0.0,2023-11,9.49,58.0,21.125614,3351,13.5
516,28.5,77.0,0.0,2023-11,-8.8,,21.047024,3352,13.59
517,28.5,77.0,0.0,2023-11,-19.28,,21.047024,3352,13.59
518,28.5,77.0,0.0,2023-11,-13.49,,21.047024,3352,13.59
519,28.5,77.2,0.0,2023-11,-37.23,,20.904558,3354,13.79
520,28.5,77.2,0.0,2023-11,-21.7,,20.904558,3354,13.79
521,28.5,77.3,0.0,2023-11,-8.85,,20.840334,3355,13.96
522,28.4,77.1,0.0,2023-11,-67.54,,20.906569,3362,13.45
523,28.4,77.2,0.0,2023-11,-40.29,,20.923517,3363,13.69
524,28.8,76.9,0.0,2023-12,-4.27,,15.494093,3405,9.99
525,28.8,77.0,0.0,2023-12,-2.55,,15.511603,3406,10.05
526,28.8,77.0,0.0,2023-12,10.39,85.0,15.511603,3406,10.05
527,28.8,77.0,0.0,2023-12,-7.2,,15.511603,3406,10.05
528,28.8,77.0,0.0,2023-12,0.0,45.0,15.511603,3406,10.05
529,28.8,77.0,0.0,2023-12,-19.56,,15.511603,3406,10.05
530,28.8,77.1,0.0,2023-12,-8.56,,15.491195,3407,10.09
531,28.8,77.1,0.0,2023-12,-6.51,,15.491195,3407,10.09
532,28.8,77.1,0.0,2023-12,9.95,40.0,15.491195,3407,10.09
533,28.8,77.1,0.0,2023-12,0.0,45.0,15.491195,3407,10.09
534,28.8,77.1,0.0,2023-12,-21.67,,15.491195,3407,10.09
535,28.8,77.2,0.0,2023-12,5.93,178.0,15.476269,3408,10.1
536,28.8,77.2,0.0,2023-12,5.69,38.0,15.476269,3408,10.1
537,28.8,77.2,0.0,2023-12,-8.09,,15.476269,3408,10.1
538,28.5,76.9,0.0,2023-12,6.9,50.0,15.815999,3423,9.83
539,28.5,76.9,0.0,2023-12,6.7,40.0,15.815999,3423,9.83
540,28.5,76.9,0.0,2023-12,2.16,38.0,15.815999,3423,9.83
541,28.5,76.9,0.0,2023-12,-9.93,,15.815999,3423,9.83
542,28.5,76.9,0.0,2023-12,9.56,58.0,15.815999,3423,9.83
543,28.5,77.0,0.0,2023-12,-8.57,,15.766578,3424,9.87
544,28.5,77.0,0.0,2023-12,-19.59,,15.766578,3424,9.87
545,28.5,77.0,0.0,2023-12,-13.38,,15.766578,3424,9.87
546,28.5,77.2,0.0,2023-12,-36.97,,15.740074,3426,9.96
547,28.5,77.2,0.0,2023-12,-21.52,,15.740074,3426,9.96
548,28.5,77.3,0.0,2023-12,-8.91,,15.698749,3427,10.06
549,28.4,77.1,0.0,2023-12,-67.5,,15.788212,3434,9.75
550,28.4,77.2,0.0,2023-12,-41.56,,15.82415,3435,9.91
