latitude,longitude,number,d2m_C,month
28.39999999999999,76.99999999999999,0,9.22,2020-02
28.39999999999999,77.09999999999998,0,9.35,2020-02
28.39999999999999,77.19999999999997,0,9.55,2020-02
28.39999999999999,77.29999999999997,0,9.79,2020-02
28.39999999999999,77.39999999999996,0,10.01,2020-02
28.39999999999999,77.5,0,10.14,2020-02
28.3,76.7,0,8.62,2020-02
28.3,76.8,0,8.76,2020-02
28.3,76.89999999999999,0,8.88,2020-02
28.3,76.99999999999999,0,9.08,2020-02
28.3,77.09999999999998,0,9.35,2020-02
28.3,77.19999999999997,0,9.58,2020-02
28.3,77.29999999999997,0,9.77,2020-02
28.3,77.39999999999996,0,9.93,2020-02
28.3,77.5,0,10.05,2020-02
29.0,76.7,0,13.86,2020-03
29.0,76.8,0,13.95,2020-03
29.0,76.89999999999999,0,14.0,2020-03
29.0,76.99999999999999,0,14.03,2020-03
29.0,77.09999999999998,0,14.08,2020-03
29.0,77.19999999999997,0,14.09,2020-03
29.0,77.29999999999997,0,14.02,2020-03
29.0,77.39999999999996,0,13.98,2020-03
29.0,77.5,0,13.93,2020-03
28.9,76.7,0,13.77,2020-03
28.9,76.8,0,13.91,2020-03
28.9,76.89999999999999,0,13.95,2020-03
28.9,76.99999999999999,0,14.0,2020-03
28.9,77.09999999999998,0,14.11,2020-03
28.9,77.19999999999997,0,14.17,2020-03
28.9,77.29999999999997,0,14.13,2020-03
28.9,77.39999999999996,0,14.1,2020-03
28.9,77.5,0,14.05,2020-03
28.799999999999997,76.7,0,13.61,2020-03
28.799999999999997,76.8,0,13.79,2020-03
28.799999999999997,76.89999999999999,0,13.9,2020-03
28.799999999999997,76.99999999999999,0,14.01,2020-03
28.799999999999997,77.09999999999998,0,14.11,2020-03
28.799999999999997,77.19999999999997,0,14.17,2020-03
28.799999999999997,77.29999999999997,0,14.17,2020-03
28.799999999999997,77.39999999999996,0,14.16,2020-03
28.799999999999997,77.5,0,14.14,2020-03
28.699999999999996,76.7,0,13.53,2020-03
28.699999999999996,76.8,0,13.66,2020-03
28.699999999999996,76.89999999999999,0,13.82,2020-03
28.699999999999996,76.99999999999999,0,13.97,2020-03
28.699999999999996,77.09999999999998,0,14.16,2020-03
28.699999999999996,77.19999999999997,0,14.25,2020-03
28.699999999999996,77.29999999999997,0,14.12,2020-03
28.699999999999996,77.39999999999996,0,14.15,2020-03
28.699999999999996,77.5,0,14.18,2020-03
28.599999999999994,76.7,0,13.46,2020-03
28.599999999999994,76.8,0,13.59,2020-03
28.599999999999994,76.89999999999999,0,13.76,2020-03
28.599999999999994,76.99999999999999,0,13.88,2020-03
28.599999999999994,77.09999999999998,0,13.97,2020-03
28.599999999999994,77.19999999999997,0,13.98,2020-03
28.599999999999994,77.29999999999997,0,14.04,2020-03
28.599999999999994,77.39999999999996,0,14.14,2020-03
28.599999999999994,77.5,0,14.17,2020-03
28.499999999999993,76.7,0,13.34,2020-03
28.499999999999993,76.8,0,13.5,2020-03
28.499999999999993,76.89999999999999,0,13.64,2020-03
28.499999999999993,76.99999999999999,0,13.71,2020-03
28.499999999999993,77.09999999999998,0,13.7,2020-03
28.499999999999993,77.19999999999997,0,13.77,2020-03
28.499999999999993,77.29999999999997,0,13.95,2020-03
28.499999999999993,77.39999999999996,0,14.13,2020-03
28.499999999999993,77.5,0,14.16,2020-03
28.39999999999999,76.7,0,13.19,2020-03
28.39999999999999,76.8,0,13.32,2020-03
28.39999999999999,76.89999999999999,0,13.41,2020-03
28.39999999999999,76.99999999999999,0,13.48,2020-03
28.39999999999999,77.09999999999998,0,13.56,2020-03
28.39999999999999,77.19999999999997,0,13.7,2020-03
28.39999999999999,77.29999999999997,0,13.92,2020-03
28.39999999999999,77.39999999999996,0,14.1,2020-03
28.39999999999999,77.5,0,14.17,2020-03
28.3,76.7,0,13.02,2020-03
28.3,76.8,0,13.08,2020-03
28.3,76.89999999999999,0,13.13,2020-03
28.3,76.99999999999999,0,13.3,2020-03
28.3,77.09999999999998,0,13.54,2020-03
28.3,77.19999999999997,0,13.74,2020-03
28.3,77.29999999999997,0,13.89,2020-03
28.3,77.39999999999996,0,14.03,2020-03
28.3,77.5,0,14.11,2020-03
29.0,76.7,0,13.41,2020-04
29.0,76.8,0,13.66,2020-04
29.0,76.89999999999999,0,13.83,2020-04
29.0,76.99999999999999,0,13.83,2020-04
29.0,77.09999999999998,0,13.86,2020-04
29.0,77.19999999999997,0,13.9,2020-04
29.0,77.29999999999997,0,13.8,2020-04
29.0,77.39999999999996,0,13.68,2020-04
29.0,77.5,0,13.54,2020-04
28.9,76.7,0,13.2,2020-04
28.9,76.8,0,13.55,2020-04
28.9,76.89999999999999,0,13.7,2020-04
28.9,76.99999999999999,0,13.76,2020-04
28.9,77.09999999999998,0,13.94,2020-04
28.9,77.19999999999997,0,14.06,2020-04
28.9,77.29999999999997,0,13.99,2020-04
28.9,77.39999999999996,0,13.91,2020-04
28.9,77.5,0,13.8,2020-04
28.799999999999997,76.7,0,12.96,2020-04
28.799999999999997,76.8,0,13.34,2020-04
28.799999999999997,76.89999999999999,0,13.6,2020-04
28.799999999999997,76.99999999999999,0,13.8,2020-04
28.799999999999997,77.09999999999998,0,13.97,2020-04
28.799999999999997,77.19999999999997,0,14.08,2020-04
28.799999999999997,77.29999999999997,0,14.08,2020-04
28.799999999999997,77.39999999999996,0,14.04,2020-04
28.799999999999997,77.5,0,13.97,2020-04
28.699999999999996,76.7,0,12.86,2020-04
28.699999999999996,76.8,0,13.17,2020-04
28.699999999999996,76.89999999999999,0,13.46,2020-04
28.699999999999996,76.99999999999999,0,13.72,2020-04
28.699999999999996,77.09999999999998,0,13.91,2020-04
28.699999999999996,77.19999999999997,0,14.0,2020-04
28.699999999999996,77.29999999999997,0,13.98,2020-04
28.699999999999996,77.39999999999996,0,13.98,2020-04
28.699999999999996,77.5,0,13.99,2020-04
28.599999999999994,76.7,0,12.74,2020-04
28.599999999999994,76.8,0,13.03,2020-04
28.599999999999994,76.89999999999999,0,13.33,2020-04
28.599999999999994,76.99999999999999,0,13.55,2020-04
28.599999999999994,77.09999999999998,0,13.67,2020-04
28.599999999999994,77.19999999999997,0,13.73,2020-04
28.599999999999994,77.29999999999997,0,13.84,2020-04
28.599999999999994,77.39999999999996,0,13.92,2020-04
28.599999999999994,77.5,0,13.91,2020-04
28.499999999999993,76.7,0,12.5,2020-04
28.499999999999993,76.8,0,12.82,2020-04
28.499999999999993,76.89999999999999,0,13.1,2020-04
28.499999999999993,76.99999999999999,0,13.26,2020-04
28.499999999999993,77.09999999999998,0,13.31,2020-04
28.499999999999993,77.19999999999997,0,13.43,2020-04
28.499999999999993,77.29999999999997,0,13.65,2020-04
28.499999999999993,77.39999999999996,0,13.85,2020-04
28.499999999999993,77.5,0,13.84,2020-04
28.39999999999999,76.7,0,12.24,2020-04
28.39999999999999,76.8,0,12.52,2020-04
28.39999999999999,76.89999999999999,0,12.74,2020-04
28.39999999999999,76.99999999999999,0,12.91,2020-04
28.39999999999999,77.09999999999998,0,13.07,2020-04
28.39999999999999,77.19999999999997,0,13.28,2020-04
28.39999999999999,77.29999999999997,0,13.55,2020-04
28.39999999999999,77.39999999999996,0,13.76,2020-04
28.39999999999999,77.5,0,13.79,2020-04
28.3,76.7,0,11.99,2020-04
28.3,76.8,0,12.15,2020-04
28.3,76.89999999999999,0,12.32,2020-04
28.3,76.99999999999999,0,12.58,2020-04
28.3,77.09999999999998,0,12.92,2020-04
28.3,77.19999999999997,0,13.2,2020-04
28.3,77.29999999999997,0,13.4,2020-04
28.3,77.39999999999996,0,13.58,2020-04
28.3,77.5,0,13.66,2020-04
29.0,76.7,0,14.51,2020-05
29.0,76.8,0,14.8,2020-05
29.0,76.89999999999999,0,15.05,2020-05
29.0,76.99999999999999,0,15.24,2020-05
29.0,77.09999999999998,0,15.45,2020-05
29.0,77.19999999999997,0,15.65,2020-05
29.0,77.29999999999997,0,15.7,2020-05
29.0,77.39999999999996,0,15.68,2020-05
29.0,77.5,0,15.65,2020-05
28.9,76.7,0,14.32,2020-05
28.9,76.8,0,14.68,2020-05
28.9,76.89999999999999,0,14.93,2020-05
28.9,76.99999999999999,0,15.15,2020-05
28.9,77.09999999999998,0,15.49,2020-05
28.9,77.19999999999997,0,15.76,2020-05
28.9,77.29999999999997,0,15.88,2020-05
28.9,77.39999999999996,0,15.92,2020-05
28.9,77.5,0,15.94,2020-05
28.799999999999997,76.7,0,14.1,2020-05
28.799999999999997,76.8,0,14.5,2020-05
28.799999999999997,76.89999999999999,0,14.84,2020-05
28.799999999999997,76.99999999999999,0,15.18,2020-05
28.799999999999997,77.09999999999998,0,15.5,2020-05
28.799999999999997,77.19999999999997,0,15.76,2020-05
28.799999999999997,77.29999999999997,0,15.92,2020-05
28.799999999999997,77.39999999999996,0,16.05,2020-05
28.799999999999997,77.5,0,16.13,2020-05
28.699999999999996,76.7,0,13.97,2020-05
28.699999999999996,76.8,0,14.31,2020-05
28.699999999999996,76.89999999999999,0,14.68,2020-05
28.699999999999996,76.99999999999999,0,15.07,2020-05
28.699999999999996,77.09999999999998,0,15.41,2020-05
28.699999999999996,77.19999999999997,0,15.67,2020-05
28.699999999999996,77.29999999999997,0,15.82,2020-05
28.699999999999996,77.39999999999996,0,15.99,2020-05
28.699999999999996,77.5,0,16.13,2020-05
28.599999999999994,76.7,0,13.82,2020-05
28.599999999999994,76.8,0,14.15,2020-05
28.599999999999994,76.89999999999999,0,14.53,2020-05
28.599999999999994,76.99999999999999,0,14.92,2020-05
28.599999999999994,77.09999999999998,0,15.17,2020-05
28.599999999999994,77.19999999999997,0,15.4,2020-05
28.599999999999994,77.29999999999997,0,15.67,2020-05
28.599999999999994,77.39999999999996,0,15.92,2020-05
28.599999999999994,77.5,0,16.06,2020-05
28.499999999999993,76.7,0,13.56,2020-05
28.499999999999993,76.8,0,13.93,2020-05
28.499999999999993,76.89999999999999,0,14.28,2020-05
28.499999999999993,76.99999999999999,0,14.61,2020-05
28.499999999999993,77.09999999999998,0,14.82,2020-05
28.499999999999993,77.19999999999997,0,15.1,2020-05
28.499999999999993,77.29999999999997,0,15.49,2020-05
28.499999999999993,77.39999999999996,0,15.84,2020-05
28.499999999999993,77.5,0,15.99,2020-05
28.39999999999999,76.7,0,13.29,2020-05
28.39999999999999,76.8,0,13.6,2020-05
28.39999999999999,76.89999999999999,0,13.91,2020-05
28.39999999999999,76.99999999999999,0,14.24,2020-05
28.39999999999999,77.09999999999998,0,14.62,2020-05
28.39999999999999,77.19999999999997,0,15.04,2020-05
28.39999999999999,77.29999999999997,0,15.44,2020-05
28.39999999999999,77.39999999999996,0,15.77,2020-05
28.39999999999999,77.5,0,15.95,2020-05
28.3,76.7,0,13.07,2020-05
28.3,76.8,0,13.22,2020-05
28.3,76.89999999999999,0,13.47,2020-05
28.3,76.99999999999999,0,13.97,2020-05
28.3,77.09999999999998,0,14.57,2020-05
28.3,77.19999999999997,0,15.06,2020-05
28.3,77.29999999999997,0,15.38,2020-05
28.3,77.39999999999996,0,15.65,2020-05
28.3,77.5,0,15.83,2020-05
29.0,76.7,0,22.34,2020-06
29.0,76.8,0,22.48,2020-06
29.0,76.89999999999999,0,22.59,2020-06
29.0,76.99999999999999,0,22.67,2020-06
29.0,77.09999999999998,0,22.77,2020-06
29.0,77.19999999999997,0,22.82,2020-06
29.0,77.29999999999997,0,22.81,2020-06
29.0,77.39999999999996,0,22.83,2020-06
29.0,77.5,0,22.85,2020-06
28.9,76.7,0,22.09,2020-06
28.9,76.8,0,22.34,2020-06
28.9,76.89999999999999,0,22.45,2020-06
28.9,76.99999999999999,0,22.54,2020-06
28.9,77.09999999999998,0,22.69,2020-06
28.9,77.19999999999997,0,22.78,2020-06
28.9,77.29999999999997,0,22.81,2020-06
28.9,77.39999999999996,0,22.82,2020-06
28.9,77.5,0,22.83,2020-06
28.799999999999997,76.7,0,21.78,2020-06
28.799999999999997,76.8,0,22.09,2020-06
28.799999999999997,76.89999999999999,0,22.29,2020-06
28.799999999999997,76.99999999999999,0,22.44,2020-06
28.799999999999997,77.09999999999998,0,22.58,2020-06
28.799999999999997,77.19999999999997,0,22.67,2020-06
28.799999999999997,77.29999999999997,0,22.72,2020-06
28.799999999999997,77.39999999999996,0,22.76,2020-06
28.799999999999997,77.5,0,22.8,2020-06
28.699999999999996,76.7,0,21.66,2020-06
28.699999999999996,76.8,0,21.88,2020-06
28.699999999999996,76.89999999999999,0,22.1,2020-06
28.699999999999996,76.99999999999999,0,22.3,2020-06
28.699999999999996,77.09999999999998,0,22.49,2020-06
28.699999999999996,77.19999999999997,0,22.59,2020-06
28.699999999999996,77.29999999999997,0,22.57,2020-06
28.699999999999996,77.39999999999996,0,22.65,2020-06
28.699999999999996,77.5,0,22.72,2020-06
28.599999999999994,76.7,0,21.5,2020-06
28.599999999999994,76.8,0,21.68,2020-06
28.599999999999994,76.89999999999999,0,21.9,2020-06
28.599999999999994,76.99999999999999,0,22.09,2020-06
28.599999999999994,77.09999999999998,0,22.2,2020-06
28.599999999999994,77.19999999999997,0,22.26,2020-06
28.599999999999994,77.29999999999997,0,22.38,2020-06
28.599999999999994,77.39999999999996,0,22.55,2020-06
28.599999999999994,77.5,0,22.62,2020-06
28.499999999999993,76.7,0,21.26,2020-06
28.499999999999993,76.8,0,21.47,2020-06
28.499999999999993,76.89999999999999,0,21.66,2020-06
28.499999999999993,76.99999999999999,0,21.79,2020-06
28.499999999999993,77.09999999999998,0,21.82,2020-06
28.499999999999993,77.19999999999997,0,21.93,2020-06
28.499999999999993,77.29999999999997,0,22.18,2020-06
28.499999999999993,77.39999999999996,0,22.43,2020-06
28.499999999999993,77.5,0,22.51,2020-06
28.39999999999999,76.7,0,21.08,2020-06
28.39999999999999,76.8,0,21.24,2020-06
28.39999999999999,76.89999999999999,0,21.38,2020-06
28.39999999999999,76.99999999999999,0,21.5,2020-06
28.39999999999999,77.09999999999998,0,21.63,2020-06
28.39999999999999,77.19999999999997,0,21.83,2020-06
28.39999999999999,77.29999999999997,0,22.09,2020-06
28.39999999999999,77.39999999999996,0,22.34,2020-06
28.39999999999999,77.5,0,22.44,2020-06
28.3,76.7,0,20.88,2020-06
28.3,76.8,0,20.95,2020-06
28.3,76.89999999999999,0,21.03,2020-06
28.3,76.99999999999999,0,21.26,2020-06
28.3,77.09999999999998,0,21.56,2020-06
28.3,77.19999999999997,0,21.82,2020-06
28.3,77.29999999999997,0,22.01,2020-06
28.3,77.39999999999996,0,22.18,2020-06
28.3,77.5,0,22.3,2020-06
29.0,76.7,0,24.8,2020-07
29.0,76.8,0,24.89,2020-07
29.0,76.89999999999999,0,24.96,2020-07
29.0,76.99999999999999,0,25.02,2020-07
29.0,77.09999999999998,0,25.09,2020-07
29.0,77.19999999999997,0,25.09,2020-07
29.0,77.29999999999997,0,25.08,2020-07
29.0,77.39999999999996,0,25.1,2020-07
29.0,77.5,0,25.1,2020-07
28.9,76.7,0,24.68,2020-07
28.9,76.8,0,24.79,2020-07
28.9,76.89999999999999,0,24.85,2020-07
28.9,76.99999999999999,0,24.91,2020-07
28.9,77.09999999999998,0,25.0,2020-07
28.9,77.19999999999997,0,25.06,2020-07
28.9,77.29999999999997,0,25.07,2020-07
28.9,77.39999999999996,0,25.09,2020-07
28.9,77.5,0,25.08,2020-07
28.799999999999997,76.7,0,24.53,2020-07
28.799999999999997,76.8,0,24.65,2020-07
28.799999999999997,76.89999999999999,0,24.73,2020-07
28.799999999999997,76.99999999999999,0,24.81,2020-07
28.799999999999997,77.09999999999998,0,24.89,2020-07
28.799999999999997,77.19999999999997,0,24.95,2020-07
28.799999999999997,77.29999999999997,0,24.99,2020-07
28.799999999999997,77.39999999999996,0,25.03,2020-07
28.799999999999997,77.5,0,25.05,2020-07
28.699999999999996,76.7,0,24.47,2020-07
28.699999999999996,76.8,0,24.55,2020-07
28.699999999999996,76.89999999999999,0,24.65,2020-07
28.699999999999996,76.99999999999999,0,24.76,2020-07
28.699999999999996,77.09999999999998,0,24.9,2020-07
28.699999999999996,77.19999999999997,0,24.98,2020-07
28.699999999999996,77.29999999999997,0,24.91,2020-07
28.699999999999996,77.39999999999996,0,24.98,2020-07
28.699999999999996,77.5,0,25.04,2020-07
28.599999999999994,76.7,0,24.41,2020-07
28.599999999999994,76.8,0,24.49,2020-07
28.599999999999994,76.89999999999999,0,24.6,2020-07
28.599999999999994,76.99999999999999,0,24.68,2020-07
28.599999999999994,77.09999999999998,0,24.72,2020-07
28.599999999999994,77.19999999999997,0,24.72,2020-07
28.599999999999994,77.29999999999997,0,24.81,2020-07
28.599999999999994,77.39999999999996,0,24.95,2020-07
28.599999999999994,77.5,0,25.0,2020-07
28.499999999999993,76.7,0,24.33,2020-07
28.499999999999993,76.8,0,24.44,2020-07
28.499999999999993,76.89999999999999,0,24.53,2020-07
28.499999999999993,76.99999999999999,0,24.54,2020-07
28.499999999999993,77.09999999999998,0,24.48,2020-07
28.499999999999993,77.19999999999997,0,24.5,2020-07
28.499999999999993,77.29999999999997,0,24.7,2020-07
28.499999999999993,77.39999999999996,0,24.91,2020-07
28.499999999999993,77.5,0,24.97,2020-07
28.39999999999999,76.7,0,24.29,2020-07
28.39999999999999,76.8,0,24.35,2020-07
28.39999999999999,76.89999999999999,0,24.37,2020-07
28.39999999999999,76.99999999999999,0,24.39,2020-07
28.39999999999999,77.09999999999998,0,24.41,2020-07
28.39999999999999,77.19999999999997,0,24.49,2020-07
28.39999999999999,77.29999999999997,0,24.66,2020-07
28.39999999999999,77.39999999999996,0,24.84,2020-07
28.39999999999999,77.5,0,24.92,2020-07
28.3,76.7,0,24.24,2020-07
28.3,76.8,0,24.21,2020-07
28.3,76.89999999999999,0,24.19,2020-07
28.3,76.99999999999999,0,24.29,2020-07
28.3,77.09999999999998,0,24.46,2020-07
28.3,77.19999999999997,0,24.58,2020-07
28.3,77.29999999999997,0,24.67,2020-07
28.3,77.39999999999996,0,24.75,2020-07
28.3,77.5,0,24.81,2020-07
29.0,76.7,0,25.28,2020-08
29.0,76.8,0,25.31,2020-08
29.0,76.89999999999999,0,25.32,2020-08
29.0,76.99999999999999,0,25.36,2020-08
29.0,77.09999999999998,0,25.4,2020-08
29.0,77.19999999999997,0,25.37,2020-08
29.0,77.29999999999997,0,25.34,2020-08
29.0,77.39999999999996,0,25.35,2020-08
29.0,77.5,0,25.36,2020-08
28.9,76.7,0,25.2,2020-08
28.9,76.8,0,25.26,2020-08
28.9,76.89999999999999,0,25.28,2020-08
28.9,76.99999999999999,0,25.31,2020-08
28.9,77.09999999999998,0,25.35,2020-08
28.9,77.19999999999997,0,25.37,2020-08
28.9,77.29999999999997,0,25.35,2020-08
28.9,77.39999999999996,0,25.35,2020-08
28.9,77.5,0,25.35,2020-08
28.799999999999997,76.7,0,25.06,2020-08
28.799999999999997,76.8,0,25.15,2020-08
28.799999999999997,76.89999999999999,0,25.21,2020-08
28.799999999999997,76.99999999999999,0,25.26,2020-08
28.799999999999997,77.09999999999998,0,25.29,2020-08
28.799999999999997,77.19999999999997,0,25.31,2020-08
28.799999999999997,77.29999999999997,0,25.32,2020-08
28.799999999999997,77.39999999999996,0,25.33,2020-08
28.799999999999997,77.5,0,25.33,2020-08
28.699999999999996,76.7,0,25.01,2020-08
28.699999999999996,76.8,0,25.07,2020-08
28.699999999999996,76.89999999999999,0,25.16,2020-08
28.699999999999996,76.99999999999999,0,25.25,2020-08
28.699999999999996,77.09999999999998,0,25.34,2020-08
28.699999999999996,77.19999999999997,0,25.37,2020-08
28.699999999999996,77.29999999999997,0,25.3,2020-08
28.699999999999996,77.39999999999996,0,25.34,2020-08
28.699999999999996,77.5,0,25.35,2020-08
28.599999999999994,76.7,0,24.97,2020-08
28.599999999999994,76.8,0,25.03,2020-08
28.599999999999994,76.89999999999999,0,25.13,2020-08
28.599999999999994,76.99999999999999,0,25.2,2020-08
28.599999999999994,77.09999999999998,0,25.23,2020-08
28.599999999999994,77.19999999999997,0,25.2,2020-08
28.599999999999994,77.29999999999997,0,25.26,2020-08
28.599999999999994,77.39999999999996,0,25.35,2020-08
28.599999999999994,77.5,0,25.35,2020-08
28.499999999999993,76.7,0,24.92,2020-08
28.499999999999993,76.8,0,25.0,2020-08
28.499999999999993,76.89999999999999,0,25.07,2020-08
28.499999999999993,76.99999999999999,0,25.09,2020-08
28.499999999999993,77.09999999999998,0,25.04,2020-08
28.499999999999993,77.19999999999997,0,25.06,2020-08
28.499999999999993,77.29999999999997,0,25.2,2020-08
28.499999999999993,77.39999999999996,0,25.34,2020-08
28.499999999999993,77.5,0,25.35,2020-08
28.39999999999999,76.7,0,24.89,2020-08
28.39999999999999,76.8,0,24.95,2020-08
28.39999999999999,76.89999999999999,0,24.97,2020-08
28.39999999999999,76.99999999999999,0,24.99,2020-08
28.39999999999999,77.09999999999998,0,25.02,2020-08
28.39999999999999,77.19999999999997,0,25.09,2020-08
28.39999999999999,77.29999999999997,0,25.21,2020-08
28.39999999999999,77.39999999999996,0,25.33,2020-08
28.39999999999999,77.5,0,25.37,2020-08
28.3,76.7,0,24.85,2020-08
28.3,76.8,0,24.84,2020-08
28.3,76.89999999999999,0,24.82,2020-08
28.3,76.99999999999999,0,24.93,2020-08
28.3,77.09999999999998,0,25.1,2020-08
28.3,77.19999999999997,0,25.21,2020-08
28.3,77.29999999999997,0,25.26,2020-08
28.3,77.39999999999996,0,25.3,2020-08
28.3,77.5,0,25.32,2020-08
29.0,76.7,0,22.21,2020-09
29.0,76.8,0,22.49,2020-09
29.0,76.89999999999999,0,22.71,2020-09
29.0,76.99999999999999,0,22.86,2020-09
29.0,77.09999999999998,0,23.04,2020-09
29.0,77.19999999999997,0,23.16,2020-09
29.0,77.29999999999997,0,23.24,2020-09
29.0,77.39999999999996,0,23.38,2020-09
29.0,77.5,0,23.48,2020-09
28.9,76.7,0,21.88,2020-09
28.9,76.8,0,22.24,2020-09
28.9,76.89999999999999,0,22.46,2020-09
28.9,76.99999999999999,0,22.63,2020-09
28.9,77.09999999999998,0,22.87,2020-09
28.9,77.19999999999997,0,23.08,2020-09
28.9,77.29999999999997,0,23.19,2020-09
28.9,77.39999999999996,0,23.31,2020-09
28.9,77.5,0,23.4,2020-09
28.799999999999997,76.7,0,21.51,2020-09
28.799999999999997,76.8,0,21.94,2020-09
28.799999999999997,76.89999999999999,0,22.24,2020-09
28.799999999999997,76.99999999999999,0,22.48,2020-09
28.799999999999997,77.09999999999998,0,22.71,2020-09
28.799999999999997,77.19999999999997,0,22.92,2020-09
28.799999999999997,77.29999999999997,0,23.09,2020-09
28.799999999999997,77.39999999999996,0,23.24,2020-09
28.799999999999997,77.5,0,23.34,2020-09
28.699999999999996,76.7,0,21.53,2020-09
28.699999999999996,76.8,0,21.84,2020-09
28.699999999999996,76.89999999999999,0,22.14,2020-09
28.699999999999996,76.99999999999999,0,22.45,2020-09
28.699999999999996,77.09999999999998,0,22.75,2020-09
28.699999999999996,77.19999999999997,0,22.96,2020-09
28.699999999999996,77.29999999999997,0,23.05,2020-09
28.699999999999996,77.39999999999996,0,23.24,2020-09
28.699999999999996,77.5,0,23.39,2020-09
28.599999999999994,76.7,0,21.52,2020-09
28.599999999999994,76.8,0,21.76,2020-09
28.599999999999994,76.89999999999999,0,22.06,2020-09
28.599999999999994,76.99999999999999,0,22.36,2020-09
28.599999999999994,77.09999999999998,0,22.59,2020-09
28.599999999999994,77.19999999999997,0,22.74,2020-09
28.599999999999994,77.29999999999997,0,23.0,2020-09
28.599999999999994,77.39999999999996,0,23.26,2020-09
28.599999999999994,77.5,0,23.4,2020-09
28.499999999999993,76.7,0,21.37,2020-09
28.499999999999993,76.8,0,21.65,2020-09
28.499999999999993,76.89999999999999,0,21.92,2020-09
28.499999999999993,76.99999999999999,0,22.16,2020-09
28.499999999999993,77.09999999999998,0,22.32,2020-09
28.499999999999993,77.19999999999997,0,22.52,2020-09
28.499999999999993,77.29999999999997,0,22.88,2020-09
28.499999999999993,77.39999999999996,0,23.23,2020-09
28.499999999999993,77.5,0,23.39,2020-09
28.39999999999999,76.7,0,21.2,2020-09
28.39999999999999,76.8,0,21.44,2020-09
28.39999999999999,76.89999999999999,0,21.66,2020-09
28.39999999999999,76.99999999999999,0,21.91,2020-09
28.39999999999999,77.09999999999998,0,22.14,2020-09
28.39999999999999,77.19999999999997,0,22.41,2020-09
28.39999999999999,77.29999999999997,0,22.74,2020-09
28.39999999999999,77.39999999999996,0,23.07,2020-09
28.39999999999999,77.5,0,23.26,2020-09
28.3,76.7,0,21.13,2020-09
28.3,76.8,0,21.19,2020-09
28.3,76.89999999999999,0,21.32,2020-09
28.3,76.99999999999999,0,21.66,2020-09
28.3,77.09999999999998,0,22.07,2020-09
28.3,77.19999999999997,0,22.4,2020-09
28.3,77.29999999999997,0,22.64,2020-09
28.3,77.39999999999996,0,22.86,2020-09
28.3,77.5,0,23.03,2020-09
29.0,76.7,0,12.92,2020-10
29.0,76.8,0,13.46,2020-10
29.0,76.89999999999999,0,13.89,2020-10
29.0,76.99999999999999,0,14.16,2020-10
29.0,77.09999999999998,0,14.46,2020-10
29.0,77.19999999999997,0,14.72,2020-10
29.0,77.29999999999997,0,14.85,2020-10
29.0,77.39999999999996,0,14.99,2020-10
29.0,77.5,0,15.08,2020-10
28.9,76.7,0,12.41,2020-10
28.9,76.8,0,13.05,2020-10
28.9,76.89999999999999,0,13.48,2020-10
28.9,76.99999999999999,0,13.79,2020-10
28.9,77.09999999999998,0,14.2,2020-10
28.9,77.19999999999997,0,14.54,2020-10
28.9,77.29999999999997,0,14.73,2020-10
28.9,77.39999999999996,0,14.89,2020-10
28.9,77.5,0,14.98,2020-10
28.799999999999997,76.7,0,11.9,2020-10
28.799999999999997,76.8,0,12.6,2020-10
28.799999999999997,76.89999999999999,0,13.09,2020-10
28.799999999999997,76.99999999999999,0,13.5,2020-10
28.799999999999997,77.09999999999998,0,13.89,2020-10
28.799999999999997,77.19999999999997,0,14.22,2020-10
28.799999999999997,77.29999999999997,0,14.47,2020-10
28.799999999999997,77.39999999999996,0,14.69,2020-10
28.799999999999997,77.5,0,14.87,2020-10
28.699999999999996,76.7,0,11.77,2020-10
28.699999999999996,76.8,0,12.19,2020-10
28.699999999999996,76.89999999999999,0,12.56,2020-10
28.699999999999996,76.99999999999999,0,13.02,2020-10
28.699999999999996,77.09999999999998,0,13.45,2020-10
28.699999999999996,77.19999999999997,0,13.77,2020-10
28.699999999999996,77.29999999999997,0,14.01,2020-10
28.699999999999996,77.39999999999996,0,14.38,2020-10
28.699999999999996,77.5,0,14.78,2020-10
28.599999999999994,76.7,0,11.41,2020-10
28.599999999999994,76.8,0,11.63,2020-10
28.599999999999994,76.89999999999999,0,11.95,2020-10
28.599999999999994,76.99999999999999,0,12.45,2020-10
28.599999999999994,77.09999999999998,0,12.8,2020-10
28.599999999999994,77.19999999999997,0,13.11,2020-10
28.599999999999994,77.29999999999997,0,13.6,2020-10
28.599999999999994,77.39999999999996,0,14.19,2020-10
28.599999999999994,77.5,0,14.66,2020-10
28.499999999999993,76.7,0,10.77,2020-10
28.499999999999993,76.8,0,11.05,2020-10
28.499999999999993,76.89999999999999,0,11.35,2020-10
28.499999999999993,76.99999999999999,0,11.78,2020-10
28.499999999999993,77.09999999999998,0,12.07,2020-10
28.499999999999993,77.19999999999997,0,12.43,2020-10
28.499999999999993,77.29999999999997,0,13.2,2020-10
28.499999999999993,77.39999999999996,0,13.93,2020-10
28.499999999999993,77.5,0,14.42,2020-10
28.39999999999999,76.7,0,10.45,2020-10
28.39999999999999,76.8,0,10.62,2020-10
28.39999999999999,76.89999999999999,0,10.88,2020-10
28.39999999999999,76.99999999999999,0,11.28,2020-10
28.39999999999999,77.09999999999998,0,11.63,2020-10
